"","hour","AQI","PM2.5","PM2.5_24h","PM10","PM10_24h","SO2","SO2_24h","NO2","NO2_24h","O3","O3_24h","O3_8h","O3_8h_24h","CO","CO_24h","date"
"2317",21,35,24,22,35,45,3,5,56,33,27,103,32,103,0.47,0.37,"20200406"
"2318",22,31,22,22,30,44,3,5,47,35,32,103,31,103,0.4,0.4,"20200406"
"2319",23,29,19,22,29,42,3,4,36,36,43,103,30,103,0.4,0.4,"20200406"
"2320",0,26,18,22,26,40,4,4,46,38,26,103,29,81,0.43,0.4,"20200407"
"2321",1,34,24,22,30,39,8,4,48,39,21,95,21,21,0.43,0.4,"20200407"
"2322",2,40,28,22,34,38,7,4,49,41,15,91,18,21,0.53,0.4,"20200407"
"2323",3,46,32,22,36,37,10,5,51,42,11,89,16,21,0.53,0.4,"20200407"
"2324",4,53,37,23,37,36,8,5,44,44,11,88,15,21,0.57,0.43,"20200407"
"2325",5,54,38,24,40,36,10,5,41,45,13,78,14,21,0.57,0.43,"20200407"
"2326",6,46,32,24,36,36,10,5,39,46,16,75,14,21,0.53,0.43,"20200407"
"2327",7,37,26,24,32,35,7,5,31,46,19,72,15,22,0.47,0.43,"20200407"
"2328",8,39,27,25,28,34,11,5,34,46,21,70,16,22,0.5,0.43,"20200407"
"2329",9,46,32,25,34,34,11,6,39,46,22,68,16,23,0.57,0.43,"20200407"
"2330",10,46,32,25,43,33,12,6,41,46,27,68,18,24,0.5,0.43,"20200407"
"2331",11,49,30,26,49,33,11,7,42,46,46,68,21,25,0.53,0.43,"20200407"
"2332",12,50,35,26,47,33,7,7,32,46,47,58,25,28,0.57,0.47,"20200407"
"2333",13,54,35,27,57,35,8,7,21,46,65,65,31,33,0.53,0.5,"20200407"
"2334",14,54,29,27,58,36,7,7,14,44,84,84,41,41,0.53,0.5,"20200407"
"2335",15,51,26,28,52,37,7,7,11,43,103,103,52,52,0.43,0.5,"20200407"
"2336",16,47,19,28,47,38,7,7,9,41,112,112,64,64,0.43,0.5,"20200407"
"2337",17,46,18,28,46,38,7,7,12,39,113,113,76,76,0.33,0.47,"20200407"
"2338",18,46,17,27,46,39,6,7,18,37,105,113,86,86,0.3,0.47,"20200407"
"2339",19,51,20,27,51,40,5,7,22,35,96,113,90,90,0.33,0.47,"20200407"
"2340",20,58,20,27,66,41,5,7,21,33,88,113,96,96,0.33,0.43,"20200407"
"2341",21,58,20,26,65,42,5,7,27,32,76,113,97,97,0.27,0.43,"20200407"
"2342",22,55,17,26,59,44,5,7,24,31,78,113,96,97,0.3,0.43,"20200407"
"2343",23,45,14,26,45,44,6,7,21,31,77,113,93,97,0.23,0.43,"20200407"
"2344",0,39,13,26,39,45,6,8,25,30,67,113,87,97,0.23,0.43,"20200408"
"2345",1,38,11,25,38,45,7,8,26,29,61,113,61,61,0.27,0.43,"20200408"
"2346",2,39,13,25,39,45,8,8,24,28,58,113,59,62,0.27,0.43,"20200408"
"2347",3,42,17,24,42,45,7,8,23,27,56,113,58,62,0.27,0.43,"20200408"
"2348",4,43,20,23,43,46,8,8,25,26,48,113,56,62,0.27,0.43,"20200408"
"2349",5,46,23,23,46,46,8,8,48,27,28,113,50,62,0.33,0.4,"20200408"
"2350",6,51,27,23,52,47,10,8,62,27,19,113,45,62,0.37,0.37,"20200408"
"2351",7,52,28,23,53,48,11,8,62,29,21,113,42,62,0.37,0.37,"20200408"
"2352",8,50,32,23,50,49,14,8,68,30,25,113,40,62,0.43,0.37,"20200408"
"2353",9,55,33,23,60,50,11,8,56,31,42,113,37,62,0.37,0.37,"20200408"
"2354",10,51,21,22,51,50,5,8,24,30,74,113,39,62,0.3,0.37,"20200408"
"2355",11,39,17,22,39,50,6,7,20,29,79,113,42,62,0.23,0.33,"20200408"
"2356",12,45,12,21,45,49,7,7,16,29,90,113,47,62,0.2,0.33,"20200408"
"2357",13,44,10,20,44,49,6,7,11,28,106,113,57,65,0.2,0.3,"20200408"
"2358",14,39,10,19,39,48,5,7,7,28,123,123,70,71,0.17,0.3,"20200408"
"2359",15,39,10,18,39,47,5,7,8,28,126,126,83,83,0.17,0.3,"20200408"
"2360",16,38,14,18,37,47,6,7,10,28,123,126,95,95,0.23,0.27,"20200408"
"2361",17,37,11,18,37,47,5,7,12,28,115,126,105,105,0.2,0.27,"20200408"
"2362",18,35,9,17,33,46,5,7,11,27,111,126,109,109,0.17,0.27,"20200408"
"2363",19,33,10,17,30,45,6,7,15,27,104,126,112,112,0.17,0.27,"20200408"
"2364",20,31,12,17,29,44,6,7,16,26,100,126,114,114,0.17,0.27,"20200408"
"2365",21,36,12,17,36,43,5,7,16,26,93,126,112,114,0.2,0.27,"20200408"
"2366",22,42,15,16,42,42,5,7,28,27,75,126,106,114,0.2,0.27,"20200408"
"2367",23,49,18,16,49,42,5,7,36,27,62,126,98,114,0.23,0.27,"20200408"
"2368",0,52,18,17,54,43,6,7,32,27,64,126,90,114,0.23,0.27,"20200409"
"2369",1,51,16,17,51,43,5,7,27,27,67,126,67,67,0.27,0.27,"20200409"
"2370",2,49,18,17,49,44,5,7,34,28,52,126,59,67,0.27,0.27,"20200409"
"2371",3,50,22,17,50,44,6,7,57,29,30,126,50,67,0.27,0.27,"20200409"
"2372",4,53,27,18,55,45,9,7,74,31,12,126,40,67,0.37,0.27,"20200409"
"2373",5,59,29,18,67,46,11,7,74,32,10,126,34,67,0.33,0.27,"20200409"
"2374",6,54,29,18,58,46,13,7,68,33,11,126,30,67,0.33,0.27,"20200409"
"2375",7,55,36,18,59,46,15,7,61,32,15,126,28,67,0.37,0.27,"20200409"
"2376",8,59,42,19,66,47,21,7,62,32,16,126,27,67,0.5,0.27,"20200409"
"2377",9,68,45,19,85,47,18,8,58,33,31,126,22,67,0.5,0.27,"20200409"
"2378",10,64,32,20,78,48,12,8,42,33,72,126,25,67,0.37,0.27,"20200409"
"2379",12,62,29,20,73,50,10,8,24,34,111,127,44,67,0.33,0.27,"20200409"
"2380",13,65,29,21,79,52,7,8,11,34,149,150,62,68,0.33,0.27,"20200409"
"2381",14,59,25,22,67,53,6,8,6,34,157,160,81,81,0.33,0.27,"20200409"
"2382",15,56,20,22,61,54,5,8,4,34,141,160,96,96,0.33,0.27,"20200409"
"2383",16,48,17,22,48,55,5,9,6,34,130,160,110,110,0.27,0.27,"20200409"
"2384",17,43,16,22,43,55,4,8,5,33,121,160,121,121,0.27,0.27,"20200409"
"2385",18,38,18,23,38,55,6,8,9,33,122,160,127,127,0.3,0.3,"20200409"
"2386",19,41,24,24,41,56,6,8,11,33,112,160,130,130,0.3,0.33,"20200409"
"2387",20,47,25,24,47,56,6,8,13,33,106,160,130,131,0.33,0.33,"20200409"
"2388",21,50,24,25,50,57,4,8,13,33,102,160,124,131,0.3,0.33,"20200409"
"2389",22,49,23,25,49,57,4,8,21,32,92,160,116,131,0.33,0.33,"20200409"
"2390",23,53,19,25,55,57,6,8,22,32,81,160,108,131,0.23,0.33,"20200409"
"2391",0,43,16,25,43,57,6,9,20,32,82,160,102,131,0.2,0.33,"20200410"
"2392",1,40,12,25,40,57,7,9,25,31,70,160,70,70,0.23,0.33,"20200410"
"2393",2,40,16,25,40,56,6,9,22,31,74,160,72,72,0.27,0.33,"20200410"
"2394",3,40,18,24,40,56,5,9,27,30,66,160,70,73,0.27,0.33,"20200410"
"2395",4,48,25,25,48,55,6,9,50,29,39,160,62,73,0.3,0.33,"20200410"
"2396",5,53,27,25,55,55,7,8,49,28,35,160,57,73,0.3,0.33,"20200410"
"2397",6,55,31,25,59,55,11,8,60,27,26,160,52,73,0.33,0.33,"20200410"
"2398",7,57,35,24,64,55,12,8,52,27,30,160,49,73,0.4,0.33,"20200410"
"2399",8,55,31,24,60,55,13,8,34,26,52,160,49,73,0.33,0.33,"20200410"
"2400",9,51,27,24,51,54,13,7,40,25,55,160,47,73,0.4,0.33,"20200410"
"2401",10,42,14,23,42,53,12,8,25,24,74,160,47,73,0.25,0.33,"20200410"
"2402",11,43,14,23,43,52,8,7,22,24,86,160,50,73,0.37,0.3,"20200410"
"2403",12,54,17,22,57,51,7,7,17,24,98,160,57,73,0.33,0.3,"20200410"
"2404",13,59,20,22,67,51,5,7,10,24,123,157,68,74,0.33,0.3,"20200410"
"2405",14,54,19,21,58,50,5,7,5,24,132,142,81,82,0.33,0.3,"20200410"
"2406",15,49,16,21,49,49,5,7,10,24,119,133,92,92,0.33,0.3,"20200410"
"2407",16,43,16,21,43,49,5,7,11,24,111,133,100,100,0.33,0.33,"20200410"
"2408",17,40,15,21,40,49,5,7,12,24,106,133,106,106,0.4,0.33,"20200410"
"2409",18,36,14,21,36,49,4,7,13,24,96,133,109,109,0.37,0.33,"20200410"
"2410",19,34,14,21,34,49,5,7,16,25,89,133,109,110,0.37,0.33,"20200410"
"2411",20,31,15,20,31,48,5,7,13,25,88,133,108,110,0.4,0.33,"20200410"
"2412",21,34,18,20,34,47,5,7,15,25,81,133,103,110,0.37,0.37,"20200410"
"2413",22,35,20,20,35,47,5,7,25,25,68,133,95,110,0.43,0.37,"20200410"
"2414",23,38,19,20,38,46,5,7,29,25,63,133,88,110,0.43,0.37,"20200410"
"2415",0,46,19,20,46,46,5,7,28,25,56,133,81,110,0.37,0.37,"20200411"
"2416",1,41,22,21,41,46,4,7,30,26,42,133,42,42,0.4,0.37,"20200411"
"2417",2,44,24,21,44,47,6,7,53,27,29,133,36,42,0.43,0.37,"20200411"
"2418",3,52,30,21,54,47,6,7,52,28,25,133,32,42,0.47,0.37,"20200411"
"2419",4,53,35,22,56,48,9,7,53,28,23,133,30,42,0.43,0.37,"20200411"
"2420",5,50,35,22,49,47,10,7,49,28,22,133,28,42,0.47,0.37,"20200411"
"2421",6,52,36,22,53,47,10,7,42,27,20,133,27,42,0.47,0.37,"20200411"
"2422",7,51,36,22,49,46,13,7,38,27,25,133,26,42,0.47,0.37,"20200411"
"2423",8,54,37,23,58,46,14,7,46,27,21,133,26,42,0.5,0.4,"20200411"
"2424",9,58,39,23,65,47,13,7,51,28,15,133,23,42,0.53,0.4,"20200411"
"2425",10,62,44,24,73,48,15,7,57,29,14,133,21,42,0.6,0.4,"20200411"
"2426",11,63,43,25,76,49,15,8,54,30,20,133,20,42,0.63,0.43,"20200411"
"2427",12,65,42,26,80,51,13,8,54,32,27,133,20,42,0.63,0.47,"20200411"
"2428",13,68,49,27,82,51,13,8,64,34,28,132,21,42,0.63,0.47,"20200411"
"2429",14,71,46,28,92,53,13,8,67,37,27,119,22,42,0.63,0.47,"20200411"
"2430",15,66,36,29,82,54,11,9,66,39,32,113,23,42,0.6,0.47,"20200411"
"2431",16,65,35,30,79,56,11,9,57,41,44,106,26,42,0.57,0.5,"20200411"
"2432",17,61,43,31,72,57,12,9,73,44,29,96,27,42,0.6,0.5,"20200411"
"2433",18,62,40,33,74,58,11,10,58,45,38,89,31,42,0.57,0.5,"20200411"
"2434",19,59,42,34,66,59,9,10,64,48,27,88,31,42,0.63,0.5,"20200411"
"2435",20,62,44,35,74,62,9,10,69,50,19,81,30,42,0.7,0.5,"20200411"
"2436",21,64,46,36,72,63,8,10,68,52,17,68,29,42,0.67,0.53,"20200411"
"2437",22,70,51,37,74,65,10,10,67,54,11,63,27,42,0.73,0.53,"20200411"
"2438",23,74,54,39,74,66,10,10,60,55,13,60,25,42,0.77,0.57,"20200411"
"2439",0,70,51,40,71,67,11,11,55,56,13,51,21,31,0.73,0.6,"20200412"
"2440",1,65,47,41,65,68,14,11,48,57,14,46,14,14,0.63,0.6,"20200412"
"2441",2,60,43,42,62,69,10,11,41,57,19,46,17,17,0.6,0.6,"20200412"
"2442",3,51,35,42,51,69,8,11,36,56,25,46,19,19,0.57,0.6,"20200412"
"2443",4,42,25,41,42,68,6,11,33,55,30,46,22,22,0.53,0.6,"20200412"
"2444",5,32,12,41,32,67,4,11,16,54,64,64,31,31,0.5,0.6,"20200412"
"2445",6,26,7,40,23,66,3,11,9,52,82,82,39,39,0.4,0.6,"20200412"
"2446",7,25,5,38,15,65,3,10,10,51,79,84,45,45,0.4,0.6,"20200412"
"2447",8,24,4,37,13,63,3,10,9,50,77,84,49,49,0.4,0.6,"20200412"
"2448",9,24,6,35,21,61,3,9,7,48,78,84,57,57,0.37,0.6,"20200412"
"2449",10,25,7,34,20,59,3,9,7,46,81,84,64,64,0.37,0.6,"20200412"
"2450",11,26,8,32,21,56,3,8,6,43,82,86,71,71,0.37,0.6,"20200412"
"2451",12,28,7,31,24,54,3,8,5,42,89,91,79,79,0.33,0.6,"20200412"
"2452",13,30,7,29,22,52,4,8,6,39,96,96,83,83,0.37,0.5,"20200412"
"2453",14,33,7,28,22,49,4,7,4,36,104,104,86,86,0.43,0.5,"20200412"
"2454",15,35,9,26,24,47,4,7,4,34,112,112,90,90,0.47,0.5,"20200412"
"2455",16,35,10,26,26,44,4,7,4,32,113,113,94,94,0.47,0.5,"20200412"
"2456",17,34,8,24,29,43,4,6,5,29,108,113,98,98,0.47,0.5,"20200412"
"2457",18,34,7,23,26,40,4,6,7,27,108,113,101,101,0.47,0.5,"20200412"
"2458",19,33,8,21,28,39,4,6,7,24,105,113,104,104,0.47,0.5,"20200412"
"2459",20,32,8,20,32,37,5,6,10,22,99,113,105,105,0.47,0.5,"20200412"
"2460",21,29,9,18,27,35,5,6,16,20,92,113,106,106,0.47,0.5,"20200412"
"2461",22,30,11,16,30,33,6,6,20,18,81,113,102,106,0.47,0.47,"20200412"
"2462",23,35,12,15,35,32,5,5,22,16,71,113,97,106,0.47,0.47,"20200412"
"2463",0,34,14,13,34,30,5,5,31,15,53,113,90,106,0.47,0.47,"20200413"
"2464",1,39,13,12,39,29,4,5,53,15,31,113,31,31,0.5,0.47,"20200413"
"2465",2,47,16,11,47,29,5,4,37,15,51,113,41,41,0.4,0.47,"20200413"
"2466",3,37,16,10,37,28,5,4,15,14,76,113,53,53,0.37,0.43,"20200413"
"2467",4,33,17,9,33,28,4,4,12,13,79,113,59,59,0.3,0.4,"20200413"
"2468",5,30,18,10,30,27,4,4,13,13,78,113,63,63,0.3,0.4,"20200413"
"2469",6,34,17,10,34,28,4,4,23,14,65,113,63,63,0.3,0.4,"20200413"
"2470",7,31,20,11,31,29,6,4,34,15,58,113,62,63,0.33,0.4,"20200413"
"2471",8,40,21,11,40,30,10,5,39,16,58,113,62,64,0.37,0.4,"20200413"
"2472",9,45,23,12,45,31,9,5,27,17,74,113,67,68,0.37,0.4,"20200413"
"2473",10,41,21,13,41,32,6,5,12,17,94,113,73,73,0.27,0.37,"20200413"
"2474",11,38,21,13,38,32,6,5,10,17,98,113,75,75,0.33,0.37,"20200413"
"2475",12,39,22,14,39,33,6,5,10,18,110,113,79,79,0.33,0.37,"20200413"
"2476",13,41,23,15,41,34,6,5,8,18,120,120,84,84,0.3,0.37,"20200413"
"2477",14,49,24,15,49,35,7,5,6,18,132,132,93,93,0.37,0.37,"20200413"
"2478",15,50,24,16,50,36,6,6,3,18,138,138,103,103,0.33,0.37,"20200413"
"2479",16,49,22,16,49,37,5,6,6,18,135,139,113,113,0.3,0.37,"20200413"
"2480",17,43,21,17,43,38,4,6,5,18,132,139,120,120,0.3,0.37,"20200413"
"2481",18,46,21,17,46,38,5,6,9,18,129,139,124,124,0.33,0.37,"20200413"
"2482",19,46,22,18,46,39,5,6,9,18,128,139,128,128,0.33,0.37,"20200413"
"2483",20,46,23,18,46,40,6,6,11,18,120,139,129,129,0.33,0.37,"20200413"
"2484",21,46,24,19,46,40,7,6,14,18,114,139,128,129,0.33,0.37,"20200413"
"2485",22,54,29,20,58,41,7,6,17,18,106,139,125,129,0.4,0.37,"20200413"
"2486",23,57,28,21,63,43,6,6,16,18,106,139,121,129,0.37,0.37,"20200413"
"2487",0,56,29,21,62,44,7,6,16,17,102,139,117,129,0.4,0.37,"20200414"
"2488",1,59,29,22,67,45,8,6,17,15,100,139,100,100,0.4,0.37,"20200414"
"2489",2,58,28,23,65,46,9,6,14,15,101,139,100,100,0.37,0.33,"20200414"
"2490",3,55,29,23,59,47,12,6,15,15,99,139,100,101,0.4,0.33,"20200414"
"2491",4,56,31,24,62,48,11,7,14,14,100,139,100,101,0.37,0.37,"20200414"
"2492",5,53,29,24,56,49,9,7,11,14,109,139,101,103,0.37,0.37,"20200414"
"2493",6,52,29,25,53,50,7,7,11,14,107,139,103,103,0.33,0.37,"20200414"
"2494",7,51,26,25,52,51,5,7,15,13,110,139,104,104,0.33,0.37,"20200414"
"2495",8,51,25,25,52,51,5,7,21,13,104,139,104,104,0.33,0.37,"20200414"
"2496",9,53,23,25,56,52,5,7,17,12,110,139,105,105,0.37,0.33,"20200414"
"2497",10,55,24,25,59,52,5,7,18,12,108,139,106,106,0.4,0.37,"20200414"
"2498",11,57,27,26,63,53,5,7,20,12,114,139,108,108,0.35,0.37,"20200414"
"2499",12,60,29,26,70,55,7,7,22,13,117,139,110,110,0.37,0.37,"20200414"
"2500",13,65,29,26,80,56,7,7,13,13,134,139,113,113,0.4,0.37,"20200414"
"2501",14,67,33,26,83,57,7,7,17,14,142,150,118,118,0.4,0.37,"20200414"
"2502",15,65,35,27,80,59,6,7,14,14,156,156,123,123,0.4,0.37,"20200414"
"2503",16,62,33,27,74,60,6,7,15,15,156,157,130,130,0.4,0.37,"20200414"
"2504",17,63,35,28,76,62,6,7,18,15,151,159,135,135,0.43,0.37,"20200414"
"2505",18,62,31,28,74,62,5,7,20,15,137,159,138,138,0.43,0.37,"20200414"
"2506",19,56,28,29,61,63,5,7,13,16,133,159,141,141,0.4,0.37,"20200414"
"2507",20,49,27,29,49,63,5,7,16,16,128,159,142,143,0.4,0.4,"20200414"
"2508",21,46,28,29,46,63,4,7,10,16,134,159,142,143,0.4,0.4,"20200414"
"2509",22,47,28,29,47,63,5,6,11,16,129,159,140,143,0.4,0.4,"20200414"
"2510",23,51,29,29,51,62,6,6,24,16,104,159,134,143,0.37,0.4,"20200414"
"2511",0,54,30,29,57,62,6,6,26,16,99,159,127,143,0.4,0.4,"20200415"
"2512",1,50,29,29,50,61,5,6,20,17,101,159,101,101,0.37,0.4,"20200415"
"2513",2,48,31,29,48,61,7,6,20,17,96,159,98,102,0.37,0.4,"20200415"
"2514",3,52,33,29,53,60,6,6,17,17,96,159,98,102,0.4,0.4,"20200415"
"2515",4,51,36,29,50,60,9,6,31,18,78,159,93,102,0.43,0.4,"20200415"
"2516",5,58,41,30,49,60,10,6,43,19,56,159,85,102,0.43,0.4,"20200415"
"2517",6,61,44,31,58,60,8,6,50,20,39,159,77,102,0.43,0.4,"20200415"
"2518",7,63,45,31,70,61,7,6,52,22,36,159,72,102,0.47,0.4,"20200415"
"2519",8,76,56,32,78,62,14,7,43,23,47,159,69,102,0.53,0.4,"20200415"
"2520",9,85,63,34,92,63,20,7,42,24,62,159,64,102,0.6,0.4,"20200415"
"2521",10,86,64,36,93,65,19,7,36,25,84,159,62,102,0.63,0.4,"20200415"
"2522",11,74,54,37,83,65,17,8,30,25,99,159,62,102,0.6,0.47,"20200415"
"2523",12,64,36,37,77,65,12,8,17,25,128,159,69,102,0.5,0.47,"20200415"
"2524",13,57,32,37,64,65,12,9,22,25,134,159,79,102,0.5,0.47,"20200415"
"2525",14,56,30,37,62,64,10,9,14,25,143,159,91,107,0.43,0.47,"20200415"
"2526",15,54,28,37,58,63,11,9,17,26,138,158,104,112,0.43,0.47,"20200415"
"2527",16,55,26,36,60,62,10,9,17,26,140,154,116,121,0.43,0.47,"20200415"
"2528",17,52,29,36,54,61,11,9,16,25,150,152,127,127,0.43,0.47,"20200415"
"2529",18,55,30,36,59,61,11,10,18,25,152,154,135,135,0.53,0.47,"20200415"
"2530",19,55,28,36,60,61,10,10,24,26,136,154,140,140,0.53,0.47,"20200415"
"2531",20,53,30,36,56,61,10,10,25,26,122,154,139,141,0.53,0.47,"20200415"
"2532",21,55,33,37,60,62,9,10,32,27,107,154,136,141,0.57,0.47,"20200415"
"2533",22,56,39,37,61,62,7,10,31,28,97,154,130,141,0.57,0.47,"20200415"
"2534",23,61,44,37,64,63,6,11,34,28,86,154,124,141,0.57,0.47,"20200415"
"2535",0,63,45,39,57,63,7,11,45,29,68,154,115,141,0.53,0.47,"20200416"
"2536",1,68,49,39,58,63,5,10,26,30,77,154,77,77,0.53,0.5,"20200416"
"2537",2,70,51,40,59,64,5,10,23,29,71,154,73,77,0.53,0.5,"20200416"
"2538",3,68,49,41,56,64,5,10,21,30,71,154,73,77,0.5,0.5,"20200416"
"2539",4,70,51,41,55,64,5,10,35,30,51,154,68,77,0.5,0.53,"20200416"
"2540",5,70,51,42,66,64,5,10,46,30,39,154,62,77,0.5,0.53,"20200416"
"2541",6,73,53,42,81,66,6,10,53,30,28,154,56,77,0.57,0.53,"20200416"
"2542",7,76,56,42,91,66,11,10,56,30,22,154,51,77,0.6,0.53,"20200416"
"2543",8,88,65,43,103,68,16,10,63,31,26,154,48,77,0.67,0.53,"20200416"
"2544",9,90,67,43,110,68,23,10,59,32,44,154,44,77,0.67,0.53,"20200416"
"2545",10,80,59,43,110,69,21,10,51,32,70,154,44,77,0.67,0.53,"20200416"
"2546",11,81,45,43,111,71,19,10,33,32,116,154,50,77,0.57,0.53,"20200416"
"2547",12,73,41,43,96,71,20,11,35,33,129,154,59,77,0.53,0.57,"20200416"
"2548",13,70,48,44,89,72,20,11,30,34,149,159,73,77,0.57,0.57,"20200416"
"2549",14,66,26,44,82,73,13,11,12,33,145,159,87,88,0.47,0.57,"20200416"
"2550",15,50,18,43,50,73,9,11,11,33,125,159,100,100,0.47,0.57,"20200416"
"2551",16,43,16,43,43,72,7,11,7,33,126,159,113,113,0.43,0.57,"20200416"
"2552",17,39,15,42,39,72,8,11,14,33,115,159,122,122,0.47,0.57,"20200416"
"2553",18,40,15,41,40,71,6,11,13,32,113,155,127,127,0.43,0.53,"20200416"
"2554",19,34,14,41,33,70,5,11,12,32,110,154,126,128,0.47,0.53,"20200416"
"2555",20,37,16,40,37,70,6,10,26,32,87,154,121,128,0.53,0.53,"20200416"
"2556",21,44,21,39,44,70,6,10,26,32,80,154,113,128,0.5,0.53,"20200416"
"2557",22,45,21,39,45,69,7,10,24,31,78,154,104,128,0.53,0.53,"20200416"
"2558",23,33,20,38,33,68,5,10,31,31,61,154,96,128,0.5,0.53,"20200416"
"2559",0,33,18,37,33,67,6,10,39,31,53,154,87,128,0.43,0.53,"20200417"
"2560",1,36,16,35,36,66,4,10,30,31,65,154,65,65,0.4,0.53,"20200417"
"2561",2,30,15,34,30,64,5,10,29,31,66,154,65,68,0.37,0.53,"20200417"
"2562",3,37,21,33,37,64,5,10,49,33,38,154,56,68,0.43,0.5,"20200417"
"2563",4,49,24,32,49,63,5,10,56,34,29,154,50,68,0.47,0.5,"20200417"
"2564",5,55,26,31,59,63,7,10,56,34,26,154,45,68,0.47,0.5,"20200417"
"2565",6,54,31,30,57,62,12,10,51,34,25,154,42,68,0.53,0.5,"20200417"
"2566",7,65,47,29,61,61,21,11,61,34,22,154,39,68,0.6,0.5,"20200417"
"2567",8,63,45,28,70,59,23,11,50,33,32,154,38,68,0.63,0.5,"20200417"
"2568",9,58,39,28,66,57,22,11,43,33,47,154,36,68,0.63,0.5,"20200417"
"2569",10,61,38,27,71,55,20,11,41,33,58,154,35,68,0.55,0.5,"20200417"
"2570",11,61,20,26,72,53,12,11,21,32,87,154,41,68,0.53,0.5,"20200417"
"2571",12,54,18,25,57,51,7,10,12,31,90,154,48,69,0.47,0.5,"20200417"
"2572",13,52,17,23,54,49,5,9,6,30,101,145,58,73,0.37,0.5,"20200417"
"2573",14,52,20,23,53,48,5,9,6,30,110,128,68,77,0.4,0.5,"20200417"
"2574",15,54,20,23,57,49,5,9,5,29,118,129,80,83,0.43,0.5,"20200417"
"2575",16,51,15,23,52,49,6,9,9,30,91,122,87,88,0.37,0.5,"20200417"
"2576",17,41,12,23,41,49,6,9,14,30,70,120,91,91,0.4,0.5,"20200417"
"2577",18,42,12,23,42,49,5,9,15,30,66,119,92,92,0.4,0.47,"20200417"
"2578",19,47,11,23,47,50,3,9,10,29,66,118,89,92,0.37,0.47,"20200417"
"2579",20,38,11,22,38,49,3,9,5,29,68,118,86,92,0.37,0.47,"20200417"
"2580",21,36,11,22,36,49,3,9,10,28,61,118,81,92,0.37,0.47,"20200417"
"2581",22,37,13,21,37,49,4,8,18,28,48,118,73,92,0.4,0.47,"20200417"
"2582",23,37,12,21,37,49,4,8,19,27,46,118,64,92,0.37,0.47,"20200417"
"2583",0,44,12,21,44,49,3,8,11,26,57,118,60,92,0.37,0.47,"20200418"
"2584",1,39,12,21,39,50,3,8,15,26,48,118,48,48,0.37,0.47,"20200418"
"2585",2,33,13,21,33,50,4,8,9,25,51,118,50,50,0.37,0.47,"20200418"
"2586",3,32,13,21,32,49,5,8,9,23,54,118,51,52,0.37,0.47,"20200418"
"2587",4,33,13,20,33,49,5,8,16,22,41,118,49,53,0.37,0.47,"20200418"
"2588",5,33,15,19,33,48,6,8,32,20,27,118,44,53,0.4,0.47,"20200418"
"2589",6,32,18,19,32,47,6,7,31,19,25,118,41,53,0.37,0.47,"20200418"
"2590",7,37,20,18,37,46,7,7,40,18,17,118,38,53,0.4,0.4,"20200418"
"2591",8,49,27,17,49,45,13,6,41,18,18,118,35,53,0.43,0.4,"20200418"
"2592",9,60,34,17,69,45,14,6,39,18,30,118,33,53,0.47,0.4,"20200418"
"2593",10,61,36,17,72,45,17,6,39,18,41,118,32,53,0.5,0.4,"20200418"
"2594",11,61,27,17,72,46,13,6,28,18,55,118,32,53,0.43,0.4,"20200418"
"2595",12,50,23,17,50,45,8,6,15,18,76,118,36,53,0.47,0.4,"20200418"
"2596",13,47,20,17,47,45,8,7,14,19,81,118,43,53,0.43,0.4,"20200418"
"2597",14,44,20,17,44,45,8,7,9,19,85,118,50,53,0.47,0.4,"20200418"
"2598",15,34,14,17,34,44,7,7,14,19,58,95,55,56,0.4,0.4,"20200418"
"2599",16,26,14,17,26,42,6,7,16,19,58,85,60,60,0.4,0.4,"20200418"
"2600",17,29,16,17,29,42,7,7,22,20,56,85,64,64,0.43,0.4,"20200418"
"2601",18,30,16,17,30,42,8,7,23,20,56,85,66,66,0.47,0.43,"20200418"
"2602",19,30,17,18,30,41,7,7,27,21,48,85,65,66,0.5,0.43,"20200418"
"2603",20,32,19,18,32,41,6,7,27,22,47,85,61,66,0.43,0.43,"20200418"
"2604",21,30,18,18,30,40,6,7,23,23,46,85,57,66,0.43,0.43,"20200418"
"2605",22,32,18,19,32,40,5,7,30,23,41,85,51,66,0.4,0.43,"20200418"
"2606",23,33,22,19,33,40,5,7,30,23,40,85,49,66,0.4,0.4,"20200418"
"2607",0,47,33,20,33,39,5,7,32,24,41,85,47,66,0.4,0.4,"20200419"
"2608",1,50,35,21,43,40,6,8,19,24,50,85,50,50,0.43,0.4,"20200419"
"2609",2,56,38,22,61,41,6,8,19,25,52,85,51,52,0.4,0.4,"20200419"
"2610",3,59,42,23,58,42,6,8,18,25,47,85,50,52,0.4,0.4,"20200419"
"2611",4,59,42,24,56,43,5,8,16,25,44,85,48,52,0.4,0.4,"20200419"
"2612",5,56,39,25,62,44,6,8,17,24,41,85,47,52,0.43,0.4,"20200419"
"2613",6,57,35,26,64,46,6,8,15,24,43,85,46,52,0.43,0.4,"20200419"
"2614",7,58,34,27,66,47,6,8,25,23,32,85,44,52,0.47,0.4,"20200419"
"2615",8,58,34,27,65,48,7,8,34,23,24,85,42,52,0.43,0.4,"20200419"
"2616",9,57,38,27,64,47,8,7,39,23,20,85,38,52,0.43,0.4,"20200419"
"2617",10,56,31,27,61,47,6,6,27,23,38,85,36,52,0.43,0.4,"20200419"
"2618",11,50,24,27,50,46,6,6,16,22,52,85,37,52,0.4,0.4,"20200419"
