"","hour","AQI","PM2.5","PM2.5_24h","PM10","PM10_24h","SO2","SO2_24h","NO2","NO2_24h","O3","O3_24h","O3_8h","O3_8h_24h","CO","CO_24h","date"
"1",0,50,35,39,43,46,7,5,19,18,61,81,66,73,0.63,0.73,"20200101"
"2",1,47,33,40,39,47,6,5,17,19,63,81,63,63,0.6,0.73,"20200101"
"3",2,49,34,40,37,47,6,5,16,19,61,81,62,64,0.6,0.7,"20200101"
"4",3,49,34,40,34,47,6,5,14,19,61,81,62,64,0.57,0.7,"20200101"
"5",4,34,24,39,25,47,3,5,11,19,68,81,63,65,0.57,0.7,"20200101"
"6",5,27,19,38,22,46,3,5,9,18,71,81,65,66,0.53,0.7,"20200101"
"7",6,31,22,38,20,45,3,5,11,18,64,81,64,66,0.57,0.7,"20200101"
"8",7,27,19,36,19,43,3,5,16,19,59,81,64,66,0.6,0.7,"20200101"
"9",8,24,17,34,19,42,3,5,19,19,60,81,63,67,0.57,0.7,"20200101"
"10",9,21,15,32,21,40,4,5,17,18,68,81,64,67,0.5,0.67,"20200101"
"11",10,22,13,30,22,38,3,5,16,18,71,81,65,68,0.53,0.63,"20200101"
"12",11,23,10,29,17,36,3,4,13,18,74,81,67,69,0.47,0.63,"20200101"
"13",12,26,9,27,14,34,3,4,9,18,82,82,69,70,0.43,0.63,"20200101"
"14",13,27,9,26,10,32,3,4,7,17,86,86,70,70,0.43,0.57,"20200101"
"15",14,27,11,24,13,31,3,4,8,17,87,87,73,73,0.43,0.57,"20200101"
"16",15,28,11,23,14,30,4,4,8,16,89,89,77,77,0.4,0.57,"20200101"
"17",16,27,12,22,18,29,4,4,11,16,86,90,81,81,0.43,0.57,"20200101"
"18",17,26,14,21,23,27,4,4,15,16,84,90,82,82,0.43,0.57,"20200101"
"19",18,27,16,21,27,27,4,4,23,16,79,90,84,84,0.47,0.57,"20200101"
"20",19,36,19,21,36,27,4,4,29,16,71,90,83,84,0.5,0.57,"20200101"
"21",20,37,20,20,37,27,4,4,27,16,69,90,81,84,0.5,0.53,"20200101"
"22",21,36,19,20,36,27,5,4,30,16,63,90,78,84,0.47,0.53,"20200101"
"23",22,33,19,20,33,26,6,4,36,17,57,90,75,84,0.47,0.53,"20200101"
"24",23,31,20,19,31,26,7,4,37,17,55,90,70,84,0.5,0.5,"20200101"
"25",0,27,19,18,26,25,5,4,29,18,60,90,67,84,0.47,0.5,"20200102"
"26",1,23,15,17,23,24,4,4,22,18,64,90,64,64,0.43,0.47,"20200102"
"27",2,26,18,17,24,24,4,4,23,18,57,90,61,64,0.5,0.47,"20200102"
"28",3,27,19,16,23,23,4,4,18,19,65,90,62,64,0.4,0.47,"20200102"
"29",4,26,18,16,20,23,3,4,26,19,53,90,60,64,0.4,0.47,"20200102"
"30",5,27,19,16,25,23,4,4,28,20,45,90,57,64,0.47,0.47,"20200102"
"31",6,31,22,16,26,24,4,4,35,21,37,90,53,64,0.5,0.47,"20200102"
"32",7,31,22,16,29,24,6,4,42,22,33,90,50,64,0.53,0.47,"20200102"
"33",8,36,25,16,29,24,6,4,47,23,30,90,48,64,0.63,0.47,"20200102"
"34",9,36,25,17,36,25,7,4,40,24,40,90,45,64,0.63,0.47,"20200102"
"35",10,41,27,18,41,26,12,5,45,25,37,90,42,64,0.67,0.47,"20200102"
"36",11,36,24,18,36,26,8,5,37,26,51,90,40,64,0.57,0.5,"20200102"
"37",12,32,20,19,32,27,7,5,25,27,66,90,42,64,0.57,0.5,"20200102"
"38",13,32,19,19,32,28,6,5,19,28,79,90,46,64,0.5,0.5,"20200102"
"39",14,29,16,19,29,29,5,6,14,28,89,90,53,64,0.47,0.5,"20200102"
"40",15,34,18,19,34,29,6,6,27,28,85,96,59,64,0.53,0.5,"20200102"
"41",16,41,19,20,41,30,5,6,14,29,111,111,70,70,0.4,0.5,"20200102"
"42",17,37,15,20,37,31,4,6,15,29,105,115,78,78,0.37,0.5,"20200102"
"43",18,30,15,20,25,31,4,6,19,28,95,115,85,85,0.43,0.5,"20200102"
"44",19,37,16,20,37,31,4,6,22,28,91,115,90,90,0.5,0.5,"20200102"
"45",20,26,16,19,26,31,6,6,20,28,83,115,92,92,0.43,0.5,"20200102"
"46",21,26,18,19,26,30,6,6,27,28,73,115,91,93,0.43,0.5,"20200102"
"47",22,34,21,19,34,30,6,6,37,28,59,115,88,93,0.47,0.5,"20200102"
"48",23,46,24,19,46,31,5,6,46,28,47,115,83,93,0.5,0.47,"20200102"
"49",0,50,26,20,50,32,6,6,52,29,40,115,74,93,0.47,0.47,"20200103"
"50",1,49,29,21,49,33,8,6,68,31,25,115,25,25,0.57,0.47,"20200103"
"51",2,54,38,21,57,34,10,6,70,33,19,115,22,25,0.6,0.5,"20200103"
"52",3,56,40,22,59,36,6,6,56,34,22,115,22,25,0.57,0.5,"20200103"
"53",4,59,42,23,54,37,11,6,63,36,19,115,21,25,0.6,0.5,"20200103"
"54",5,63,45,24,58,39,10,6,58,38,19,115,21,25,0.6,0.5,"20200103"
"55",6,78,57,26,58,40,11,7,54,38,20,115,21,25,0.67,0.5,"20200103"
"56",7,86,64,27,59,41,11,7,48,38,19,115,20,25,0.7,0.53,"20200103"
"57",8,83,61,29,57,42,12,7,46,38,24,115,21,25,0.77,0.53,"20200103"
"58",9,90,67,31,64,44,17,8,47,39,25,115,21,25,0.87,0.53,"20200103"
"59",10,90,67,32,71,45,14,8,55,39,30,115,22,25,0.83,0.57,"20200103"
"60",11,68,49,33,59,46,11,8,47,39,50,115,26,26,0.7,0.57,"20200103"
"61",12,46,31,34,46,46,8,8,30,40,68,115,32,32,0.57,0.57,"20200103"
"62",13,45,29,34,45,47,6,8,28,40,79,115,39,39,0.47,0.57,"20200103"
"63",14,51,27,35,52,48,8,8,26,41,92,115,49,49,0.53,0.57,"20200103"
"64",15,55,27,35,59,49,6,8,14,40,125,125,62,62,0.43,0.57,"20200103"
"65",16,43,20,35,43,49,6,8,18,40,118,127,74,74,1.03,0.6,"20200103"
"66",17,35,12,35,35,49,4,8,15,40,107,128,84,84,0.4,0.6,"20200103"
"67",18,30,12,35,27,49,4,8,21,40,95,128,92,92,0.47,0.6,"20200103"
"68",19,28,11,34,28,49,4,8,26,40,81,128,96,96,0.5,0.6,"20200103"
"69",20,25,13,35,25,48,6,8,24,40,79,128,97,97,0.43,0.6,"20200103"
"70",21,26,15,35,26,48,8,8,23,40,75,128,97,98,0.4,0.6,"20200103"
"71",22,26,18,35,26,48,8,8,26,40,67,128,93,98,0.43,0.6,"20200103"
"72",23,27,17,34,27,47,8,8,26,39,65,128,86,98,0.43,0.6,"20200103"
"73",0,25,17,34,25,46,7,8,25,38,61,128,79,98,0.4,0.6,"20200104"
"74",1,24,16,33,24,45,6,8,21,36,58,128,58,58,0.4,0.57,"20200104"
"75",2,32,22,33,32,44,6,8,46,35,35,128,46,58,0.47,0.57,"20200104"
"76",3,46,27,32,46,44,6,8,60,35,20,128,38,58,0.57,0.57,"20200104"
"77",4,51,30,32,51,43,6,8,58,35,18,128,33,58,0.5,0.53,"20200104"
"78",5,49,31,31,49,43,8,8,59,35,18,128,30,58,0.53,0.53,"20200104"
"79",6,51,36,30,47,42,11,8,54,35,19,128,28,58,0.57,0.53,"20200104"
"80",7,56,40,29,44,42,10,8,50,35,18,128,27,58,0.53,0.53,"20200104"
"81",8,61,44,28,48,42,11,8,47,35,22,128,26,58,0.6,0.53,"20200104"
"82",9,70,51,27,57,41,14,8,49,35,24,128,22,58,0.7,0.53,"20200104"
"83",10,76,56,27,60,41,14,7,56,35,30,128,21,58,0.73,0.53,"20200104"
"84",11,69,50,27,60,41,12,8,51,35,43,128,24,58,0.67,0.53,"20200104"
"85",12,66,48,28,61,42,14,8,39,36,66,128,30,58,0.57,0.53,"20200104"
"86",13,63,45,29,54,42,11,8,29,36,87,128,39,58,0.57,0.53,"20200104"
"87",14,51,36,29,49,42,7,8,17,36,107,129,50,59,0.5,0.53,"20200104"
"88",15,50,35,29,46,42,7,8,19,36,114,125,61,65,0.47,0.53,"20200104"
"89",16,50,35,30,50,42,6,8,20,36,114,121,73,74,0.47,0.53,"20200104"
"90",17,41,27,30,41,42,5,8,14,36,113,121,84,84,0.47,0.53,"20200104"
"91",18,36,23,31,36,42,5,9,24,36,93,121,92,92,0.53,0.53,"20200104"
"92",19,28,16,31,28,42,8,9,18,36,84,121,97,97,0.47,0.53,"20200104"
"93",20,30,18,32,30,42,6,9,29,36,67,121,97,98,0.5,0.53,"20200104"
"94",21,37,19,32,37,43,5,9,40,36,49,121,93,98,0.5,0.53,"20200104"
"95",22,42,20,32,42,43,5,8,38,37,48,121,85,98,0.53,0.53,"20200104"
"96",23,46,24,32,46,45,6,8,38,37,45,121,77,98,0.53,0.53,"20200104"
"97",0,42,24,32,42,45,6,8,38,38,44,121,68,98,0.53,0.53,"20200105"
"98",1,40,22,33,40,46,6,8,38,39,40,121,40,40,0.53,0.57,"20200105"
"99",2,41,28,33,41,46,7,8,37,38,38,121,39,40,0.53,0.57,"20200105"
"100",3,49,34,33,39,46,8,8,38,37,37,121,38,40,0.53,0.53,"20200105"
"101",4,46,32,33,35,45,7,8,33,36,42,121,39,41,0.5,0.53,"20200105"
"102",5,47,33,33,40,45,6,8,29,35,42,121,40,41,0.5,0.53,"20200105"
"103",6,49,34,33,37,44,5,8,29,34,39,121,40,41,0.53,0.53,"20200105"
"104",7,56,40,33,34,44,6,8,33,33,28,121,38,41,0.53,0.53,"20200105"
"105",8,63,45,33,37,44,6,8,32,33,31,121,37,41,0.57,0.53,"20200105"
"106",9,63,45,33,40,43,7,7,31,32,34,121,36,41,0.57,0.53,"20200105"
"107",10,65,47,32,42,42,8,7,44,32,29,121,35,41,0.6,0.53,"20200105"
"108",11,56,40,32,42,41,11,7,53,31,28,121,34,41,0.6,0.53,"20200105"
"109",12,50,35,32,45,41,9,7,53,32,36,121,34,41,0.67,0.53,"20200105"
"110",13,48,31,31,48,40,10,7,38,32,51,121,34,41,0.53,0.53,"20200105"
"111",14,47,31,31,47,40,8,7,28,33,76,120,39,42,0.53,0.53,"20200105"
"112",15,49,32,31,49,40,6,7,23,33,96,119,48,48,0.53,0.53,"20200105"
"113",16,47,30,30,47,40,5,7,26,34,87,113,55,55,0.53,0.53,"20200105"
"114",17,48,29,30,48,41,5,7,27,34,83,96,61,61,0.53,0.53,"20200105"
"115",18,52,27,31,53,41,5,7,39,35,68,96,66,66,0.57,0.53,"20200105"
"116",19,53,29,31,56,42,5,7,39,36,59,96,70,70,0.6,0.57,"20200105"
"117",20,51,30,31,52,43,4,7,37,36,51,96,71,71,0.6,0.57,"20200105"
"118",21,54,35,33,57,44,6,7,41,36,42,96,70,72,0.67,0.57,"20200105"
"119",22,58,41,33,62,45,6,7,48,36,34,96,65,72,0.73,0.57,"20200105"
"120",23,54,38,34,58,45,6,7,44,37,35,96,58,72,1.53,0.6,"20200105"
"121",0,54,38,34,52,46,6,7,44,37,32,96,51,72,0.67,0.6,"20200106"
"122",1,54,38,35,54,46,6,7,52,37,22,96,22,22,0.7,0.6,"20200106"
"123",2,53,37,35,53,47,5,7,47,38,23,96,23,23,0.7,0.6,"20200106"
"124",3,56,40,36,53,48,6,6,50,38,21,96,22,23,0.7,0.6,"20200106"
"125",4,65,47,36,63,49,6,6,53,39,21,96,22,23,0.73,0.63,"20200106"
"126",5,65,47,37,58,49,7,6,51,40,18,96,21,23,0.67,0.67,"20200106"
"127",6,64,46,38,59,51,7,6,48,41,20,96,21,23,0.7,0.67,"20200106"
"128",7,66,48,38,61,52,11,7,49,42,21,96,21,23,0.73,0.7,"20200106"
"129",8,70,51,38,69,53,11,7,46,42,22,96,21,23,0.87,0.7,"20200106"
"130",9,80,59,39,73,54,14,7,53,43,24,96,21,24,0.97,0.7,"20200106"
"131",10,86,64,39,80,56,15,8,63,44,26,96,21,24,0.93,0.7,"20200106"
"132",11,74,54,40,66,57,12,8,56,44,39,96,24,25,0.83,0.7,"20200106"
"133",12,63,45,40,55,57,9,8,46,44,57,96,28,28,0.73,0.7,"20200106"
"134",13,54,38,41,51,57,6,7,37,43,74,96,35,35,0.67,0.7,"20200106"
"135",14,48,31,41,48,57,7,7,38,44,77,96,42,42,0.63,0.7,"20200106"
"136",15,44,31,40,40,57,6,7,31,44,91,95,51,51,0.67,0.7,"20200106"
"137",16,41,29,40,39,57,6,8,25,44,104,105,61,61,0.63,0.7,"20200106"
"138",17,43,30,41,37,56,7,8,26,44,104,106,71,71,0.63,0.73,"20200106"
"139",18,44,31,41,34,56,6,8,34,44,97,106,80,80,0.67,0.73,"20200106"
"140",19,47,33,41,32,54,6,8,41,44,78,106,85,85,0.67,0.77,"20200106"
"141",20,41,29,41,30,53,5,8,32,44,78,106,88,88,0.7,0.77,"20200106"
"142",21,49,34,41,27,52,4,8,34,44,65,106,87,89,0.7,0.77,"20200106"
"143",22,49,34,40,27,51,4,8,40,43,55,106,84,89,0.7,0.77,"20200106"
"144",23,46,32,40,21,49,5,8,50,43,39,106,78,89,0.7,0.7,"20200106"
"145",0,46,32,40,25,48,4,7,44,43,47,106,70,89,0.7,0.7,"20200107"
"146",1,41,29,40,26,47,4,7,38,43,54,106,54,54,0.67,0.7,"20200107"
"147",2,55,39,40,30,46,3,7,38,43,51,106,52,54,0.67,0.7,"20200107"
"148",3,61,44,40,31,45,5,7,50,42,33,106,46,55,0.67,0.7,"20200107"
"149",4,69,50,40,41,44,6,7,71,43,18,106,39,55,0.7,0.7,"20200107"
"150",5,71,52,40,47,44,11,7,67,44,18,106,35,56,0.77,0.7,"20200107"
"151",6,83,61,41,55,44,14,7,63,45,20,106,32,56,0.9,0.73,"20200107"
"152",7,88,65,42,64,44,12,8,57,45,19,106,31,56,0.97,0.77,"20200107"
"153",8,88,65,42,67,44,12,8,52,45,20,106,29,56,1,0.77,"20200107"
"154",9,93,69,43,67,43,13,8,51,45,26,106,26,56,1.03,0.77,"20200107"
"155",10,94,70,43,65,43,14,7,46,44,33,106,23,57,1.07,0.77,"20200107"
"156",11,91,68,44,69,43,14,7,46,44,41,106,25,57,0.97,0.77,"20200107"
"157",12,73,53,44,58,43,14,8,44,44,50,106,28,58,0.9,0.77,"20200107"
"158",13,59,42,44,61,43,10,8,40,44,63,106,34,60,0.7,0.77,"20200107"
"159",14,60,40,44,69,44,9,8,36,44,73,106,41,63,0.67,0.77,"20200107"
"160",15,50,26,44,50,45,7,8,22,44,87,106,49,66,0.57,0.77,"20200107"
"161",16,43,18,44,43,44,6,8,21,44,83,104,57,69,0.53,0.77,"20200107"
"162",17,44,14,43,44,45,5,8,27,44,75,100,63,71,0.53,0.77,"20200107"
"163",18,51,20,43,52,46,5,8,36,44,66,91,67,73,0.57,0.73,"20200107"
"164",19,33,23,42,32,46,5,8,38,44,61,91,70,75,0.57,0.73,"20200107"
"165",20,34,24,42,29,46,5,8,31,43,61,89,71,75,0.53,0.73,"20200107"
"166",21,43,26,41,43,47,5,8,47,44,43,88,69,75,0.6,0.73,"20200107"
"167",22,49,29,41,49,48,4,8,59,45,29,88,63,75,0.7,0.73,"20200107"
"168",23,53,37,41,56,49,5,8,73,46,21,88,55,75,0.8,0.73,"20200107"
"169",0,52,33,41,53,50,6,8,66,47,18,88,47,71,0.67,0.73,"20200108"
"170",1,54,34,42,57,52,6,8,65,48,18,88,18,18,0.7,0.73,"20200108"
"171",2,60,42,42,70,54,7,8,61,49,19,88,18,19,0.73,0.73,"20200108"
"172",3,59,41,41,67,55,8,8,58,49,19,88,19,19,0.7,0.77,"20200108"
"173",4,62,39,41,73,57,8,9,62,49,19,88,19,20,0.73,0.77,"20200108"
"174",5,60,39,41,69,58,7,9,66,49,18,88,19,20,0.7,0.77,"20200108"
"175",6,58,35,39,65,58,5,8,61,48,20,88,19,20,0.73,0.73,"20200108"
"176",7,55,30,38,60,58,5,8,54,48,26,88,20,21,0.67,0.73,"20200108"
"177",8,52,16,39,54,60,4,6,50,48,28,87,19,19,0.55,0.6,"20200108"
"178",9,51,13,36,51,59,5,6,55,49,27,87,21,21,0.55,0.6,"20200108"
"179",10,51,10,33,51,59,4,5,39,48,49,87,25,25,0.45,0.55,"20200108"
"180",11,53,15,29,56,55,7,7,25,47,67,88,32,32,0.53,0.63,"20200108"
"181",12,54,14,28,57,56,6,6,16,46,88,91,42,42,0.57,0.63,"20200108"
"182",13,54,16,27,58,55,6,6,12,45,106,106,55,55,0.7,0.63,"20200108"
"183",14,55,17,26,60,55,6,6,8,44,118,118,70,70,0.77,0.63,"20200108"
"184",15,53,18,25,56,55,6,6,11,43,126,126,85,85,0.83,0.63,"20200108"
"185",16,53,16,25,55,56,6,6,10,43,132,132,95,95,0.8,0.63,"20200108"
"186",17,45,16,25,45,56,5,6,12,42,130,132,105,105,0.87,0.7,"20200108"
"187",18,55,17,25,60,56,5,6,15,41,128,132,112,112,0.87,0.73,"20200108"
"188",19,56,19,25,61,57,5,6,16,40,117,132,118,118,0.9,0.73,"20200108"
"189",20,59,20,25,68,58,5,6,18,39,111,132,121,121,0.93,0.73,"20200108"
"190",21,63,20,25,75,60,5,6,18,38,110,132,121,121,0.9,0.73,"20200108"
"191",22,59,21,24,68,61,5,6,18,37,107,132,120,121,1.87,0.77,"20200108"
"192",23,57,24,24,63,61,5,6,15,34,106,132,118,121,1.87,0.83,"20200108"
"193",0,54,25,24,57,61,6,6,15,32,102,132,114,121,0.97,0.83,"20200109"
"194",1,51,25,23,51,61,5,6,13,30,100,132,100,100,0.9,0.87,"20200109"
"195",2,48,26,23,48,60,5,6,11,27,103,132,102,102,0.83,0.9,"20200109"
"196",3,49,29,22,49,59,5,6,8,25,105,132,103,103,0.8,0.9,"20200109"
"197",4,45,29,21,45,58,5,6,8,23,101,132,102,103,0.8,0.9,"20200109"
"198",5,42,28,21,42,57,5,6,9,20,100,132,102,103,0.8,0.9,"20200109"
"199",6,41,27,21,41,55,4,6,8,18,101,132,102,103,0.8,0.9,"20200109"
"200",7,41,27,21,41,55,4,6,13,16,96,132,101,103,0.83,0.9,"20200109"
"201",8,48,28,21,48,55,4,6,29,16,79,132,98,103,0.87,0.9,"20200109"
"202",9,51,28,22,52,55,4,5,22,15,84,132,96,103,0.83,0.9,"20200109"
"203",10,53,29,22,55,55,4,5,13,14,90,132,95,103,0.83,0.9,"20200109"
"204",11,56,32,23,62,55,5,5,14,14,90,132,93,103,0.83,0.93,"20200109"
"205",12,61,37,24,72,56,6,5,16,14,99,132,92,103,0.87,0.93,"20200109"
"206",13,60,35,25,70,57,6,5,15,14,106,132,93,103,0.83,0.93,"20200109"
"207",14,59,35,25,67,57,5,5,13,14,107,132,94,103,0.83,0.93,"20200109"
"208",15,60,35,26,69,57,5,5,14,14,110,132,95,103,0.9,0.93,"20200109"
"209",16,61,35,27,71,58,4,5,14,14,121,130,101,103,0.85,0.97,"20200109"
"210",17,61,36,27,71,58,5,5,15,15,124,130,106,106,0.85,0.97,"20200109"
"211",18,65,43,29,79,59,5,5,15,15,122,127,110,110,0.7,0.97,"20200109"
"212",19,69,35,29,87,59,6,5,18,15,107,127,112,112,0.6,0.9,"20200109"
"213",20,49,33,30,49,59,7,5,17,14,92,127,111,112,0.5,0.9,"20200109"
"214",21,47,33,30,42,58,6,5,19,14,83,127,108,112,0.5,0.9,"20200109"
"215",22,50,35,31,48,58,5,5,25,15,74,127,103,112,0.45,0.83,"20200109"
"216",23,55,35,31,59,58,5,5,23,15,74,127,99,112,0.47,0.77,"20200109"
"217",0,53,32,32,56,58,5,5,23,16,70,127,93,112,0.43,0.73,"20200110"
"218",1,51,33,32,51,58,5,5,25,16,68,127,68,68,0.4,0.73,"20200110"
"219",2,53,37,32,54,59,6,5,32,17,57,127,63,68,0.43,0.67,"20200110"
"220",3,60,43,33,53,58,6,5,31,18,55,127,60,68,0.43,0.67,"20200110"
"221",4,58,41,33,59,59,5,5,27,19,54,127,58,68,0.43,0.67,"20200110"
"222",5,60,43,34,57,60,6,5,36,20,44,127,56,68,0.47,0.67,"20200110"
"223",6,64,46,35,63,61,13,6,49,22,29,127,51,68,0.53,0.67,"20200110"
"224",7,69,50,36,72,62,9,6,55,23,27,127,48,68,0.53,0.67,"20200110"
"225",8,71,52,37,72,63,9,6,56,24,24,127,45,68,0.6,0.6,"20200110"
"226",9,75,55,38,75,64,14,6,62,26,28,127,40,68,0.6,0.6,"20200110"
"227",10,81,60,39,80,65,17,7,59,28,32,127,36,68,0.7,0.6,"20200110"
"228",11,71,52,40,89,66,13,7,47,30,54,127,36,68,0.63,0.57,"20200110"
"229",12,63,41,41,76,67,10,7,31,30,75,127,39,68,0.5,0.57,"20200110"
"230",13,55,38,41,59,66,8,8,32,31,82,127,44,68,0.43,0.53,"20200110"
"231",14,53,34,41,56,65,7,8,25,31,98,127,53,68,0.5,0.53,"20200110"
"232",15,55,34,40,59,65,6,8,20,32,116,129,64,69,0.5,0.53,"20200110"
"233",16,55,36,40,60,65,6,8,11,31,133,134,77,77,0.47,0.53,"20200110"
"234",17,54,32,40,57,64,5,8,13,31,116,133,88,88,0.43,0.5,"20200110"
"235",18,48,26,40,48,62,4,8,17,32,103,133,97,97,0.43,0.47,"20200110"
"236",19,45,28,39,45,61,4,8,25,32,83,133,101,101,0.47,0.47,"20200110"
"237",20,50,28,39,50,61,4,8,25,32,75,133,101,101,0.47,0.47,"20200110"
"238",21,47,27,39,47,61,5,7,20,32,77,133,100,101,0.47,0.47,"20200110"
"239",22,42,28,39,42,60,4,7,19,32,80,133,98,101,0.47,0.47,"20200110"
"240",23,46,30,39,46,60,4,7,17,32,73,133,93,101,0.47,0.47,"20200110"
"241",0,48,33,39,48,59,5,7,14,31,74,133,85,101,0.47,0.47,"20200111"
"242",1,52,31,39,53,59,6,7,14,31,71,133,71,71,0.5,0.47,"20200111"
"243",2,55,33,39,60,59,7,7,13,30,68,133,70,71,0.5,0.47,"20200111"
"244",3,56,34,38,62,60,6,7,12,29,65,133,68,71,0.5,0.47,"20200111"
"245",4,56,34,38,62,60,6,7,10,28,65,133,67,71,0.5,0.5,"20200111"
"246",5,61,37,37,72,61,7,8,17,27,60,133,66,71,0.43,0.5,"20200111"
"247",6,59,42,37,67,61,6,7,18,26,59,133,65,71,0.43,0.5,"20200111"
"248",7,61,44,37,61,61,5,7,19,25,57,133,64,71,0.4,0.5,"20200111"
"249",8,68,49,37,62,60,7,7,26,24,53,133,62,71,0.43,0.5,"20200111"
"250",9,73,53,37,66,59,7,7,25,22,63,133,61,71,0.43,0.5,"20200111"
"251",10,71,52,37,61,59,5,6,27,21,65,133,61,71,0.47,0.5,"20200111"
"252",11,69,50,36,60,57,6,6,33,20,60,133,60,71,0.47,0.5,"20200111"
"253",12,71,52,37,65,57,5,6,35,20,57,133,59,71,0.5,0.47,"20200111"
"254",13,73,53,38,77,58,4,6,25,20,71,133,61,71,0.5,0.47,"20200111"
"255",14,66,47,38,81,59,3,5,16,20,82,133,64,71,0.47,0.47,"20200111"
"256",15,65,47,39,64,59,3,5,18,19,83,133,67,71,0.47,0.47,"20200111"
"257",16,68,49,39,63,59,3,5,25,20,84,116,70,71,0.47,0.47,"20200111"
"258",17,60,43,40,59,59,3,5,28,21,85,103,73,73,0.47,0.47,"20200111"
"259",18,60,43,40,57,60,4,5,27,21,83,89,76,76,0.5,0.5,"20200111"
"260",19,61,44,41,47,60,6,5,21,21,83,86,79,79,0.5,0.47,"20200111"
"261",20,75,55,42,54,61,7,5,21,21,74,86,81,81,0.5,0.47,"20200111"
"262",21,76,56,43,71,62,7,6,22,21,68,86,80,81,0.53,0.47,"20200111"
"263",22,68,49,44,75,63,6,6,20,21,65,86,78,81,0.5,0.47,"20200111"
"264",23,63,45,45,65,64,4,5,17,21,70,86,77,81,0.43,0.47,"20200111"
"265",0,59,42,45,57,64,4,5,13,21,69,86,75,81,0.43,0.47,"20200112"
"266",1,61,44,46,60,65,4,5,12,21,61,86,61,61,0.43,0.47,"20200112"
"267",2,63,45,46,60,65,3,5,11,21,59,86,60,62,0.43,0.47,"20200112"
"268",3,53,37,46,50,64,3,5,10,21,59,86,60,62,0.37,0.47,"20200112"
"269",4,41,29,46,33,63,3,5,11,21,45,86,56,62,0.33,0.47,"20200112"
"270",5,26,14,45,26,61,2,5,13,21,51,86,55,62,0.37,0.47,"20200112"
"271",6,19,11,44,19,59,3,5,16,20,45,86,53,62,0.43,0.47,"20200112"
"272",7,20,14,43,17,57,3,5,19,20,36,86,51,62,0.73,0.47,"20200112"
"273",8,24,17,41,21,55,3,4,24,20,31,86,48,62,0.9,0.47,"20200112"
"274",9,25,16,40,25,53,4,4,24,20,30,86,44,62,0.9,0.5,"20200112"
"275",10,23,12,38,23,52,5,4,22,20,37,86,41,62,0.83,0.53,"20200112"
"276",11,24,11,36,24,50,4,4,18,20,43,86,39,62,0.83,0.53,"20200112"
"277",12,20,11,35,20,48,4,4,17,19,45,86,39,62,0.8,0.53,"20200112"
"278",13,23,14,33,23,46,4,4,22,18,39,86,38,62,0.73,0.53,"20200112"
"279",14,35,14,32,35,44,3,4,23,19,38,86,37,62,0.73,0.53,"20200112"
"280",15,32,16,30,32,42,3,4,26,19,34,86,37,62,0.73,0.57,"20200112"
"281",16,36,16,29,36,41,3,4,27,19,32,85,37,62,0.7,0.6,"20200112"
"282",17,41,15,28,41,40,4,4,29,19,30,85,37,62,0.7,0.63,"20200112"
"283",18,38,15,27,38,40,4,4,35,20,26,83,36,62,0.67,0.63,"20200112"
"284",19,38,15,26,38,39,3,4,39,20,23,74,33,62,0.67,0.63,"20200112"
"285",20,38,14,24,38,38,4,4,38,21,26,71,31,62,0.67,0.63,"20200112"
"286",21,35,13,22,35,37,4,4,37,22,29,71,30,62,0.63,0.63,"20200112"
"287",22,32,13,21,32,35,4,3,30,22,39,71,30,62,0.6,0.63,"20200112"
"288",23,30,14,19,30,34,6,4,30,23,41,69,31,62,0.57,0.63,"20200112"
"289",0,30,15,18,30,33,6,4,24,23,51,62,33,48,0.57,0.63,"20200113"
"290",1,30,16,17,30,31,5,4,21,24,57,60,57,57,0.57,0.63,"20200113"
"291",2,29,17,16,29,30,4,4,15,24,70,70,63,63,0.5,0.63,"20200113"
"292",3,27,15,15,27,29,5,4,11,24,78,78,68,68,0.43,0.63,"20200113"
"293",4,25,14,14,25,29,5,4,9,24,78,79,71,71,0.43,0.63,"20200113"
"294",5,26,14,14,23,29,3,4,8,23,82,82,73,73,0.5,0.67,"20200113"
"295",6,24,15,14,22,29,3,4,10,23,78,82,74,74,0.5,0.67,"20200113"
"296",7,23,14,14,21,29,3,4,12,23,75,82,74,74,0.37,0.63,"20200113"
"297",8,23,14,14,23,29,3,4,18,22,72,82,74,74,0.37,0.6,"20200113"
"298",9,24,15,14,24,29,3,4,19,22,71,82,76,76,0.37,0.6,"20200113"
"299",10,29,18,15,29,30,5,4,17,22,77,82,77,77,0.5,0.57,"20200113"
"300",11,31,22,15,29,30,5,4,14,22,83,83,77,77,0.55,0.57,"20200113"
"301",12,43,27,16,43,31,5,4,15,22,94,94,79,79,0.55,0.53,"20200113"
"302",13,52,31,16,54,32,5,4,13,21,106,106,82,82,0.6,0.53,"20200113"
"303",14,52,35,17,53,33,5,4,9,21,125,125,88,88,0.5,0.5,"20200113"
"304",15,53,37,18,51,33,5,4,8,20,131,131,95,95,0.5,0.47,"20200113"
"305",16,53,37,19,52,34,5,4,7,19,128,131,102,102,0.53,0.47,"20200113"
"306",17,50,35,20,47,34,5,4,10,18,116,131,107,107,0.5,0.47,"20200113"
"307",18,51,36,21,47,35,5,4,13,18,107,131,111,111,0.53,0.47,"20200113"
"308",19,50,35,21,50,35,5,4,16,17,99,131,114,114,0.53,0.47,"20200113"
"309",20,51,36,22,49,36,5,4,19,16,92,131,113,114,0.53,0.47,"20200113"
