"","hour","AQI","PM2.5","PM2.5_24h","PM10","PM10_24h","SO2","SO2_24h","NO2","NO2_24h","O3","O3_24h","O3_8h","O3_8h_24h","CO","CO_24h","date"
"1",0,35,16,16,35,34,7,5,27,16,66,99,79,91,0.5,0.37,"20210101"
"2",1,31,16,17,31,35,5,5,15,13,69,82,69,69,0.4,0.4,"20210101"
"3",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20210101"
"4",3,26,16,17,26,33,5,5,10,13,73,82,71,73,0.43,0.4,"20210101"
"5",4,27,17,17,27,32,5,5,10,13,71,82,72,74,0.4,0.42,"20210101"
"6",7,28,18,17,28,32,5,5,18,13,60,82,69,74,0.4,0.4,"20210101"
"7",8,28,18,17,28,33,5,5,24,13,56,82,68,74,0.42,0.4,"20210101"
"8",9,28,18,17,28,33,5,5,19,14,60,82,66,74,0.42,0.4,"20210101"
"9",10,28,17,17,28,32,5,5,20,14,63,82,65,74,0.4,0.4,"20210101"
"10",11,30,18,18,30,33,5,5,16,15,69,86,65,74,0.42,0.4,"20210101"
"11",12,31,19,18,31,33,5,5,12,15,76,89,65,74,0.4,0.4,"20210101"
"12",13,32,19,18,32,33,5,5,9,15,83,93,67,76,0.42,0.4,"20210101"
"13",15,37,23,18,37,34,6,5,12,15,90,94,73,79,0.44,0.4,"20210101"
"14",16,40,24,18,40,34,6,5,16,15,87,94,77,81,0.46,0.4,"20210101"
"15",17,44,27,19,44,34,5,5,22,15,89,96,80,83,0.47,0.4,"20210101"
"16",18,51,31,19,51,34,6,5,30,16,79,96,82,85,0.48,0.4,"20210101"
"17",19,51,34,20,52,35,6,5,32,17,68,96,83,85,0.54,0.4,"20210101"
"18",20,54,37,21,57,35,7,6,28,17,66,96,81,86,0.54,0.42,"20210101"
"19",21,58,41,22,60,36,9,6,33,18,57,96,78,86,0.58,0.42,"20210101"
"20",22,53,37,23,54,36,7,6,31,18,53,96,74,86,0.54,0.42,"20210101"
"21",23,54,38,23,52,37,7,6,35,19,47,96,69,86,0.6,0.46,"20210101"
"22",0,54,38,24,49,37,8,6,37,20,42,96,63,85,0.6,0.48,"20210102"
"23",1,55,39,25,46,38,9,6,39,21,38,96,38,38,0.58,0.48,"20210102"
"24",2,55,39,26,48,39,7,6,38,22,37,96,37,39,0.58,0.48,"20210102"
"25",3,53,37,27,48,40,6,6,30,23,43,96,39,41,0.54,0.5,"20210102"
"26",4,47,33,28,44,41,5,6,29,23,44,96,40,42,0.5,0.5,"20210102"
"27",5,43,30,28,39,41,5,6,23,24,49,96,42,43,0.52,0.5,"20210102"
"28",6,46,32,29,38,42,7,6,28,25,39,96,42,43,0.54,0.5,"20210102"
"29",7,51,36,29,44,42,10,6,42,26,29,96,40,43,0.6,0.5,"20210102"
"30",8,50,33,30,50,43,9,7,47,27,22,96,38,43,0.6,0.5,"20210102"
"31",9,53,37,31,52,44,11,7,45,28,26,96,36,43,0.66,0.5,"20210102"
"32",10,52,35,32,53,45,10,7,40,29,34,96,36,43,0.66,0.5,"20210102"
"33",11,55,34,32,59,47,13,7,36,29,48,96,37,43,0.62,0.54,"20210102"
"34",12,53,30,33,56,48,12,8,30,30,60,96,39,44,0.58,0.54,"20210102"
"35",13,50,25,33,50,48,10,8,21,31,74,96,42,45,0.54,0.54,"20210102"
"36",14,48,25,33,48,49,8,8,16,31,89,96,48,49,0.5,0.56,"20210102"
"37",15,49,27,34,49,49,7,8,15,31,102,102,57,57,0.5,0.58,"20210102"
"38",16,52,26,34,53,50,7,8,18,31,100,102,67,67,0.46,0.58,"20210102"
"39",17,52,27,33,53,50,7,8,23,31,90,102,75,75,0.5,0.58,"20210102"
"40",18,56,29,33,61,51,8,8,31,31,79,102,81,81,0.58,0.58,"20210102"
"41",19,58,33,33,66,51,9,8,35,31,67,102,83,83,0.56,0.58,"20210102"
"42",20,55,28,33,60,51,9,9,36,31,61,102,83,84,0.56,0.58,"20210102"
"43",21,53,26,32,56,53,8,8,37,30,56,102,80,84,0.52,0.56,"20210102"
"44",22,54,29,32,58,51,7,8,44,32,46,102,75,84,0.6,0.58,"20210102"
"45",23,50,27,31,50,51,7,8,41,32,50,102,68,84,0.56,0.58,"20210102"
"46",0,39,23,31,39,51,5,8,28,32,58,102,63,84,0.48,0.58,"20210103"
"47",1,36,22,30,36,51,5,8,18,31,67,102,67,67,0.46,0.56,"20210103"
"48",2,33,20,29,33,50,4,8,18,30,64,102,66,68,0.46,0.54,"20210103"
"49",3,31,19,29,31,49,4,8,22,30,57,102,63,68,0.46,0.54,"20210103"
"50",4,31,22,28,31,48,6,8,27,30,54,102,61,68,0.48,0.54,"20210103"
"51",5,38,26,28,38,49,7,8,38,31,39,102,57,68,0.52,0.54,"20210103"
"52",6,43,30,28,42,49,8,8,46,32,33,102,52,68,0.54,0.54,"20210103"
"53",7,47,33,28,41,48,9,8,52,32,24,102,48,68,0.6,0.54,"20210103"
"54",8,54,38,28,55,49,8,8,56,32,24,102,45,68,0.72,0.54,"20210103"
"55",9,55,37,28,60,49,10,8,49,33,27,102,40,68,0.72,0.54,"20210103"
"56",10,53,35,28,56,49,9,8,39,32,43,102,38,68,0.66,0.54,"20210103"
"57",11,47,27,28,47,49,7,7,23,32,67,102,39,68,0.58,0.54,"20210103"
"58",12,44,24,27,44,48,7,7,15,31,81,103,42,68,0.54,0.54,"20210103"
"59",13,43,24,28,43,48,6,7,13,31,92,105,49,68,0.54,0.54,"20210103"
"60",14,44,24,28,44,48,7,7,15,31,99,107,57,70,0.52,0.54,"20210103"
"61",15,48,26,27,48,48,7,7,12,31,108,110,68,73,0.5,0.54,"20210103"
"62",16,49,25,27,49,47,6,7,15,31,107,111,78,80,0.5,0.54,"20210103"
"63",17,50,23,27,50,47,5,7,17,30,103,111,87,88,0.52,0.54,"20210103"
"64",18,52,24,27,54,47,6,7,25,30,91,111,93,93,0.54,0.54,"20210103"
"65",19,54,27,27,58,47,6,7,29,30,79,111,95,95,0.58,0.54,"20210103"
"66",20,55,29,27,59,47,7,7,27,29,72,111,94,96,0.58,0.54,"20210103"
"67",21,55,28,27,59,47,8,7,27,29,68,111,91,96,0.6,0.54,"20210103"
"68",22,57,32,27,63,47,8,7,32,29,55,111,85,96,0.62,0.54,"20210103"
"69",23,55,31,27,59,47,7,7,34,28,52,111,78,96,0.62,0.54,"20210103"
"70",0,55,34,28,60,48,8,7,42,29,41,111,70,96,0.66,0.56,"20210104"
"71",1,56,37,28,62,49,9,7,43,30,33,111,33,33,0.68,0.58,"20210104"
"72",2,55,36,29,60,50,7,7,38,31,34,111,34,35,0.64,0.6,"20210104"
"73",3,52,34,29,54,52,6,7,39,31,31,111,33,36,0.6,0.6,"20210104"
"74",4,52,35,30,54,53,5,7,40,32,32,111,32,36,0.6,0.6,"20210104"
"75",5,51,34,30,51,53,5,7,43,32,27,111,31,36,0.6,0.6,"20210104"
"76",6,53,37,31,53,53,8,7,47,32,22,111,30,36,0.64,0.6,"20210104"
"77",7,53,37,31,56,54,9,7,50,32,20,111,28,36,0.7,0.62,"20210104"
"78",8,55,39,31,54,54,8,7,51,32,18,111,27,36,0.78,0.62,"20210104"
"79",9,60,43,31,61,54,10,7,56,32,21,111,26,36,0.86,0.62,"20210104"
"80",10,58,35,31,65,54,8,7,43,33,41,111,26,37,0.68,0.62,"20210104"
"81",11,47,24,31,47,54,6,7,26,33,70,111,32,39,0.58,0.62,"20210104"
"82",12,36,17,31,36,54,4,7,16,33,84,111,38,43,0.5,0.62,"20210104"
"83",13,32,16,30,32,54,5,7,12,33,89,111,46,49,0.5,0.62,"20210104"
"84",14,38,19,30,38,53,6,7,11,32,100,109,55,56,0.48,0.62,"20210104"
"85",15,44,21,30,44,53,6,7,12,32,109,111,67,67,0.48,0.62,"20210104"
"86",16,46,21,30,46,53,5,7,15,33,114,116,79,79,0.48,0.62,"20210104"
"87",17,49,21,30,49,53,7,7,22,33,101,116,88,88,0.5,0.62,"20210104"
"88",18,54,25,30,58,53,8,7,32,33,83,116,94,94,0.58,0.62,"20210104"
"89",19,59,29,30,68,54,9,7,41,33,65,116,93,95,0.62,0.62,"20210104"
"90",20,63,31,30,76,55,9,7,50,34,45,116,88,95,0.62,0.6,"20210104"
"91",21,61,30,30,72,55,9,7,47,35,40,116,82,95,0.58,0.6,"20210104"
"92",22,60,31,30,70,55,8,7,51,36,33,116,74,95,0.6,0.6,"20210104"
"93",23,59,31,30,68,55,7,7,53,37,30,116,64,95,0.62,0.6,"20210104"
"94",0,59,33,30,67,56,7,7,57,37,22,116,52,95,0.64,0.6,"20210105"
"95",1,58,33,30,65,56,6,7,55,38,21,116,21,21,0.62,0.6,"20210105"
"96",2,57,35,30,64,56,6,7,58,39,18,116,20,22,0.64,0.6,"20210105"
"97",3,59,36,30,67,57,8,7,56,40,19,116,19,23,0.6,0.62,"20210105"
"98",4,60,38,30,70,57,14,7,58,40,17,116,19,23,0.58,0.6,"20210105"
"99",5,58,36,30,66,58,13,8,50,40,19,116,19,23,0.56,0.6,"20210105"
"100",6,54,33,30,58,58,10,8,47,40,22,116,19,23,0.58,0.6,"20210105"
"101",7,54,34,30,57,58,11,8,52,40,20,116,19,23,0.64,0.6,"20210105"
"102",8,55,36,29,59,58,10,8,56,41,17,116,19,23,0.74,0.6,"20210105"
"103",9,60,39,29,70,59,14,8,56,41,17,116,18,23,0.82,0.6,"20210105"
"104",10,65,44,30,80,59,17,8,56,41,20,116,19,23,0.76,0.6,"20210105"
"105",11,67,47,31,84,61,18,9,56,42,28,116,20,23,0.74,0.62,"20210105"
"106",12,58,33,31,65,62,10,9,41,44,47,116,24,25,0.68,0.62,"20210105"
"107",13,42,24,32,42,63,4,9,20,44,68,116,30,30,0.54,0.62,"20210105"
"108",14,29,19,32,29,63,4,9,22,44,66,116,35,35,0.48,0.6,"20210105"
"109",15,37,24,32,37,62,5,9,29,45,63,114,41,41,0.52,0.6,"20210105"
"110",16,55,39,33,56,62,8,9,39,46,55,101,46,46,0.56,0.6,"20210105"
"111",17,55,33,33,59,63,7,9,37,47,56,83,50,50,0.57,0.6,"20210105"
"112",18,54,32,34,57,63,6,9,41,47,47,72,54,54,0.56,0.6,"20210105"
"113",19,55,33,34,60,63,5,9,38,47,41,70,55,55,0.6,0.6,"20210105"
"114",20,52,28,33,53,62,5,9,30,46,46,70,55,56,0.56,0.6,"20210105"
"115",21,46,28,33,46,61,5,9,26,45,49,70,53,56,0.52,0.6,"20210105"
"116",22,45,28,33,45,59,5,9,21,44,57,70,51,56,0.46,0.6,"20210105"
"117",23,39,24,33,39,58,5,9,18,42,61,71,51,56,0.46,0.58,"20210105"
"118",0,37,25,33,37,57,6,8,19,41,59,71,52,56,0.46,0.58,"20210106"
"119",1,39,27,32,38,56,7,8,18,39,60,71,60,60,0.46,0.58,"20210106"
"120",2,34,23,32,34,55,5,8,14,37,63,71,62,62,0.46,0.56,"20210106"
"121",3,34,22,31,34,53,5,8,11,36,70,74,65,65,0.46,0.56,"20210106"
"122",4,32,22,30,32,52,4,8,10,34,70,74,66,67,0.46,0.56,"20210106"
"123",5,31,22,30,31,50,4,7,9,32,68,74,66,68,0.46,0.56,"20210106"
"124",6,33,23,29,30,49,3,7,10,30,64,74,66,68,0.46,0.56,"20210106"
"125",7,34,24,29,31,48,3,7,18,29,54,74,64,68,0.48,0.56,"20210106"
"126",8,34,24,29,33,47,4,7,27,28,46,74,62,68,0.56,0.56,"20210106"
"127",9,37,26,28,37,45,4,6,24,27,52,74,61,68,0.58,0.56,"20210106"
"128",10,38,25,27,38,44,4,6,21,25,59,74,60,68,0.56,0.54,"20210106"
"129",11,35,23,26,35,41,4,5,19,24,69,76,60,68,0.5,0.5,"20210106"
"130",12,34,22,26,34,40,4,5,16,22,75,78,61,68,0.48,0.48,"20210106"
"131",13,34,23,26,34,40,4,5,14,22,82,82,62,68,0.48,0.48,"20210106"
"132",14,32,22,26,32,40,4,5,14,22,89,89,66,68,0.5,0.48,"20210106"
"133",15,31,18,26,31,40,4,5,13,21,94,95,71,71,0.45,0.5,"20210106"
"134",16,32,16,25,32,39,5,5,20,20,80,95,75,75,0.5,0.5,"20210106"
"135",17,38,17,24,38,38,5,4,27,20,67,95,77,77,0.5,0.48,"20210106"
"136",18,51,23,24,51,38,7,4,40,20,54,95,76,77,0.54,0.48,"20210106"
"137",19,55,26,23,59,38,8,5,40,20,51,95,74,77,0.56,0.48,"20210106"
"138",20,53,23,23,55,38,6,5,30,20,56,95,72,77,0.54,0.48,"20210106"
"139",21,46,21,23,46,38,5,5,19,20,66,95,70,77,0.46,0.48,"20210106"
"140",22,39,20,22,39,38,6,5,23,20,60,95,66,77,0.48,0.48,"20210106"
"141",23,39,21,22,39,38,7,5,23,20,59,95,62,77,0.44,0.48,"20210106"
"142",0,39,22,22,39,38,7,5,27,20,54,95,58,77,0.52,0.48,"20210107"
"143",1,44,24,22,44,38,8,5,28,21,49,95,49,49,0.52,0.48,"20210107"
"144",2,43,22,22,43,38,8,5,27,21,49,95,49,50,0.52,0.5,"20210107"
"145",3,41,22,22,41,39,9,5,22,22,52,95,50,51,0.52,0.5,"20210107"
"146",4,45,28,22,45,39,9,6,21,22,53,95,51,51,0.52,0.54,"20210107"
"147",5,50,35,23,50,40,9,6,23,23,46,95,50,51,0.52,0.54,"20210107"
"148",6,54,38,23,52,41,9,6,23,23,48,95,49,52,0.52,0.54,"20210107"
"149",7,58,41,24,56,42,9,6,23,23,43,95,49,52,0.52,0.54,"20210107"
"150",8,66,48,25,60,43,9,6,26,24,37,95,47,52,0.58,0.54,"20210107"
"151",9,73,53,26,63,44,7,6,22,23,44,95,46,52,0.62,0.52,"20210107"
"152",10,54,38,27,55,45,5,7,22,24,47,95,46,52,0.62,0.52,"20210107"
"153",11,46,25,27,46,45,5,7,20,23,51,95,46,52,0.64,0.52,"20210107"
"154",12,43,23,27,43,46,4,7,19,24,50,95,46,52,0.62,0.52,"20210107"
"155",13,40,23,27,40,46,4,6,20,24,50,95,46,52,0.63,0.52,"20210107"
"156",14,43,24,27,43,46,5,7,24,24,42,94,45,52,0.63,0.52,"20210107"
"157",16,48,30,28,48,48,5,7,34,26,32,72,45,52,0.65,0.52,"20210107"
"158",17,54,36,29,57,48,5,7,39,26,30,67,43,52,0.7,0.52,"20210107"
"159",18,54,33,29,58,49,5,6,43,26,26,67,40,52,0.63,0.54,"20210107"
"160",19,51,32,29,51,48,5,6,42,26,24,67,36,52,0.63,0.54,"20210107"
"161",20,48,33,30,48,48,6,6,41,27,23,67,33,52,0.63,0.56,"20210107"
"162",21,41,29,30,38,48,5,6,38,28,24,61,29,52,0.64,0.56,"20210107"
"163",22,39,27,31,34,47,5,6,36,28,22,60,27,52,0.64,0.6,"20210107"
"164",23,39,27,31,32,47,6,6,34,29,20,56,25,52,0.62,0.6,"20210107"
"165",0,34,24,31,27,47,6,6,31,29,24,55,24,48,0.62,0.6,"20210108"
"166",1,34,24,31,26,46,7,6,32,29,21,55,21,21,0.62,0.6,"20210108"
"167",2,33,23,31,23,45,6,6,29,29,27,51,27,27,0.57,0.6,"20210108"
"168",3,33,23,31,25,44,7,6,27,29,26,54,24,24,0.58,0.6,"20210108"
"169",4,33,23,31,24,43,7,6,25,29,28,52,25,25,0.58,0.6,"20210108"
"170",5,29,20,30,21,42,7,6,22,29,30,52,26,26,0.58,0.62,"20210108"
"171",6,26,18,29,19,40,6,6,19,29,36,52,27,27,0.58,0.62,"20210108"
"172",7,36,25,29,25,39,8,6,21,29,37,52,29,29,0.56,0.62,"20210108"
"173",8,34,24,28,25,37,7,6,21,29,40,52,30,30,0.56,0.62,"20210108"
"174",9,34,24,26,25,36,6,6,19,28,42,52,33,33,0.58,0.6,"20210108"
"175",10,33,23,26,26,35,5,6,18,29,43,52,35,35,0.54,0.6,"20210108"
"176",11,30,21,26,26,34,4,6,14,28,52,54,39,39,0.54,0.6,"20210108"
"177",12,26,18,25,23,33,4,6,11,28,55,55,42,42,0.54,0.58,"20210108"
"178",13,29,20,25,26,32,4,6,10,27,60,60,46,46,0.56,0.58,"20210108"
"179",14,30,21,25,25,32,4,6,10,27,61,62,49,49,0.56,0.58,"20210108"
"180",15,33,23,25,28,31,4,6,13,26,58,63,52,52,0.57,0.58,"20210108"
"181",16,31,22,25,28,30,4,6,15,26,54,63,54,54,0.6,0.58,"20210108"
"182",17,33,22,24,33,30,5,6,17,25,52,63,55,55,0.55,0.58,"20210108"
"183",18,37,26,24,35,29,4,6,22,24,47,63,55,56,0.58,0.58,"20210108"
"184",19,46,32,24,40,28,5,6,26,23,44,63,54,56,0.6,0.58,"20210108"
"185",20,59,42,24,46,28,5,6,33,23,38,63,52,56,0.66,0.58,"20210108"
"186",21,46,31,24,46,29,5,6,26,22,41,63,49,56,0.54,0.58,"20210108"
"187",22,40,28,24,37,29,5,6,22,22,44,63,47,56,0.5,0.58,"20210108"
"188",23,39,27,24,35,29,5,6,20,21,48,63,46,56,0.48,0.58,"20210108"
"189",0,37,26,25,34,29,5,6,16,20,51,63,46,56,0.5,0.58,"20210109"
"190",1,39,27,25,34,30,6,5,14,20,53,63,53,53,0.46,0.56,"20210109"
"191",2,37,26,28,36,35,5,5,13,23,65,73,63,64,0.4,0.53,"20210109"
"192",3,41,29,28,38,35,6,5,16,22,59,73,62,64,0.4,0.53,"20210109"
"193",4,40,28,28,37,35,5,5,15,22,61,73,62,64,0.4,0.53,"20210109"
"194",5,40,28,28,39,36,5,5,13,21,67,73,62,64,0.43,0.53,"20210109"
"195",6,39,27,28,37,37,5,5,12,21,66,73,63,65,0.43,0.53,"20210109"
"196",7,37,26,28,36,37,5,5,15,20,62,73,63,65,0.4,0.5,"20210109"
"197",8,35,23,28,35,37,5,5,21,20,57,73,62,65,0.4,0.5,"20210109"
"198",9,31,17,26,31,35,5,5,16,18,63,70,62,59,0.33,0.52,"20210109"
"199",10,30,16,25,30,33,5,5,14,17,58,65,57,59,0.38,0.5,"20210109"
"200",11,28,14,24,28,33,5,5,9,16,65,69,60,61,0.34,0.48,"20210109"
"201",12,27,14,24,27,33,5,5,9,16,73,75,60,61,0.32,0.48,"20210109"
"202",13,29,14,25,29,34,5,5,8,16,74,77,65,65,0.32,0.48,"20210109"
"203",14,30,15,24,30,34,5,5,8,16,80,80,65,66,0.32,0.48,"20210109"
"204",15,35,20,24,35,34,6,5,11,16,85,85,68,69,0.36,0.48,"20210109"
"205",16,49,27,24,49,35,7,5,16,16,83,86,71,71,0.42,0.46,"20210109"
"206",17,51,22,24,51,36,7,5,19,16,78,86,74,74,0.38,0.46,"20210109"
"207",18,50,19,24,50,36,7,5,22,16,72,86,76,76,0.38,0.42,"20210109"
"208",19,52,19,23,54,38,7,6,23,16,67,86,76,77,0.38,0.42,"20210109"
"209",20,52,20,22,54,38,8,6,25,16,62,86,75,77,0.38,0.42,"20210109"
"210",21,51,19,22,52,38,7,6,25,16,62,86,74,77,0.38,0.4,"20210109"
"211",22,47,18,21,47,38,8,6,26,16,58,86,71,77,0.38,0.38,"20210109"
"212",23,43,19,21,43,39,8,6,24,16,59,86,68,77,0.38,0.38,"20210109"
"213",0,39,17,21,39,39,7,6,18,16,65,86,65,77,0.38,0.38,"20210110"
"214",1,36,17,20,36,39,6,6,14,16,67,86,67,67,0.38,0.38,"20210110"
"215",2,32,17,20,32,39,5,6,11,16,65,86,67,68,0.36,0.38,"20210110"
"216",3,32,17,19,32,39,5,6,8,16,71,86,68,69,0.32,0.38,"20210110"
"217",4,32,17,19,32,39,5,6,6,15,71,86,69,70,0.32,0.38,"20210110"
"218",5,31,16,18,31,39,5,6,11,15,65,86,68,70,0.36,0.38,"20210110"
"219",6,29,16,18,29,38,5,6,14,15,61,86,67,70,0.36,0.38,"20210110"
"220",7,30,16,18,30,38,5,6,18,16,56,86,65,70,0.36,0.38,"20210110"
"221",8,30,16,18,30,38,5,6,20,16,56,86,64,70,0.36,0.38,"20210110"
"222",9,31,17,18,31,37,5,6,19,16,57,86,63,70,0.36,0.36,"20210110"
"223",10,35,17,18,35,38,5,6,15,16,61,86,62,70,0.36,0.36,"20210110"
"224",11,37,18,18,37,38,5,6,11,16,71,86,62,70,0.36,0.36,"20210110"
"225",12,39,20,18,39,38,5,6,10,16,76,87,63,71,0.36,0.36,"20210110"
"226",13,45,23,18,45,39,6,6,11,16,86,90,66,72,0.4,0.36,"20210110"
"227",14,46,24,19,46,40,6,6,11,16,88,92,69,73,0.4,0.36,"20210110"
"228",15,50,25,19,50,41,7,6,12,16,96,96,74,76,0.36,0.36,"20210110"
"229",16,51,25,19,52,41,6,6,17,16,93,96,79,79,0.38,0.36,"20210110"
"230",17,53,26,19,56,41,5,6,19,17,88,96,82,82,0.42,0.36,"20210110"
"231",18,58,33,20,65,41,7,6,28,17,74,96,84,84,0.48,0.38,"20210110"
"232",19,64,40,20,77,43,10,6,34,17,64,96,83,84,0.56,0.38,"20210110"
"233",20,65,42,21,79,44,10,6,38,18,52,96,80,84,0.88,0.4,"20210110"
"234",21,59,35,22,68,44,8,6,33,18,53,96,76,84,0.48,0.4,"20210110"
"235",22,55,34,23,59,45,8,6,33,18,52,96,71,84,0.46,0.4,"20210110"
"236",23,54,34,23,57,45,8,6,33,19,50,96,66,84,0.46,0.4,"20210110"
"237",0,50,31,24,50,46,6,6,22,19,55,96,61,84,0.42,0.4,"20210111"
"238",1,48,30,24,48,46,5,6,20,19,57,96,57,57,0.42,0.4,"20210111"
"239",2,44,29,25,44,47,5,6,18,19,59,96,58,59,0.42,0.4,"20210111"
"240",3,42,29,26,42,47,5,6,16,20,57,96,58,59,0.42,0.4,"20210111"
"241",4,42,29,26,42,48,5,6,15,20,56,96,57,59,0.42,0.42,"20210111"
"242",5,39,27,26,38,48,5,6,12,20,61,96,58,59,0.4,0.42,"20210111"
"243",6,37,26,27,37,48,5,6,12,20,61,96,59,60,0.42,0.42,"20210111"
"244",7,36,25,27,36,48,4,6,14,20,62,96,59,60,0.44,0.42,"20210111"
"245",8,31,22,28,30,48,5,6,22,20,56,96,59,60,0.5,0.42,"20210111"
"246",9,33,23,28,32,49,5,6,29,20,50,96,57,60,0.52,0.46,"20210111"
"247",10,38,25,28,38,49,6,6,35,21,41,96,55,60,0.58,0.48,"20210111"
"248",11,42,24,28,42,49,6,6,32,22,47,96,54,60,0.54,0.48,"20210111"
"249",12,39,23,28,39,49,7,6,27,23,51,96,54,60,0.5,0.48,"20210111"
"250",13,37,21,28,37,48,6,6,23,23,58,96,53,60,0.48,0.48,"20210111"
"251",14,36,21,28,36,48,5,6,24,24,59,96,53,60,0.44,0.48,"20210111"
"252",15,38,22,28,38,47,5,6,30,24,50,93,52,60,0.48,0.48,"20210111"
"253",16,42,26,29,42,47,5,6,35,28,48,90,52,64,0.4,0.43,"20210111"
"254",17,43,28,28,43,47,6,6,36,25,46,74,50,60,0.5,0.48,"20210111"
"255",18,53,37,28,52,46,7,6,41,26,42,69,51,60,0.56,0.48,"20210111"
"256",19,66,48,29,66,45,7,6,50,27,31,66,48,60,0.6,0.48,"20210111"
"257",20,76,56,30,84,46,8,6,59,28,23,66,45,60,0.6,0.46,"20210111"
"258",21,75,55,30,85,46,9,6,58,29,23,66,41,60,0.64,0.46,"20210111"
"259",22,74,54,31,84,47,11,6,57,30,23,66,36,60,0.66,0.5,"20210111"
"260",23,73,53,32,82,49,10,6,57,31,22,66,33,60,0.68,0.5,"20210111"
"261",0,66,48,33,71,49,8,6,49,32,27,66,29,59,0.62,0.52,"20210112"
"262",1,59,41,33,67,50,8,7,42,33,33,66,33,33,0.6,0.54,"20210112"
"263",2,52,29,33,54,51,8,7,29,33,44,66,39,39,0.5,0.54,"20210112"
"264",3,37,22,33,37,50,8,7,19,33,52,66,43,43,0.44,0.54,"20210112"
"265",4,35,21,32,35,50,8,7,15,33,60,67,47,47,0.44,0.54,"20210112"
"266",5,33,19,32,33,50,8,7,13,33,59,67,49,49,0.44,0.54,"20210112"
"267",6,30,17,32,30,50,7,7,18,34,57,69,51,51,0.38,0.54,"20210112"
"268",7,31,17,31,31,50,8,7,22,34,57,69,52,52,0.4,0.54,"20210112"
"269",8,30,16,31,30,49,8,7,29,34,53,68,52,52,0.44,0.54,"20210112"
"270",9,28,16,31,28,49,8,8,26,34,57,68,55,55,0.42,0.52,"20210112"
"271",10,36,16,30,36,49,8,8,20,33,65,68,57,57,0.38,0.52,"20210112"
"272",11,35,18,30,35,48,8,8,21,33,71,71,60,60,0.4,0.5,"20210112"
"273",12,37,18,30,37,48,7,8,20,33,77,76,61,61,0.33,0.48,"20210112"
"274",13,37,20,30,37,48,7,8,19,33,75,76,63,63,0.36,0.48,"20210112"
"275",14,38,20,30,38,47,7,8,16,33,86,85,67,67,0.38,0.48,"20210112"
"276",15,45,24,30,45,48,9,8,23,32,85,92,71,71,0.4,0.48,"20210112"
"277",16,52,29,30,53,48,8,8,22,32,97,99,77,77,0.38,0.48,"20210112"
"278",17,49,34,31,49,48,9,8,25,32,101,105,83,83,0.4,0.48,"20210112"
"279",18,53,35,31,56,48,10,8,25,31,115,124,92,92,0.42,0.46,"20210112"
"280",19,53,35,30,56,48,9,8,31,30,89,124,93,94,0.52,0.46,"20210112"
"281",20,53,35,29,56,47,10,8,33,29,73,124,92,95,0.52,0.46,"20210112"
"282",21,54,37,28,57,46,9,9,41,28,66,124,89,96,0.52,0.44,"20210112"
"283",22,56,38,28,62,45,7,8,51,28,51,124,84,96,0.54,0.44,"20210112"
"284",23,58,40,27,66,44,8,8,49,28,48,124,80,96,0.52,0.44,"20210112"
"285",0,59,42,27,66,44,9,8,57,28,39,124,73,96,0.56,0.44,"20210113"
"286",1,64,46,27,69,44,9,8,57,29,37,124,37,37,0.56,0.46,"20210113"
"287",2,66,48,28,70,45,9,8,49,30,37,124,37,41,0.56,0.46,"20210113"
"288",3,65,47,29,67,46,8,8,48,31,32,124,35,41,0.54,0.46,"20210113"
"289",4,66,48,30,66,47,9,8,55,32,28,124,34,41,0.56,0.46,"20210113"
"290",5,69,50,31,66,49,10,8,54,34,29,124,33,41,0.6,0.46,"20210113"
"291",6,66,48,32,67,50,11,8,56,36,25,124,32,41,0.58,0.46,"20210113"
"292",7,65,47,34,68,52,13,9,58,38,21,124,30,41,0.6,0.46,"20210113"
"293",8,63,45,35,65,53,16,9,55,39,22,124,29,41,0.7,0.48,"20210113"
"294",9,59,42,36,65,55,16,9,50,40,27,124,28,41,0.72,0.52,"20210113"
"295",10,63,44,37,75,57,16,10,52,41,36,124,28,41,0.7,0.54,"20210113"
"296",11,61,42,38,71,59,15,10,51,42,46,124,29,41,0.62,0.54,"20210113"
"297",12,57,37,39,63,60,18,11,37,43,73,124,35,41,0.5,0.54,"20210113"
"298",13,55,31,40,60,62,10,11,27,43,85,125,42,43,0.44,0.54,"20210113"
"299",14,53,27,40,56,63,7,11,25,43,90,125,49,49,0.4,0.54,"20210113"
"300",15,52,24,39,53,63,7,11,23,43,99,126,57,57,0.38,0.54,"20210113"
"301",16,52,24,39,53,62,7,11,25,44,106,129,67,67,0.42,0.54,"20210113"
"302",17,52,23,39,53,63,7,11,27,44,113,134,79,79,0.42,0.54,"20210113"
"303",18,46,20,38,46,62,5,10,26,44,108,123,89,89,0.5,0.54,"20210113"
"304",19,46,20,38,46,62,5,10,42,44,84,118,95,95,0.48,0.54,"20210113"
"305",20,53,26,37,56,62,5,10,55,45,60,118,94,96,0.56,0.54,"20210113"
"306",21,55,28,37,59,62,5,10,55,46,55,118,89,96,0.54,0.54,"20210113"
"307",22,55,26,36,60,62,6,10,45,46,61,118,85,97,0.5,0.54,"20210113"
"308",23,56,30,36,62,62,6,10,51,46,50,118,79,97,0.54,0.54,"20210113"
