"","hour","AQI","PM2.5","PM2.5_24h","PM10","PM10_24h","SO2","SO2_24h","NO2","NO2_24h","O3","O3_24h","O3_8h","O3_8h_24h","CO","CO_24h","date"
"1974",8,23,11,12,18,33,4,6,27,23,75,100,93,96,0.43,0.47,"20190324"
"1975",9,26,18,13,22,33,4,6,31,22,69,100,89,96,0.47,0.47,"20190324"
"1976",10,27,18,13,27,32,4,5,39,23,67,100,86,96,0.5,0.47,"20190324"
"1977",11,26,18,13,26,31,4,5,35,23,77,100,84,96,0.5,0.47,"20190324"
"1978",12,30,16,12,24,30,4,5,29,23,95,100,83,96,0.5,0.47,"20190324"
"1979",13,31,16,12,31,29,4,5,21,23,100,101,83,96,0.53,0.47,"20190324"
"1980",14,36,15,12,36,29,4,5,19,23,101,102,83,96,0.53,0.47,"20190324"
"1981",15,35,16,12,35,28,4,5,19,22,103,103,85,96,0.5,0.47,"20190324"
"1982",16,47,19,12,47,28,4,5,29,22,93,103,88,96,0.53,0.47,"20190324"
"1983",17,38,21,12,38,27,4,4,30,22,83,103,89,96,0.53,0.47,"20190324"
"1984",18,34,24,12,30,26,4,4,29,21,81,103,91,96,0.57,0.47,"20190324"
"1985",19,37,26,13,30,26,4,4,32,21,73,103,91,96,0.6,0.47,"20190324"
"1986",20,39,27,13,37,26,4,4,34,21,70,103,88,96,0.63,0.47,"20190324"
"1987",21,37,26,14,36,27,3,4,24,21,78,103,85,96,0.57,0.47,"20190324"
"1988",22,39,27,15,30,27,3,4,29,21,66,103,81,96,0.57,0.47,"20190324"
"1989",23,41,29,15,27,27,3,4,35,22,56,103,75,96,0.57,0.47,"20190324"
"1990",0,39,27,16,24,27,4,4,35,23,47,103,70,93,0.57,0.47,"20190325"
"1991",1,39,27,17,33,28,4,4,41,24,36,103,36,36,0.6,0.5,"20190325"
"1992",2,49,34,18,45,29,6,4,43,26,33,103,34,37,0.67,0.53,"20190325"
"1993",3,55,39,20,46,30,7,4,40,28,47,103,33,38,0.67,0.53,"20190325"
"1994",4,56,40,21,55,30,6,4,33,29,32,103,33,38,0.67,0.53,"20190325"
"1995",5,58,41,23,42,31,4,4,26,30,42,103,35,38,0.6,0.53,"20190325"
"1996",6,59,42,24,47,32,4,4,24,31,39,103,35,39,0.63,0.57,"20190325"
"1997",7,46,32,25,NA,32,4,4,31,32,31,103,35,39,0.67,0.57,"20190325"
"1998",8,44,31,26,29,33,3,4,44,32,17,103,32,39,0.8,0.6,"20190325"
"1999",9,51,36,27,32,34,4,4,52,33,6,103,29,39,0.8,0.6,"20190325"
"2000",10,39,27,27,34,34,4,4,45,34,14,103,27,39,0.77,0.6,"20190325"
"2001",11,31,22,27,26,35,4,4,43,34,25,103,26,40,0.73,0.6,"20190325"
"2002",12,39,27,28,31,35,4,4,50,35,24,103,25,40,0.8,0.6,"20190325"
"2003",13,33,23,29,20,35,5,4,46,36,41,103,24,40,0.8,0.63,"20190325"
"2004",14,33,23,29,NA,35,6,4,45,37,48,103,26,41,0.8,0.63,"20190325"
"2005",15,36,25,29,28,35,7,4,46,37,47,93,27,42,0.77,0.67,"20190325"
"2006",16,30,21,29,24,34,8,4,47,38,52,85,31,44,0.8,0.7,"20190325"
"2007",17,27,17,29,27,34,5,4,47,39,58,82,38,46,0.77,0.7,"20190325"
"2008",18,24,15,29,15,33,5,4,48,39,61,82,44,49,0.73,0.7,"20190325"
"2009",19,37,14,28,37,33,5,4,46,40,61,82,49,52,0.67,0.7,"20190325"
"2010",20,29,16,28,29,32,4,4,41,40,57,82,53,54,0.7,0.7,"20190325"
"2011",21,29,20,27,22,31,4,4,45,41,47,75,53,55,0.7,0.7,"20190325"
"2012",22,51,36,28,40,32,11,5,46,42,40,75,53,56,0.77,0.7,"20190325"
"2013",23,75,55,29,55,33,11,5,44,42,46,75,53,56,0.8,0.73,"20190325"
"2014",0,89,66,30,55,35,9,6,39,42,48,75,52,57,0.83,0.73,"20190326"
"2015",1,83,61,32,80,37,8,6,30,42,59,75,59,59,0.8,0.73,"20190326"
"2016",2,86,59,33,122,38,8,6,30,41,48,75,54,59,0.77,0.73,"20190326"
"2017",3,74,54,34,76,40,7,6,28,40,41,75,50,59,0.77,0.73,"20190326"
"2018",4,75,55,34,71,40,8,6,32,40,32,75,45,59,0.77,0.73,"20190326"
"2019",5,73,53,35,69,41,7,6,40,41,19,75,40,59,0.73,0.73,"20190326"
"2020",6,66,48,35,53,42,7,6,47,42,16,75,36,59,0.77,0.73,"20190326"
"2021",7,76,56,36,62,43,7,7,27,42,37,75,36,59,0.8,0.8,"20190326"
"2022",8,76,56,37,69,43,8,7,27,41,38,75,36,59,0.87,0.8,"20190326"
"2023",9,60,43,38,67,44,8,7,24,40,45,75,35,59,0.87,0.8,"20190326"
"2024",10,52,35,37,54,44,9,7,25,39,55,75,35,59,0.87,0.8,"20190326"
"2025",11,60,43,38,67,45,8,7,28,39,51,75,37,59,0.83,0.8,"20190326"
"2026",12,64,46,39,60,47,6,7,30,38,60,75,40,60,0.85,0.77,"20190326"
"2027",13,69,50,41,64,48,7,7,24,37,68,75,46,62,0.77,0.77,"20190326"
"2028",14,74,54,42,40,49,7,7,28,36,100,100,57,65,0.73,0.77,"20190326"
"2029",15,46,32,42,33,48,7,7,11,35,136,137,70,72,0.63,0.77,"20190326"
"2030",16,39,20,43,21,47,7,7,13,33,126,137,81,81,0.6,0.77,"20190326"
"2031",17,38,17,43,22,45,5,7,11,32,122,137,91,91,0.6,0.77,"20190326"
"2032",18,36,20,43,27,46,7,7,16,31,116,137,99,99,0.6,0.77,"20190326"
"2033",19,49,34,44,27,46,7,7,22,30,109,137,107,107,0.6,0.77,"20190326"
"2034",20,37,25,45,37,47,7,7,37,29,87,137,111,111,0.7,0.77,"20190326"
"2035",21,44,26,45,44,48,6,7,30,29,91,137,111,112,0.67,0.77,"20190326"
"2036",22,44,28,44,44,49,6,7,38,28,83,137,109,113,0.67,0.77,"20190326"
"2037",23,43,21,43,43,49,7,7,34,28,78,137,101,113,0.67,0.73,"20190326"
"2038",0,49,24,41,49,49,8,7,34,28,73,137,95,113,0.63,0.73,"20190327"
"2039",1,51,24,39,52,48,8,7,29,28,75,137,75,75,0.63,0.73,"20190327"
"2040",2,49,23,37,49,47,9,7,24,28,75,137,75,78,0.6,0.73,"20190327"
"2041",3,47,26,36,47,47,12,7,24,27,71,137,74,79,0.63,0.7,"20190327"
"2042",4,47,25,34,47,46,12,8,24,27,67,137,72,79,0.6,0.7,"20190327"
"2043",5,49,27,33,49,46,10,8,25,27,54,137,69,79,0.63,0.7,"20190327"
"2044",6,52,32,32,54,46,10,8,40,26,36,137,63,79,0.67,0.7,"20190327"
"2045",7,54,37,31,58,46,9,8,61,28,14,137,56,79,0.7,0.7,"20190327"
"2046",8,60,43,31,70,47,11,8,67,29,14,137,51,79,0.77,0.7,"20190327"
"2047",9,71,46,31,92,49,12,8,79,32,17,137,44,79,0.8,0.7,"20190327"
"2048",10,70,51,31,81,50,17,8,50,33,51,137,40,79,0.87,0.7,"20190327"
"2049",11,71,52,32,91,52,18,9,42,33,83,137,42,79,0.83,0.7,"20190327"
"2050",12,62,44,32,74,52,15,9,34,34,107,137,47,79,0.8,0.7,"20190327"
"2051",13,56,40,32,59,52,13,9,31,34,126,137,56,79,0.7,0.7,"20190327"
"2052",14,54,35,31,57,52,10,10,27,34,134,137,69,79,0.63,0.7,"20190327"
"2053",15,44,29,31,44,53,8,10,27,35,135,139,83,86,0.6,0.67,"20190327"
"2054",16,53,26,31,55,54,7,10,56,36,105,139,95,95,0.6,0.67,"20190327"
"2055",17,44,23,32,44,55,9,10,40,37,113,139,107,107,0.57,0.67,"20190327"
"2056",18,53,26,32,55,56,8,10,48,38,93,139,112,112,0.6,0.67,"20190327"
"2057",19,53,22,31,56,56,6,10,34,39,83,139,112,113,0.63,0.67,"20190327"
"2058",20,44,21,31,44,56,6,9,35,39,68,139,107,113,0.63,0.67,"20190327"
"2059",21,43,22,31,43,57,5,9,33,39,70,139,100,113,0.6,0.63,"20190327"
"2060",22,39,20,31,39,56,5,9,25,38,73,139,93,113,0.57,0.63,"20190327"
"2061",23,56,21,31,61,57,7,9,19,38,79,139,86,113,0.57,0.63,"20190327"
"2062",0,38,21,31,38,57,7,9,20,37,75,139,82,113,0.57,0.63,"20190328"
"2063",1,45,25,31,45,56,6,9,50,38,38,139,38,38,0.6,0.67,"20190328"
"2064",2,54,30,31,57,57,5,9,54,39,21,139,29,38,0.7,0.67,"20190328"
"2065",3,56,39,32,61,57,5,9,59,41,16,139,25,38,0.7,0.67,"20190328"
"2066",4,61,44,32,62,57,5,9,53,42,18,139,23,38,0.7,0.7,"20190328"
"2067",5,63,42,33,75,58,6,8,60,44,12,139,21,38,0.7,0.7,"20190328"
"2068",6,63,40,33,75,59,8,8,53,44,15,139,20,38,0.7,0.7,"20190328"
"2069",7,63,45,33,69,59,12,8,58,44,6,139,18,38,0.8,0.7,"20190328"
"2070",8,71,52,34,87,59,10,8,62,44,5,139,16,38,1,0.7,"20190328"
"2071",9,71,52,34,85,59,16,9,60,43,18,139,14,38,0.9,0.7,"20190328"
"2072",11,63,45,34,63,57,15,8,46,43,50,139,20,42,0.87,0.7,"20190328"
"2073",12,51,34,33,51,57,14,8,32,43,75,139,26,45,0.73,0.7,"20190328"
"2074",13,37,22,33,37,57,8,8,8,42,100,139,38,49,0.63,0.7,"20190328"
"2075",14,33,16,32,24,56,7,8,6,42,107,138,49,54,0.57,0.7,"20190328"
"2076",15,30,15,31,25,55,6,8,7,41,97,129,60,60,0.57,0.7,"20190328"
"2077",16,33,13,31,33,53,5,8,10,39,86,126,70,70,0.57,0.7,"20190328"
"2078",17,38,13,30,38,53,5,8,13,38,80,111,78,78,0.53,0.7,"20190328"
"2079",18,40,13,29,40,52,6,8,20,37,70,107,83,83,0.53,0.67,"20190328"
"2080",19,46,14,29,46,52,6,8,23,36,66,107,85,86,0.6,0.67,"20190328"
"2081",20,43,16,29,43,52,6,8,23,35,69,107,84,86,0.63,0.67,"20190328"
"2082",21,44,18,29,44,52,5,8,20,35,68,107,80,86,0.63,0.67,"20190328"
"2083",22,51,31,29,51,53,6,8,34,35,56,107,74,86,0.67,0.67,"20190328"
"2084",23,45,24,30,45,52,5,8,41,36,47,107,68,86,0.7,0.7,"20190328"
"2085",0,47,19,29,47,52,5,8,42,37,41,107,62,86,0.7,0.7,"20190329"
"2086",1,51,23,29,52,52,6,8,43,37,38,107,38,38,0.7,0.7,"20190329"
"2087",2,59,28,29,68,53,7,8,60,37,29,107,33,40,0.77,0.73,"20190329"
"2088",3,54,30,29,57,53,7,8,61,37,25,107,31,40,0.7,0.73,"20190329"
"2089",4,54,30,28,58,53,6,8,61,38,21,107,28,40,0.67,0.73,"20190329"
"2090",5,53,32,28,56,53,6,8,60,38,19,107,27,40,0.67,0.73,"20190329"
"2091",6,56,34,27,62,53,6,8,56,38,17,107,25,40,0.73,0.73,"20190329"
"2092",7,53,34,27,56,53,6,8,50,38,20,107,24,40,0.7,0.7,"20190329"
"2093",8,65,47,27,71,52,8,7,34,36,27,107,25,40,0.6,0.67,"20190329"
"2094",9,61,44,27,70,51,7,7,23,35,44,107,25,40,0.53,0.67,"20190329"
"2095",10,54,38,26,50,51,7,7,20,34,57,107,29,40,0.53,0.63,"20190329"
"2096",11,53,37,26,45,50,9,6,22,32,64,107,34,40,0.57,0.63,"20190329"
"2097",12,44,27,26,44,50,8,6,17,32,83,107,39,42,0.5,0.63,"20190329"
"2098",13,31,16,26,13,49,6,6,10,31,99,112,49,49,0.45,0.6,"20190329"
"2099",14,33,20,26,29,49,7,6,10,31,107,109,61,61,0.47,0.6,"20190329"
"2100",15,33,21,26,30,49,7,6,10,32,106,110,72,72,0.47,0.6,"20190329"
"2101",16,39,23,26,39,49,7,6,16,32,101,110,82,82,0.5,0.6,"20190329"
"2102",17,43,23,27,43,50,6,6,18,32,97,110,89,89,0.5,0.6,"20190329"
"2103",18,43,25,28,43,50,6,6,17,32,89,110,94,94,0.5,0.6,"20190329"
"2104",19,54,26,28,58,50,6,6,26,32,78,110,96,96,0.53,0.6,"20190329"
"2105",20,44,20,28,44,50,5,6,31,33,64,110,93,96,0.63,0.6,"20190329"
"2106",21,20,14,28,18,49,4,6,28,33,58,110,88,96,0.6,0.6,"20190329"
"2107",22,20,10,27,13,49,5,6,22,32,63,110,82,96,0.63,0.6,"20190329"
"2108",23,17,11,26,13,48,5,6,27,32,55,110,75,96,0.63,0.6,"20190329"
"2109",0,19,13,26,16,47,6,6,27,31,48,110,68,96,0.67,0.6,"20190330"
"2110",1,23,14,26,23,46,5,6,22,30,52,110,52,52,0.67,0.6,"20190330"
"2111",2,34,18,25,34,44,6,6,21,29,50,110,51,52,0.63,0.6,"20190330"
"2112",3,32,21,25,32,43,6,6,21,27,44,110,48,52,0.67,0.6,"20190330"
"2113",4,36,24,25,36,42,9,6,20,25,43,110,48,52,0.67,0.6,"20190330"
"2114",5,40,27,24,40,41,11,6,21,24,39,110,46,52,0.63,0.6,"20190330"
"2115",6,44,30,24,44,40,11,7,24,22,29,110,43,52,0.63,0.6,"20190330"
"2116",7,44,31,24,41,39,10,7,38,22,19,110,39,52,0.67,0.6,"20190330"
"2117",8,51,36,24,42,38,18,7,40,22,23,110,38,52,0.73,0.6,"20190330"
"2118",9,58,36,23,65,38,20,8,40,23,31,110,35,52,0.8,0.6,"20190330"
"2119",10,53,37,24,49,37,11,8,35,24,46,110,35,52,0.77,0.6,"20190330"
"2120",11,52,31,23,53,38,7,8,28,24,74,110,38,52,0.8,0.63,"20190330"
"2121",12,54,33,24,58,39,6,8,24,24,104,117,46,53,0.77,0.63,"20190330"
"2122",13,51,32,24,52,40,9,8,29,25,119,128,56,57,0.73,0.63,"20190330"
"2123",14,44,30,25,43,40,10,8,19,25,142,142,70,70,0.67,0.63,"20190330"
"2124",15,48,22,25,46,41,8,8,10,25,155,156,87,87,0.7,0.63,"20190330"
"2125",16,44,12,24,26,40,6,8,9,25,140,156,101,101,0.67,0.63,"20190330"
"2126",17,38,11,23,21,39,6,8,16,25,122,156,113,113,0.63,0.63,"20190330"
"2127",18,35,10,23,27,38,5,8,19,25,111,156,121,121,0.63,0.67,"20190330"
"2128",19,32,10,22,21,36,5,8,21,25,102,156,125,125,0.6,0.67,"20190330"
"2129",20,30,9,22,18,35,6,8,20,24,96,156,123,125,0.57,0.67,"20190330"
"2130",21,27,12,22,23,35,9,9,20,24,86,156,119,125,0.57,0.67,"20190330"
"2131",22,27,14,22,27,35,7,9,23,24,79,156,111,125,0.63,0.67,"20190330"
"2132",23,29,16,22,29,36,6,9,17,23,88,156,103,125,0.63,0.67,"20190330"
"2133",0,30,18,22,30,36,7,9,19,23,84,156,96,125,0.63,0.67,"20190331"
"2134",1,40,20,22,40,37,7,9,15,23,86,156,86,86,0.63,0.67,"20190331"
"2135",2,44,18,22,44,37,8,9,16,23,89,156,88,88,0.57,0.67,"20190331"
"2136",3,43,17,22,43,37,6,9,14,22,94,156,90,90,0.53,0.63,"20190331"
"2137",4,39,15,22,39,38,5,9,11,22,98,156,92,92,0.5,0.63,"20190331"
"2138",5,47,16,22,47,38,5,8,9,22,105,156,95,95,0.43,0.63,"20190331"
"2139",6,52,20,21,54,39,7,8,11,21,106,156,96,96,0.47,0.63,"20190331"
"2140",7,59,31,21,67,40,9,8,16,20,105,156,98,98,0.53,0.63,"20190331"
"2141",8,62,41,21,74,41,7,7,20,19,111,156,100,100,0.63,0.63,"20190331"
"2142",9,68,49,22,83,42,8,7,21,19,112,156,103,103,0.67,0.63,"20190331"
"2143",10,72,51,23,93,44,7,7,20,18,119,156,106,106,0.73,0.63,"20190331"
"2144",11,73,51,25,95,43,6,7,18,16,115,142,102,102,0.75,0.65,"20190331"
"2145",12,71,48,25,92,45,6,7,16,16,115,142,106,106,0.75,0.65,"20190331"
"2146",13,71,44,26,91,46,7,7,13,15,124,142,109,109,0.7,0.65,"20190331"
"2147",14,68,38,26,85,48,6,6,11,15,126,143,112,112,0.65,0.65,"20190331"
"2148",15,68,39,27,86,50,6,6,11,15,123,129,115,115,0.65,0.65,"20190331"
"2149",16,66,33,28,82,53,6,6,11,15,121,127,117,117,0.65,0.65,"20190331"
"2150",17,71,29,25,91,55,6,6,15,17,114,130,123,123,0.6,0.63,"20190331"
"2151",18,69,27,26,88,57,5,6,16,17,102,130,117,123,0.53,0.63,"20190331"
"2152",19,67,23,26,83,60,5,6,17,17,93,130,114,123,0.53,0.63,"20190331"
"2153",20,62,23,27,74,63,5,6,16,16,89,130,110,123,0.53,0.6,"20190331"
"2154",21,58,22,27,65,65,6,6,17,16,85,130,105,123,0.53,0.6,"20190331"
"2155",22,58,21,28,66,67,7,6,17,16,83,130,100,123,0.53,0.6,"20190331"
"2156",23,53,18,28,55,68,6,6,15,16,84,130,96,123,0.5,0.6,"20190331"
"2157",0,44,17,28,44,69,6,6,12,15,86,130,92,123,0.43,0.57,"20190401"
"2158",1,39,16,28,39,69,7,6,12,15,85,130,85,85,0.4,0.53,"20190401"
"2159",2,37,17,28,37,68,8,6,15,15,78,130,81,85,0.47,0.53,"20190401"
"2160",3,39,19,28,39,68,9,7,14,15,79,130,80,85,0.43,0.53,"20190401"
"2161",4,39,19,28,39,68,9,7,12,15,80,130,80,85,0.4,0.53,"20190401"
"2162",5,39,16,28,39,68,7,7,11,15,79,130,80,85,0.43,0.53,"20190401"
"2163",6,27,16,28,27,67,4,7,7,15,81,130,80,85,0.43,0.53,"20190401"
"2164",7,23,16,27,22,64,4,6,14,15,75,130,79,85,0.5,0.53,"20190401"
"2165",8,22,15,26,22,62,4,6,23,15,68,130,78,85,0.5,0.53,"20190401"
"2166",9,24,15,24,24,59,5,6,26,15,64,130,75,85,0.5,0.53,"20190401"
"2167",10,44,17,23,44,57,6,6,26,16,65,127,74,85,0.5,0.53,"20190401"
"2168",11,43,16,22,43,55,6,6,20,16,73,127,73,85,0.5,0.53,"20190401"
"2169",12,45,15,21,45,54,7,6,17,16,84,127,74,85,0.5,0.53,"20190401"
"2170",13,35,15,20,35,52,7,6,15,16,89,126,75,85,0.5,0.5,"20190401"
"2171",14,39,18,20,39,50,6,6,11,16,84,124,75,85,0.5,0.5,"20190401"
"2172",15,52,19,19,54,50,8,6,14,16,99,123,79,85,0.47,0.5,"20190401"
"2173",16,32,18,19,32,48,6,6,13,16,102,114,83,85,0.47,0.5,"20190401"
"2174",17,32,18,18,31,46,6,6,16,15,101,104,88,89,0.47,0.5,"20190401"
"2175",18,35,19,18,35,44,6,6,21,16,94,103,92,92,0.47,0.47,"20190401"
"2176",19,41,18,18,41,43,6,6,26,16,87,103,94,94,0.5,0.47,"20190401"
"2177",20,41,22,18,41,41,6,6,26,17,80,103,93,94,0.5,0.47,"20190401"
"2178",21,38,19,17,38,40,6,6,22,17,77,103,91,94,0.47,0.47,"20190401"
"2179",22,41,16,17,41,39,6,6,21,17,80,103,90,94,0.47,0.47,"20190401"
"2180",23,35,21,17,35,38,8,7,18,17,89,103,89,94,0.47,0.47,"20190401"
"2181",0,37,21,18,37,37,10,7,19,17,89,103,87,94,0.47,0.47,"20190402"
"2182",1,41,20,18,41,37,7,6,17,18,87,103,87,87,0.43,0.47,"20190402"
"2183",2,36,17,18,36,38,5,6,12,18,95,104,91,91,0.47,0.47,"20190402"
"2184",3,30,18,18,29,37,5,6,9,18,97,104,93,93,0.47,0.47,"20190402"
"2185",4,30,17,18,30,37,5,6,10,17,97,104,94,94,0.47,0.47,"20190402"
"2186",5,34,24,18,28,37,5,6,11,17,94,105,94,95,0.47,0.47,"20190402"
"2187",6,35,24,19,35,37,5,6,22,18,77,105,91,95,0.47,0.47,"20190402"
"2188",7,31,17,18,31,37,5,6,36,19,64,105,87,95,0.5,0.47,"20190402"
"2189",8,31,16,19,31,38,5,6,38,20,68,105,85,95,0.5,0.47,"20190402"
"2190",9,34,18,19,34,39,5,6,33,20,76,105,83,95,0.5,0.47,"20190402"
"2191",10,41,20,19,41,38,5,6,33,20,78,105,82,95,0.53,0.47,"20190402"
"2192",11,49,23,19,49,38,5,6,25,20,91,105,81,95,0.5,0.47,"20190402"
"2193",12,49,24,20,49,38,5,6,21,21,93,105,80,95,0.5,0.47,"20190402"
"2194",13,48,26,20,48,39,5,6,19,21,97,105,80,95,0.47,0.47,"20190402"
"2195",14,47,28,21,47,39,6,6,19,21,99,105,83,95,0.5,0.47,"20190402"
"2196",15,46,29,21,46,38,6,6,24,21,98,107,87,95,0.5,0.47,"20190402"
"2197",16,52,29,22,53,39,7,6,33,22,93,107,90,97,0.5,0.47,"20190402"
"2198",17,54,30,22,57,40,6,6,41,23,85,105,92,97,0.57,0.47,"20190402"
"2199",18,56,31,22,61,41,7,6,41,24,83,105,92,97,0.57,0.47,"20190402"
"2200",19,57,34,23,63,42,8,6,37,24,82,105,91,97,0.6,0.47,"20190402"
"2201",20,59,32,23,68,44,7,6,32,25,82,105,90,97,0.6,0.47,"20190402"
"2202",21,52,30,24,53,44,8,6,38,25,66,105,86,97,0.57,0.47,"20190402"
"2203",22,52,25,24,54,45,7,6,24,25,71,105,82,97,0.57,0.47,"20190402"
"2204",23,47,21,24,47,45,10,6,23,26,64,105,78,97,0.57,0.5,"20190402"
"2205",0,45,20,24,45,46,10,6,21,26,66,105,75,94,0.57,0.53,"20190403"
"2206",1,43,19,24,43,46,11,6,15,26,65,105,65,65,0.6,0.53,"20190403"
"2207",2,46,23,24,46,46,9,7,17,26,58,105,62,65,0.6,0.57,"20190403"
"2208",3,47,24,24,47,47,9,7,18,27,53,105,59,65,0.63,0.57,"20190403"
"2209",4,46,29,25,46,47,9,7,23,27,45,104,55,65,0.7,0.57,"20190403"
"2210",5,51,34,25,51,48,8,7,25,27,36,102,51,65,0.73,0.57,"20190403"
"2211",6,59,42,26,56,48,10,7,27,27,33,102,48,65,0.77,0.57,"20190403"
"2212",7,68,49,27,61,49,13,8,30,27,29,102,45,65,0.83,0.57,"20190403"
"2213",8,66,48,29,59,51,13,8,34,27,29,102,43,65,0.8,0.57,"20190403"
"2214",9,59,42,30,54,52,9,8,27,27,41,102,40,65,0.77,0.57,"20190403"
"2215",10,51,32,30,51,52,7,8,23,26,53,102,40,65,0.7,0.6,"20190403"
"2216",11,44,31,30,38,52,7,8,27,27,60,101,41,65,0.63,0.67,"20190403"
"2217",12,53,37,31,47,52,7,8,27,27,78,104,45,65,0.8,0.67,"20190403"
"2218",13,49,34,32,48,52,6,8,19,27,97,109,52,65,0.67,0.67,"20190403"
"2219",14,46,29,32,46,51,7,8,19,27,108,114,62,67,0.63,0.67,"20190403"
"2220",15,50,35,32,47,52,10,9,28,27,94,110,70,70,0.67,0.67,"20190403"
"2221",16,56,30,32,61,52,8,9,32,27,86,108,77,77,0.63,0.67,"20190403"
"2222",17,51,28,32,51,52,9,9,34,26,82,108,82,82,0.63,0.67,"20190403"
"2223",18,51,24,32,51,51,11,9,39,26,66,108,84,84,0.63,0.67,"20190403"
"2224",19,51,21,31,52,51,11,9,44,27,53,108,83,84,0.63,0.67,"20190403"
"2225",20,49,18,30,49,50,9,9,36,27,59,108,80,84,0.6,0.67,"20190403"
"2226",21,40,13,30,40,50,8,9,29,27,69,108,77,84,0.57,0.67,"20190403"
"2227",22,29,9,29,29,48,8,9,23,26,76,108,73,84,0.53,0.67,"20190403"
"2228",23,25,7,28,25,47,9,9,22,27,77,108,71,84,0.53,0.67,"20190403"
"2229",0,25,7,28,23,47,9,9,20,26,79,108,70,84,0.53,0.67,"20190404"
"2230",1,26,8,27,23,46,7,9,17,27,82,108,82,82,0.53,0.67,"20190404"
"2231",2,28,7,27,18,45,5,9,12,26,89,108,86,86,0.53,0.63,"20190404"
"2232",3,29,4,26,14,43,4,9,9,26,94,108,88,88,0.47,0.63,"20190404"
"2233",4,30,4,25,10,41,4,8,10,26,96,108,91,91,0.47,0.63,"20190404"
"2234",5,30,4,23,11,40,4,8,10,25,96,110,92,92,0.47,0.63,"20190404"
"2235",6,28,5,22,11,38,4,8,16,24,88,110,91,93,0.5,0.63,"20190404"
"2236",7,25,6,20,9,36,4,8,25,24,79,110,89,93,0.5,0.6,"20190404"
"2237",8,21,6,18,14,34,5,7,42,24,63,110,86,93,0.57,0.6,"20190404"
"2238",9,22,5,17,18,32,6,7,35,25,70,110,84,93,0.53,0.57,"20190404"
"2239",10,26,11,16,26,31,6,7,40,25,62,110,81,93,0.57,0.57,"20190404"
"2240",11,31,13,15,31,31,8,7,44,26,71,110,78,93,0.53,0.53,"20190404"
"2241",12,25,14,14,24,30,8,7,34,27,81,110,76,93,0.57,0.53,"20190404"
"2242",13,34,14,13,34,29,7,7,33,27,90,111,75,93,0.6,0.53,"20190404"
"2243",14,33,19,13,33,29,8,7,32,28,98,106,77,93,0.6,0.53,"20190404"
"2244",15,35,20,12,34,28,7,7,29,28,111,111,81,93,0.6,0.53,"20190404"
"2245",16,35,21,12,35,28,6,7,38,28,101,112,86,94,0.6,0.53,"20190404"
"2246",17,43,22,12,43,27,6,7,33,28,101,112,89,95,0.6,0.53,"20190404"
"2247",18,31,20,11,31,26,7,7,31,28,99,112,94,98,0.63,0.53,"20190404"
"2248",19,31,17,11,26,25,6,6,24,27,100,112,98,101,0.63,0.53,"20190404"
"2249",20,27,19,11,27,24,6,6,35,27,83,112,98,101,0.7,0.53,"20190404"
"2250",21,31,22,12,28,24,5,6,33,27,71,112,96,101,0.7,0.53,"20190404"
"2251",22,30,21,12,25,23,6,6,25,27,76,112,93,101,0.7,0.57,"20190404"
"2252",23,30,21,13,25,24,7,6,20,27,80,112,89,101,0.63,0.6,"20190404"
"2253",0,27,18,13,27,23,6,6,22,27,74,112,86,98,0.67,0.6,"20190405"
"2254",1,27,19,14,22,24,7,6,26,28,67,112,67,67,0.7,0.6,"20190405"
"2255",2,27,19,14,18,24,6,6,15,28,75,112,71,72,0.7,0.6,"20190405"
"2256",3,30,21,15,21,25,6,6,20,28,68,112,70,74,0.73,0.6,"20190405"
"2257",4,36,25,16,18,25,7,6,39,30,46,112,64,74,0.7,0.6,"20190405"
"2258",5,36,25,17,26,26,7,6,44,31,38,112,59,74,0.7,0.63,"20190405"
"2259",6,41,29,18,37,27,7,6,53,33,26,112,53,74,0.7,0.63,"20190405"
"2260",7,49,34,19,35,28,7,7,45,33,32,112,51,74,0.7,0.63,"20190405"
"2261",8,51,36,20,32,29,8,7,39,33,43,112,50,74,0.7,0.63,"20190405"
"2262",9,56,40,22,22,30,11,7,34,33,58,112,48,74,0.7,0.63,"20190405"
"2263",10,43,30,23,17,30,9,7,31,33,72,112,48,74,0.7,0.67,"20190405"
"2264",11,41,29,23,20,31,8,7,32,32,82,112,50,74,0.6,0.7,"20190405"
"2265",12,36,25,24,36,31,8,7,24,31,95,112,54,74,0.6,0.7,"20190405"
"2266",13,36,25,24,34,31,8,7,24,31,108,114,63,76,0.5,0.7,"20190405"
"2267",14,39,27,25,33,30,7,7,20,31,119,121,75,80,0.5,0.67,"20190405"
"2268",15,39,14,24,24,30,6,7,15,30,125,127,88,88,0.47,0.67,"20190405"
"2269",16,40,14,24,28,29,6,7,13,29,129,130,99,99,0.47,0.67,"20190405"
"2270",17,39,16,24,32,28,6,7,14,28,126,131,108,108,0.47,0.67,"20190405"
"2271",18,39,18,23,30,29,6,7,19,28,124,132,114,114,0.5,0.67,"20190405"
"2272",19,35,20,24,31,29,6,7,28,28,113,132,118,118,0.47,0.67,"20190405"
"2273",20,35,24,24,31,29,6,7,25,28,112,133,120,120,0.5,0.63,"20190405"
"2274",21,39,27,24,34,29,6,7,33,28,103,133,119,120,0.5,0.63,"20190405"
"2275",22,41,29,24,37,30,6,7,34,28,98,133,116,120,0.5,0.6,"20190405"
