"","hour","AQI","PM2.5","PM2.5_24h","PM10","PM10_24h","SO2","SO2_24h","NO2","NO2_24h","O3","O3_24h","O3_8h","O3_8h_24h","CO","CO_24h","date"
"56",7,13,9,10,12,19,4,4,24,21,42,61,44,50,0.6,0.53,"20190103"
"57",8,19,9,10,13,19,4,4,38,22,29,61,43,50,0.6,0.57,"20190103"
"58",9,16,9,10,11,19,4,4,32,22,34,61,41,50,0.7,0.57,"20190103"
"59",10,19,10,10,19,19,4,4,37,23,31,61,39,50,0.7,0.57,"20190103"
"60",11,20,12,11,19,19,4,4,40,24,30,61,36,50,0.7,0.57,"20190103"
"61",12,19,13,11,19,19,4,4,28,24,41,61,35,50,0.67,0.57,"20190103"
"62",13,21,15,11,20,18,3,4,22,24,47,61,37,50,0.65,0.57,"20190103"
"63",14,21,15,11,21,18,5,4,24,24,54,61,38,50,0.65,0.6,"20190103"
"64",15,22,15,11,22,18,4,4,33,25,45,61,38,50,0.65,0.57,"20190103"
"65",16,23,15,11,23,18,4,4,27,25,48,57,41,50,0.65,0.57,"20190103"
"66",17,25,15,11,25,18,3,4,32,25,43,54,42,50,0.65,0.57,"20190103"
"67",18,30,17,12,30,18,5,4,38,26,39,54,43,50,0.53,0.57,"20190103"
"68",19,32,18,12,32,18,5,4,36,26,38,54,44,50,0.53,0.57,"20190103"
"69",20,29,17,12,29,19,5,4,38,27,40,54,44,50,0.75,0.57,"20190103"
"70",21,21,14,12,21,19,4,4,31,27,44,54,44,50,0.57,0.57,"20190103"
"71",22,19,12,12,19,19,4,4,32,27,41,54,43,50,0.57,0.57,"20190103"
"72",23,18,12,12,18,19,4,4,28,27,44,54,42,50,0.57,0.57,"20190103"
"73",0,16,11,12,14,19,3,4,22,28,46,54,42,46,0.5,0.57,"20190104"
"74",1,17,12,12,16,19,4,4,18,28,49,54,49,49,0.5,0.57,"20190104"
"75",2,15,9,12,15,19,3,4,19,28,49,54,49,51,0.5,0.53,"20190104"
"76",3,16,7,12,9,19,3,4,32,29,36,55,45,52,0.5,0.53,"20190104"
"77",4,20,11,12,19,19,4,4,40,30,30,55,41,52,0.5,0.53,"20190104"
"78",5,22,11,12,19,19,3,4,44,31,22,55,37,52,0.5,0.53,"20190104"
"79",6,23,14,13,22,19,6,4,45,31,19,55,34,52,0.57,0.53,"20190104"
"80",7,35,21,13,35,21,8,4,47,32,17,55,31,52,0.63,0.53,"20190104"
"81",8,36,24,14,36,21,6,4,46,33,13,55,29,52,0.95,0.53,"20190104"
"82",9,44,28,14,44,23,7,5,51,34,12,55,24,52,1,0.57,"20190104"
"83",10,57,36,16,64,25,10,5,55,35,14,55,20,52,0.73,0.57,"20190104"
"84",11,58,41,16,64,27,9,5,54,35,16,55,17,52,0.55,0.57,"20190104"
"85",12,58,35,17,66,29,9,5,69,36,25,55,16,52,0.77,0.53,"20190104"
"86",13,52,25,18,53,31,7,5,51,37,28,55,17,52,1,0.57,"20190104"
"87",14,36,22,18,36,32,5,5,37,38,41,54,20,52,0.85,0.57,"20190104"
"88",15,31,22,18,30,32,5,5,41,38,41,54,23,52,0.8,0.57,"20190104"
"89",16,47,32,20,47,33,7,5,59,40,28,54,25,52,0.85,0.57,"20190104"
"90",17,51,31,20,52,34,7,5,69,41,22,54,26,52,0.85,0.57,"20190104"
"91",18,42,25,20,42,34,6,6,70,43,15,54,26,52,0.9,0.57,"20190104"
"92",19,44,27,21,44,35,6,6,72,44,16,54,26,52,0.8,0.57,"20190104"
"93",20,49,24,21,49,36,6,6,65,45,20,54,26,52,0.73,0.57,"20190104"
"94",21,40,22,21,40,37,6,6,58,46,22,54,26,52,0.6,0.6,"20190104"
"95",22,34,22,22,34,38,6,6,52,47,24,54,24,52,0.57,0.6,"20190104"
"96",23,31,21,22,31,38,6,6,49,48,22,54,21,52,0.53,0.6,"20190104"
"97",0,27,16,22,27,38,5,6,37,49,31,54,22,32,0.7,0.6,"20190105"
"98",1,31,17,22,31,38,5,6,35,49,34,53,34,34,0.7,0.6,"20190105"
"99",2,26,18,23,23,39,8,7,37,50,31,45,32,34,0.7,0.6,"20190105"
"100",3,29,20,23,22,40,14,7,31,50,29,44,31,35,0.7,0.6,"20190105"
"101",4,33,23,24,14,40,15,7,37,50,26,44,30,35,0.7,0.6,"20190105"
"102",5,39,27,25,31,41,14,8,36,50,25,44,29,35,0.7,0.6,"20190105"
"103",6,43,30,25,31,41,12,8,30,49,28,44,29,35,0.7,0.6,"20190105"
"104",7,51,36,26,40,42,11,8,30,48,25,44,28,35,0.75,0.6,"20190105"
"105",8,54,38,27,45,42,8,8,35,48,24,44,28,35,0.7,0.57,"20190105"
"106",9,63,45,27,48,42,7,8,32,47,29,44,27,35,0.7,0.57,"20190105"
"107",10,53,37,27,40,41,7,8,32,46,33,44,27,35,0.7,0.57,"20190105"
"108",11,50,35,27,39,40,7,8,36,46,32,44,28,35,0.75,0.57,"20190105"
"109",12,61,44,27,47,39,8,8,44,45,33,44,29,35,0.8,0.8,"20190105"
"110",13,68,49,29,66,39,6,8,51,45,37,44,30,35,0.83,0.57,"20190105"
"111",14,69,50,30,72,40,6,8,43,45,44,45,32,35,0.77,0.57,"20190105"
"112",15,65,47,30,79,42,6,8,37,45,44,46,35,36,0.73,0.57,"20190105"
"113",16,60,43,31,67,43,5,8,33,44,48,49,37,37,0.73,0.6,"20190105"
"114",17,69,50,32,79,45,5,8,43,43,39,49,39,39,0.73,0.6,"20190105"
"115",18,72,49,33,94,48,5,7,52,42,30,49,38,39,0.7,0.6,"20190105"
"116",19,68,41,34,85,50,6,8,43,41,18,49,38,39,0.73,0.6,"20190105"
"117",20,59,35,34,68,52,4,7,54,41,9,49,36,39,0.77,0.6,"20190105"
"118",21,51,34,34,51,52,4,7,57,41,5,49,32,39,0.83,0.6,"20190105"
"119",22,43,28,35,43,54,4,7,51,40,7,49,27,39,0.83,0.6,"20190105"
"120",23,37,26,35,27,56,4,7,46,40,10,49,22,39,0.83,0.63,"20190105"
"121",0,31,22,35,29,56,4,7,34,40,16,49,17,39,0.77,0.63,"20190106"
"122",1,34,16,35,34,56,5,7,27,40,21,49,21,21,0.73,0.63,"20190106"
"123",2,28,17,35,28,56,4,7,25,39,23,49,22,22,0.7,0.63,"20190106"
"124",3,26,18,35,26,54,4,7,31,39,19,49,21,22,0.73,0.7,"20190106"
"125",4,29,20,35,23,53,4,6,35,39,13,49,19,22,0.77,0.7,"20190106"
"126",5,24,17,35,16,53,4,6,35,39,9,49,17,22,0.77,0.7,"20190106"
"127",6,34,24,34,26,52,9,6,43,40,5,49,15,22,0.8,0.7,"20190106"
"128",7,39,27,34,36,52,8,5,43,40,5,49,14,22,0.8,0.73,"20190106"
"129",8,39,27,34,21,52,7,5,35,40,8,49,13,22,0.83,0.73,"20190106"
"130",9,39,27,33,31,52,7,5,31,40,11,49,12,22,0.83,0.73,"20190106"
"131",10,37,26,32,35,51,6,5,33,40,11,49,10,22,0.93,0.73,"20190106"
"132",11,41,22,32,41,50,6,5,34,40,14,49,10,22,0.9,0.8,"20190106"
"133",12,40,18,31,40,49,6,5,35,40,22,49,11,22,0.87,0.8,"20190106"
"134",13,37,18,29,37,48,6,5,29,39,36,49,14,22,0.87,0.8,"20190106"
"135",14,42,22,28,42,47,7,5,31,38,42,51,19,22,0.87,0.8,"20190106"
"136",15,49,21,27,49,46,8,6,35,38,38,50,23,23,0.87,0.8,"20190106"
"137",16,52,21,26,53,45,8,6,38,38,33,43,26,26,0.87,0.83,"20190106"
"138",17,53,18,25,55,44,8,6,43,38,27,42,28,28,0.9,0.83,"20190106"
"139",18,51,18,24,52,42,9,6,48,38,26,42,30,30,0.9,0.83,"20190106"
"140",19,49,20,23,49,40,8,6,46,38,30,42,31,31,0.93,0.83,"20190106"
"141",20,48,18,22,48,39,7,6,37,38,38,44,34,34,0.87,0.83,"20190106"
"142",21,39,17,21,39,38,6,6,41,37,31,44,33,34,0.87,0.83,"20190106"
"143",22,33,14,21,33,37,7,6,41,37,29,44,31,34,0.87,0.83,"20190106"
"144",23,35,13,20,35,38,9,7,42,36,28,44,30,34,0.8,0.83,"20190106"
"145",0,34,13,20,34,38,8,7,32,36,33,44,30,34,0.77,0.83,"20190107"
"146",1,26,11,19,26,38,7,7,23,36,39,44,39,39,0.73,0.83,"20190107"
"147",2,25,11,19,25,38,7,7,19,36,41,44,40,40,0.73,0.83,"20190107"
"148",3,27,11,19,27,37,8,7,21,35,37,44,39,40,0.73,0.87,"20190107"
"149",4,25,12,19,25,38,7,7,23,35,33,44,37,40,0.7,0.87,"20190107"
"150",5,22,10,18,22,38,5,7,23,34,33,44,37,40,0.7,0.87,"20190107"
"151",6,19,10,18,19,37,4,7,24,33,33,44,36,40,0.7,0.87,"20190107"
"152",7,17,10,17,17,36,4,7,27,33,34,44,36,40,0.7,0.83,"20190107"
"153",8,19,10,16,19,35,4,7,35,33,28,44,34,40,0.7,0.8,"20190107"
"154",9,24,9,16,24,35,4,7,39,33,26,44,33,40,0.73,0.8,"20190107"
"155",10,25,10,15,25,35,4,6,34,33,31,44,32,40,0.73,0.8,"20190107"
"156",11,25,10,15,25,34,4,6,27,33,40,44,32,40,0.67,0.77,"20190107"
"157",12,24,10,14,24,34,4,6,25,33,47,48,34,40,0.63,0.77,"20190107"
"158",13,30,11,14,30,33,6,6,23,32,48,51,36,40,0.63,0.77,"20190107"
"159",14,42,18,14,42,33,6,6,25,32,57,57,38,40,0.75,0.77,"20190107"
"160",15,46,25,14,46,33,6,6,41,32,59,65,42,43,0.67,0.77,"20190107"
"161",16,46,26,14,46,33,6,6,46,33,59,66,45,46,0.7,0.77,"20190107"
"162",17,50,24,14,50,33,7,6,38,32,57,67,50,50,0.7,0.73,"20190107"
"163",18,43,24,14,43,32,7,6,40,32,48,67,52,52,0.73,0.73,"20190107"
"164",19,40,26,15,40,32,7,6,36,32,44,67,52,53,0.77,0.73,"20190107"
"165",20,44,27,15,44,32,8,6,39,32,34,67,51,53,0.77,0.73,"20190107"
"166",21,51,30,16,51,32,10,6,43,32,25,67,48,53,0.77,0.73,"20190107"
"167",22,50,31,17,50,33,9,6,46,32,20,67,43,53,0.8,0.73,"20190107"
"168",23,46,32,17,43,33,9,6,43,32,19,67,38,53,0.77,0.73,"20190107"
"169",0,46,32,18,43,34,11,6,42,33,18,67,33,53,0.8,0.73,"20190108"
"170",1,51,34,19,52,35,10,7,47,34,13,67,13,13,0.8,0.73,"20190108"
"171",2,54,38,20,58,36,9,7,52,35,7,67,10,13,0.8,0.73,"20190108"
"172",3,54,38,21,58,37,8,7,58,36,4,67,7,13,0.8,0.73,"20190108"
"173",4,58,40,22,66,39,9,7,59,38,3,67,6,13,0.87,0.73,"20190108"
"174",5,59,42,24,64,41,8,7,57,39,3,67,5,13,0.9,0.73,"20190108"
"175",6,63,45,25,70,43,10,7,61,41,3,67,5,13,0.9,0.73,"20190108"
"176",7,71,52,27,89,46,15,8,62,42,3,67,5,13,0.9,0.77,"20190108"
"177",8,72,50,29,93,49,19,8,56,43,3,67,4,13,0.97,0.77,"20190108"
"178",9,69,41,30,88,51,12,9,41,43,8,67,4,13,0.87,0.8,"20190108"
"179",10,51,34,31,51,52,11,9,36,44,12,67,4,13,0.9,0.8,"20190108"
"180",11,50,31,32,50,53,9,9,39,44,17,67,6,13,0.93,0.8,"20190108"
"181",12,54,29,33,57,54,8,9,37,44,25,67,9,13,0.87,0.8,"20190108"
"182",13,48,23,33,48,55,6,9,31,45,36,67,13,15,0.77,0.8,"20190108"
"183",14,42,22,33,42,55,5,9,30,45,44,67,18,18,0.77,0.8,"20190108"
"184",15,45,25,33,45,55,5,9,31,45,46,68,24,24,0.7,0.8,"20190108"
"185",16,50,25,33,50,55,5,9,32,44,50,62,30,30,0.67,0.8,"20190108"
"186",17,50,19,33,50,55,6,9,33,44,50,53,35,35,0.67,0.8,"20190108"
"187",18,48,12,33,48,56,6,9,32,43,48,53,39,39,0.6,0.8,"20190108"
"188",19,33,9,32,33,55,7,9,33,43,43,52,42,42,0.6,0.8,"20190108"
"189",20,34,9,31,34,55,6,9,29,43,40,52,45,45,0.6,0.8,"20190108"
"190",21,24,8,30,24,54,5,8,29,42,42,52,45,45,0.57,0.8,"20190108"
"191",22,19,6,29,19,53,5,8,26,42,43,52,45,46,0.53,0.77,"20190108"
"192",23,20,6,28,20,51,6,8,29,41,38,52,44,46,0.53,0.77,"20190108"
"193",0,31,8,27,31,51,8,8,27,40,35,52,42,46,0.53,0.77,"20190109"
"194",1,27,8,26,27,50,8,8,27,39,34,52,34,34,0.53,0.77,"20190109"
"195",2,22,8,25,22,48,6,8,23,38,35,52,34,34,0.53,0.73,"20190109"
"196",3,22,8,23,22,47,6,8,21,37,37,52,35,35,0.5,0.7,"20190109"
"197",4,17,7,22,17,45,7,8,17,35,39,52,36,36,0.5,0.7,"20190109"
"198",5,17,7,20,17,43,8,8,19,33,37,52,36,36,0.5,0.7,"20190109"
"199",6,23,6,19,23,41,6,8,15,31,39,52,37,37,0.53,0.67,"20190109"
"200",7,13,5,17,12,38,5,7,15,30,42,52,37,37,0.53,0.67,"20190109"
"201",8,16,6,15,16,34,5,7,21,28,37,52,37,37,0.6,0.63,"20190109"
"202",9,20,7,14,20,32,6,6,23,27,39,52,38,38,0.67,0.63,"20190109"
"203",10,32,7,13,32,32,7,6,22,27,42,52,39,39,0.67,0.6,"20190109"
"204",11,32,8,12,32,31,5,6,19,26,45,53,40,40,0.7,0.6,"20190109"
"205",12,27,12,11,27,30,6,6,19,25,55,58,42,42,0.77,0.6,"20190109"
"206",13,35,14,11,35,29,7,6,19,25,62,62,46,46,0.83,0.6,"20190109"
"207",14,45,22,11,45,29,7,6,19,24,69,69,50,50,0.83,0.6,"20190109"
"208",15,50,27,11,50,29,6,6,22,24,76,76,54,54,0.87,0.6,"20190109"
"209",16,54,27,11,57,30,7,6,23,23,74,77,59,59,0.9,0.63,"20190109"
"210",17,54,28,11,58,30,6,6,30,23,68,77,63,63,0.9,0.67,"20190109"
"211",18,53,25,12,56,31,6,6,31,23,58,77,65,65,0.9,0.67,"20190109"
"212",19,50,26,12,50,31,5,6,29,23,54,77,65,65,0.87,0.67,"20190109"
"213",20,45,24,13,45,32,6,6,32,23,47,77,63,65,0.9,0.67,"20190109"
"214",21,46,24,14,46,33,7,6,38,24,41,77,61,65,0.9,0.67,"20190109"
"215",22,37,21,14,37,33,5,6,30,24,43,77,57,65,0.8,0.7,"20190109"
"216",23,29,20,15,26,34,5,6,28,24,44,77,54,65,0.8,0.7,"20190109"
"217",0,26,18,15,26,33,4,6,26,24,43,77,50,65,0.8,0.73,"20190110"
"218",1,26,18,15,19,33,4,6,32,24,35,77,35,35,0.8,0.73,"20190110"
"219",2,32,22,16,32,34,5,6,36,24,25,77,30,35,0.8,0.73,"20190110"
"220",3,31,22,17,30,34,4,6,33,25,25,77,28,35,0.8,0.77,"20190110"
"221",4,31,21,17,31,35,4,6,39,26,20,77,26,35,0.8,0.8,"20190110"
"222",5,38,23,18,38,35,4,5,45,27,14,77,24,35,0.87,0.8,"20190110"
"223",6,49,32,19,49,37,6,5,52,28,6,77,21,35,0.93,0.8,"20190110"
"224",7,54,38,20,51,38,7,5,52,30,6,77,18,35,1,0.8,"20190110"
"225",8,61,44,22,70,40,9,6,53,31,4,77,17,35,1.1,0.8,"20190110"
"226",9,60,42,23,70,42,9,6,52,32,9,77,13,35,1.1,0.9,"20190110"
"227",10,65,47,25,73,44,11,6,57,34,19,77,12,35,1.13,0.9,"20190110"
"228",11,60,38,26,70,46,9,6,59,36,26,77,13,35,1,0.9,"20190110"
"229",12,57,35,27,63,47,11,6,53,37,36,77,15,35,0.8,0.9,"20190110"
"230",13,53,34,28,56,48,12,6,60,38,42,77,18,35,0.83,0.9,"20190110"
"231",14,57,34,29,64,49,9,7,46,40,55,77,24,35,0.8,0.9,"20190110"
"232",15,52,28,28,53,49,8,7,31,40,88,84,32,36,0.75,0.9,"20190110"
"233",16,54,25,29,57,49,7,7,27,40,88,92,43,43,0.65,0.9,"20190110"
"234",17,56,27,28,62,49,5,7,27,40,81,93,53,53,0.63,0.87,"20190110"
"235",18,45,23,28,45,49,7,7,29,40,67,93,59,59,0.6,0.87,"20190110"
"236",19,30,21,28,27,48,8,7,28,40,58,93,63,63,0.6,0.87,"20190110"
"237",20,33,23,28,30,48,8,7,24,39,56,93,66,66,0.6,0.87,"20190110"
"238",21,34,24,28,29,47,7,7,25,39,51,93,67,68,0.6,0.83,"20190110"
"239",22,34,24,28,32,47,7,7,30,39,44,93,66,69,0.63,0.83,"20190110"
"240",23,37,26,29,33,47,6,7,29,39,44,93,61,69,0.63,0.83,"20190110"
"241",0,34,24,29,34,48,6,7,28,39,41,93,55,69,0.6,0.8,"20190111"
"242",1,38,26,29,38,48,6,7,34,39,33,93,33,33,0.63,0.8,"20190111"
"243",2,43,29,30,43,49,7,7,31,39,31,93,31,33,0.63,0.8,"20190111"
"244",3,48,33,30,48,49,8,7,38,39,39,93,30,33,0.6,0.77,"20190111"
"245",4,51,36,31,48,50,8,7,41,39,32,93,27,33,0.63,0.77,"20190111"
"246",5,55,39,31,57,51,7,7,35,39,36,93,27,33,0.63,0.77,"20190111"
"247",6,61,44,31,55,51,6,8,36,38,33,93,26,33,0.67,0.77,"20190111"
"248",7,66,48,32,55,51,7,8,35,37,21,93,25,33,0.7,0.73,"20190111"
"249",8,68,49,32,69,51,9,8,38,37,19,93,25,33,0.73,0.73,"20190111"
"250",9,66,48,33,64,50,10,8,37,36,20,93,23,33,0.77,0.7,"20190111"
"251",10,76,56,33,71,50,9,8,40,35,21,93,22,33,0.77,0.7,"20190111"
"252",11,78,57,34,84,51,11,8,47,35,21,93,21,33,0.77,0.7,"20190111"
"253",12,79,58,35,80,52,10,8,54,35,23,93,21,33,0.83,0.7,"20190111"
"254",13,79,58,36,76,53,9,8,54,35,38,93,22,33,0.77,0.7,"20190111"
"255",14,81,60,37,77,53,9,8,55,36,35,93,24,33,0.77,0.7,"20190111"
"256",15,88,65,38,88,55,9,8,57,37,42,89,26,33,0.77,0.7,"20190111"
"257",16,70,51,39,75,56,7,8,56,38,42,81,29,34,0.73,0.7,"20190111"
"258",17,59,42,40,62,56,6,8,57,39,30,67,30,35,0.7,0.7,"20190111"
"259",18,58,38,41,65,57,6,8,59,40,23,58,31,35,0.73,0.7,"20190111"
"260",19,63,42,42,75,59,6,8,55,42,30,56,32,36,0.73,0.7,"20190111"
"261",20,68,49,43,77,61,6,8,48,42,34,53,33,37,0.77,0.7,"20190111"
"262",21,63,45,43,71,62,6,7,46,43,26,51,32,37,0.77,0.7,"20190111"
"263",22,61,44,45,65,63,6,7,43,44,12,51,31,37,0.7,0.7,"20190111"
"264",23,53,37,45,52,64,6,8,39,44,10,49,28,37,0.63,0.73,"20190111"
"265",0,62,23,45,74,65,4,7,32,44,17,47,26,35,0.57,0.73,"20190112"
"266",1,44,16,45,44,65,4,7,33,45,29,47,29,29,0.53,0.7,"20190112"
"267",2,36,14,44,36,66,4,7,35,45,26,46,28,29,0.53,0.7,"20190112"
"268",3,21,14,43,21,65,4,7,34,44,14,46,28,29,0.5,0.7,"20190112"
"269",4,24,17,42,23,64,3,7,35,44,9,46,27,29,0.5,0.67,"20190112"
"270",5,36,23,42,36,63,3,7,48,44,9,46,27,29,0.53,0.67,"20190112"
"271",6,32,16,40,32,61,4,7,33,44,11,46,26,29,0.5,0.67,"20190112"
"272",7,29,17,39,29,60,4,7,36,44,10,46,26,29,0.5,0.67,"20190112"
"273",8,46,22,38,46,59,5,7,33,44,8,46,26,29,0.6,0.67,"20190112"
"274",9,47,33,37,44,58,6,6,39,44,22,46,24,29,0.67,0.67,"20190112"
"275",10,60,43,37,65,58,9,6,32,44,24,46,23,29,0.63,0.63,"20190112"
"276",11,78,42,36,106,58,10,6,29,43,26,46,22,29,0.63,0.63,"20190112"
"277",12,61,44,36,72,57,7,6,26,42,31,46,24,29,0.7,0.63,"20190112"
"278",13,79,58,35,70,57,6,6,26,41,36,46,26,30,0.73,0.63,"20190112"
"279",14,86,64,36,94,57,6,6,27,40,45,48,28,31,0.73,0.63,"20190112"
"280",15,78,57,35,93,57,6,6,32,39,52,54,32,34,0.67,0.63,"20190112"
"281",16,73,53,36,73,58,6,6,27,38,53,55,36,38,0.73,0.63,"20190112"
"282",17,57,37,35,63,58,5,6,22,36,61,61,41,42,0.77,0.63,"20190112"
"283",18,43,25,35,43,57,4,6,23,35,58,63,45,45,0.7,0.63,"20190112"
"284",19,38,20,34,38,55,4,5,29,33,36,63,46,46,0.67,0.63,"20190112"
"285",20,40,20,33,40,53,5,5,40,33,23,63,46,46,0.67,0.63,"20190112"
"286",21,36,17,31,36,52,5,5,48,33,17,63,43,46,0.73,0.63,"20190112"
"287",22,33,16,30,33,50,5,5,49,33,15,63,39,46,0.77,0.63,"20190112"
"288",23,35,18,29,35,50,5,5,47,33,16,63,35,46,0.8,0.67,"20190112"
"289",0,38,16,29,38,49,6,5,41,34,19,63,31,46,0.83,0.67,"20190113"
"290",1,35,18,29,35,48,6,5,37,34,22,63,22,22,0.83,0.67,"20190113"
"291",2,43,21,29,43,49,7,5,40,35,20,63,21,22,0.83,0.67,"20190113"
"292",3,47,23,30,47,49,8,6,36,34,23,63,22,22,0.83,0.67,"20190113"
"293",4,37,19,30,37,50,7,6,31,34,26,63,23,23,0.8,0.7,"20190113"
"294",5,25,16,30,25,49,8,6,27,34,30,63,24,24,0.8,0.73,"20190113"
"295",6,27,14,30,27,49,6,6,24,33,31,63,26,26,0.83,0.73,"20190113"
"296",7,23,14,30,23,49,7,6,28,33,28,63,26,26,0.83,0.73,"20190113"
"297",8,23,13,29,23,48,8,6,32,33,24,63,26,26,0.9,0.77,"20190113"
"298",9,35,17,28,35,48,10,7,32,33,25,63,26,26,0.93,0.77,"20190113"
"299",10,47,21,27,47,47,12,7,37,33,23,63,26,27,0.97,0.77,"20190113"
"300",11,56,24,27,61,46,13,7,37,33,26,63,26,27,1,0.8,"20190113"
"301",12,56,27,26,61,46,10,7,34,34,39,63,28,28,0.97,0.8,"20190113"
"302",13,57,26,25,63,46,7,7,32,34,52,63,31,31,0.97,0.8,"20190113"
"303",14,57,29,24,64,45,7,7,31,34,59,64,35,35,0.97,0.83,"20190113"
"304",15,55,30,22,60,44,10,7,29,34,65,65,39,39,0.93,0.83,"20190113"
"305",16,53,29,21,55,43,9,7,28,34,66,66,44,44,0.97,0.83,"20190113"
"306",17,52,28,21,54,43,7,7,29,34,61,66,49,49,0.97,0.87,"20190113"
"307",18,52,29,21,53,43,7,7,33,35,51,66,52,52,0.97,0.87,"20190113"
