"","hour","AQI","PM2.5","PM2.5_24h","PM10","PM10_24h","SO2","SO2_24h","NO2","NO2_24h","O3","O3_24h","O3_8h","O3_8h_24h","CO","CO_24h","date"
"93",20,51,31,23,52,47,6,10,56,40,33,65,48,51,0.8,0.77,"20180104"
"94",21,53,36,23,56,47,6,10,60,41,29,65,45,51,0.8,0.77,"20180104"
"95",22,56,40,25,61,48,6,10,64,42,24,63,42,51,0.83,0.73,"20180104"
"96",23,56,40,25,56,48,7,10,59,44,27,59,38,51,0.83,0.77,"20180104"
"97",0,56,40,26,56,49,7,10,57,44,27,59,35,51,0.83,0.8,"20180105"
"98",1,61,44,27,59,49,9,10,62,45,23,59,23,23,0.9,0.8,"20180105"
"99",2,66,48,28,64,49,8,10,63,46,29,59,21,24,0.87,0.8,"20180105"
"100",3,68,49,29,61,50,8,10,56,47,19,59,20,24,0.77,0.8,"20180105"
"101",4,66,48,30,56,51,8,10,52,48,28,59,20,24,0.77,0.8,"20180105"
"102",5,70,51,31,63,51,9,9,54,49,31,59,20,24,0.83,0.77,"20180105"
"103",6,76,56,32,73,52,9,9,55,50,20,59,20,24,0.83,0.77,"20180105"
"104",7,78,57,34,72,54,9,9,56,51,19,57,20,24,0.9,0.77,"20180105"
"105",8,79,58,35,74,56,13,9,52,52,20,57,20,24,0.87,0.8,"20180105"
"106",9,88,65,37,86,57,19,10,45,52,25,57,20,24,0.87,0.8,"20180105"
"107",10,90,67,39,101,59,18,10,45,52,28,57,22,25,0.93,0.8,"20180105"
"108",11,74,54,41,72,59,12,10,43,52,31,57,23,25,0.87,0.8,"20180105"
"109",12,75,55,41,70,60,10,10,43,52,33,57,25,26,0.87,0.83,"20180105"
"110",13,75,55,43,81,61,7,10,43,52,39,57,27,27,0.9,0.83,"20180105"
"111",14,60,43,44,61,61,6,9,35,51,43,57,30,30,0.83,0.83,"20180105"
"112",15,42,28,44,42,61,6,9,33,51,47,56,33,33,0.67,0.83,"20180105"
"113",16,41,21,44,41,61,4,9,30,50,51,54,37,37,0.6,0.83,"20180105"
"114",17,36,19,44,36,60,3,8,32,50,45,52,40,40,0.57,0.83,"20180105"
"115",18,32,18,44,32,59,4,8,35,49,40,51,41,41,0.57,0.8,"20180105"
"116",19,29,16,43,29,58,5,8,31,49,42,51,42,42,0.67,0.8,"20180105"
"117",20,32,13,43,32,57,6,8,32,48,49,53,44,44,0.67,0.77,"20180105"
"118",21,31,14,42,31,56,6,8,37,47,45,53,45,45,0.67,0.77,"20180105"
"119",22,36,15,41,36,54,10,8,40,45,38,53,45,45,0.7,0.77,"20180105"
"120",23,35,17,39,35,53,11,9,38,45,34,53,43,45,0.7,0.77,"20180105"
"121",0,34,17,39,34,52,8,9,34,44,36,53,41,45,0.7,0.77,"20180106"
"122",1,40,19,38,40,51,11,9,35,43,35,53,35,35,0.7,0.77,"20180106"
"123",2,39,19,36,39,50,13,9,33,41,34,53,34,35,0.7,0.77,"20180106"
"124",3,34,17,35,34,49,13,9,30,40,36,53,35,36,0.67,0.77,"20180106"
"125",4,27,17,34,27,47,8,9,24,39,39,53,36,36,0.67,0.77,"20180106"
"126",5,28,15,32,28,46,6,9,20,38,43,53,38,38,0.67,0.77,"20180106"
"127",6,24,15,31,24,44,8,9,21,36,41,53,38,38,0.67,0.73,"20180106"
"128",7,26,15,29,26,42,8,9,26,35,39,53,38,38,0.67,0.73,"20180106"
"129",8,29,16,27,29,40,6,8,33,34,33,53,38,38,0.7,0.7,"20180106"
"130",9,23,15,25,23,38,3,8,36,34,33,53,38,39,0.73,0.7,"20180106"
"131",10,18,12,23,15,35,3,7,36,33,31,53,37,39,0.8,0.7,"20180106"
"132",11,18,11,21,12,34,4,7,35,33,35,53,37,39,0.77,0.67,"20180106"
"133",12,19,10,19,15,32,3,7,38,33,35,53,37,39,0.8,0.67,"20180106"
"134",13,16,10,17,9,30,2,7,31,32,45,54,36,39,0.8,0.67,"20180106"
"135",14,24,8,16,24,29,2,6,31,32,46,54,37,40,0.73,0.67,"20180106"
"136",15,15,8,15,13,29,2,6,30,32,47,54,38,40,0.73,0.67,"20180106"
"137",16,18,7,15,10,27,3,6,35,32,45,51,39,40,0.77,0.67,"20180106"
"138",17,22,7,14,16,27,3,6,43,33,39,50,40,40,0.8,0.7,"20180106"
"139",18,25,9,14,17,26,2,6,49,34,36,50,41,41,0.83,0.73,"20180106"
"140",19,20,9,13,12,25,1,6,40,34,43,50,42,42,0.83,0.73,"20180106"
"141",20,21,8,13,9,25,2,6,41,34,46,54,44,44,0.8,0.73,"20180106"
"142",21,20,7,13,9,24,2,6,35,34,63,72,46,46,0.8,0.73,"20180106"
"143",22,18,7,13,7,24,1,5,35,34,49,72,46,47,0.8,0.77,"20180106"
"144",23,20,7,12,8,22,3,5,39,34,36,72,45,47,0.77,0.77,"20180106"
"145",0,20,8,12,8,21,3,5,40,34,36,72,44,47,0.77,0.77,"20180107"
"146",1,17,8,11,NA,20,2,4,34,34,38,72,38,38,0.73,0.77,"20180107"
"147",2,14,9,11,NA,19,2,4,28,34,41,72,40,41,0.7,0.77,"20180107"
"148",3,13,8,10,NA,19,1,3,25,34,41,72,40,43,0.67,0.77,"20180107"
"149",4,13,7,10,8,18,2,3,24,34,43,72,41,43,0.67,0.73,"20180107"
"150",5,18,8,10,7,17,3,3,35,34,36,72,40,43,0.67,0.73,"20180107"
"151",6,16,7,10,4,16,4,3,32,35,37,72,39,43,0.67,0.73,"20180107"
"152",7,20,8,9,NA,15,2,2,39,35,30,72,38,43,0.7,0.73,"20180107"
"153",8,30,10,9,30,14,11,3,49,36,30,72,37,43,0.77,0.73,"20180107"
"154",9,26,12,9,18,13,7,3,51,36,30,72,36,43,0.83,0.73,"20180107"
"155",10,29,13,9,22,13,8,3,58,37,15,72,34,43,0.9,0.77,"20180107"
"156",11,29,16,9,27,14,13,3,57,38,16,72,32,43,0.93,0.77,"20180107"
"157",12,28,15,9,22,15,10,4,55,39,32,72,30,43,0.97,0.77,"20180107"
"158",13,30,15,9,23,15,21,5,59,40,23,72,29,43,1.03,0.8,"20180107"
"159",14,29,16,10,23,15,15,5,58,41,28,72,27,43,0.93,0.8,"20180107"
"160",15,26,15,10,19,15,8,5,51,42,40,73,29,43,0.93,0.83,"20180107"
"161",16,20,14,10,17,16,5,6,39,42,41,72,30,43,0.83,0.83,"20180107"
"162",17,26,12,11,16,16,7,6,52,43,34,72,30,43,0.77,0.83,"20180107"
"163",18,28,12,11,19,16,5,6,56,43,35,72,32,43,0.83,0.83,"20180107"
"164",19,34,13,11,19,16,7,6,67,44,21,72,32,43,0.9,0.83,"20180107"
"165",20,35,15,11,25,17,7,6,69,45,21,72,30,43,0.93,0.83,"20180107"
"166",21,35,17,11,30,18,12,7,70,47,27,55,30,43,0.97,0.83,"20180107"
"167",22,36,17,12,26,19,15,7,71,48,30,52,29,43,0.93,0.83,"20180107"
"168",23,34,24,13,32,21,10,8,67,49,28,52,26,43,0.97,0.83,"20180107"
"169",0,36,25,13,30,22,12,8,63,50,36,52,24,39,0.93,0.83,"20180108"
"170",1,40,28,14,35,22,6,8,62,52,39,52,39,39,0.9,0.83,"20180108"
"171",2,47,33,15,40,23,8,8,56,52,26,52,39,39,0.97,0.87,"20180108"
"172",3,53,37,16,50,24,10,9,51,54,37,51,38,39,1.03,0.87,"20180108"
"173",4,49,34,17,49,25,6,9,49,55,43,61,45,46,1,0.9,"20180108"
"174",5,41,29,18,31,26,6,9,47,55,34,60,31,32,0.97,0.9,"20180108"
"175",6,37,26,19,26,26,7,9,44,56,28,60,30,32,1,0.9,"20180108"
"176",7,39,27,20,29,26,7,9,44,56,68,62,33,33,1.03,0.93,"20180108"
"177",8,37,26,21,30,26,9,9,46,56,45,62,32,33,1.17,0.97,"20180108"
"178",9,34,24,21,33,27,4,9,49,56,30,62,33,34,1.23,0.97,"20180108"
"179",10,27,19,21,27,27,3,9,48,55,31,62,33,34,1.2,0.97,"20180108"
"180",11,26,15,21,15,27,3,8,51,55,28,62,34,34,1.1,1,"20180108"
"181",12,25,14,21,13,27,5,8,50,55,39,62,32,34,1.07,1,"20180108"
"182",13,25,13,21,NA,28,6,8,50,55,25,62,30,35,1.15,1,"20180108"
"183",14,26,14,21,23,27,8,7,51,54,23,62,30,36,1.03,1,"20180108"
"184",15,28,16,21,25,28,8,7,55,54,24,62,27,36,1.03,1,"20180108"
"185",16,27,18,21,25,28,7,7,54,55,26,60,27,37,0.87,1,"20180108"
"186",17,24,15,21,21,29,6,7,47,55,22,60,26,38,0.83,1,"20180108"
"187",18,23,11,21,14,28,5,7,46,54,42,54,27,38,0.87,1,"20180108"
"188",19,22,11,21,16,28,4,7,44,53,26,54,27,39,0.97,1,"20180108"
"189",20,20,13,21,18,28,6,7,39,52,22,54,26,39,0.97,1,"20180108"
"190",21,18,12,21,16,27,7,7,35,51,24,58,26,39,1,0.97,"20180108"
"191",22,18,11,21,14,27,7,7,35,49,26,60,26,40,1.03,0.97,"20180108"
"192",23,20,10,20,10,26,8,7,39,48,26,60,27,41,1.03,1,"20180108"
"193",0,22,13,19,17,25,9,6,44,47,25,60,27,41,1.07,1,"20180109"
"194",1,21,14,19,14,25,9,7,41,47,25,60,25,25,1.1,1,"20180109"
"195",2,20,14,18,16,24,8,7,39,46,25,60,25,26,1.03,1,"20180109"
"196",3,21,15,17,20,23,6,6,28,45,33,60,28,28,0.97,1,"20180109"
"197",4,23,16,17,21,22,7,6,25,44,33,62,29,30,0.93,1,"20180109"
"198",5,24,17,16,22,22,8,6,30,43,31,62,29,31,0.97,1,"20180109"
"199",6,24,17,16,20,21,6,7,25,42,31,62,29,31,1,1,"20180109"
"200",7,26,17,15,26,21,12,7,32,42,25,58,29,31,0.97,1.03,"20180109"
"201",8,27,18,15,27,21,9,7,44,42,21,58,28,31,0.97,1.03,"20180109"
"202",9,28,18,15,28,20,5,7,38,41,30,58,29,31,1,1,"20180109"
"203",10,29,14,14,29,20,5,7,33,41,36,59,30,32,0.93,1,"20180109"
"204",11,41,16,15,41,21,5,7,35,40,37,60,31,32,0.93,1,"20180109"
"205",12,35,16,14,35,21,5,7,29,39,52,69,33,34,0.73,1,"20180109"
"206",13,38,19,15,38,23,5,7,29,38,52,69,35,35,0.77,0.97,"20180109"
"207",14,39,19,15,39,24,5,7,39,38,38,69,37,37,0.77,0.97,"20180109"
"208",15,36,20,15,36,24,5,7,28,37,57,71,40,40,0.67,0.93,"20180109"
"209",16,28,16,15,28,25,4,6,26,36,59,75,45,45,0.53,0.93,"20180109"
"210",17,39,16,15,39,26,4,6,36,35,54,75,48,48,0.63,0.93,"20180109"
"211",18,46,19,16,46,28,6,7,45,35,46,62,49,49,0.7,0.9,"20180109"
"212",19,56,25,16,61,30,12,7,57,36,36,62,49,49,0.8,0.87,"20180109"
"213",20,58,29,17,66,32,14,7,63,36,26,62,46,49,0.9,0.87,"20180109"
"214",21,63,37,18,76,35,16,8,65,38,24,62,43,49,0.97,0.87,"20180109"
"215",22,64,37,19,77,38,17,8,63,39,22,62,40,49,0.9,0.87,"20180109"
"216",23,62,36,20,74,40,21,9,60,40,21,62,36,49,0.87,0.87,"20180109"
"217",0,63,37,21,75,42,21,9,65,40,17,62,31,49,0.87,0.87,"20180110"
"218",1,59,39,22,68,44,22,10,59,41,19,62,19,19,0.87,0.87,"20180110"
"219",2,58,37,23,66,46,16,10,49,42,23,62,20,21,0.8,0.87,"20180110"
"220",3,56,34,24,62,47,11,10,40,42,28,62,23,23,0.77,0.83,"20180110"
"221",4,48,27,24,48,47,7,10,27,42,43,62,28,28,0.63,0.83,"20180110"
"222",5,33,22,24,33,48,6,10,25,42,45,62,32,32,0.6,0.83,"20180110"
"223",6,33,23,25,33,48,9,10,34,42,28,62,31,32,0.63,0.8,"20180110"
"224",7,43,26,25,43,48,14,10,42,43,23,62,30,32,0.67,0.8,"20180110"
"225",8,51,29,25,52,50,21,11,59,44,14,62,28,32,0.8,0.8,"20180110"
"226",9,56,27,26,62,51,25,11,58,44,25,62,29,32,0.77,0.8,"20180110"
"227",10,52,23,26,53,52,15,12,48,45,35,62,30,32,0.7,0.73,"20180110"
"228",11,49,22,27,49,53,8,12,36,45,51,62,33,34,0.57,0.73,"20180110"
"229",12,43,19,27,43,53,9,12,39,46,54,64,35,35,0.55,0.73,"20180110"
"230",13,51,20,27,51,54,12,13,38,46,59,64,36,36,0.5,0.73,"20180110"
"231",14,51,22,27,51,54,11,13,32,46,69,69,41,41,0.5,0.7,"20180110"
"232",15,47,21,27,47,55,11,13,26,46,81,81,48,48,0.47,0.7,"20180110"
"233",16,48,20,27,48,55,12,14,28,46,81,85,57,57,0.43,0.7,"20180110"
"234",17,51,20,27,52,56,10,14,27,45,84,86,64,64,0.35,0.7,"20180110"
"235",18,42,17,27,42,56,10,14,29,45,80,86,70,70,0.4,0.67,"20180110"
"236",19,38,17,27,38,55,10,14,30,43,74,86,73,73,0.4,0.67,"20180110"
"237",20,52,18,26,53,54,10,14,40,42,53,86,75,75,0.43,0.67,"20180110"
"238",21,53,18,25,55,53,11,14,44,41,60,86,75,75,0.4,0.63,"20180110"
"239",22,50,17,25,50,52,10,13,42,41,56,86,73,75,0.33,0.6,"20180110"
"240",23,44,20,24,44,51,12,13,36,39,58,86,70,75,0.33,0.6,"20180110"
"241",0,48,21,23,48,49,14,12,36,38,54,86,66,75,0.33,0.53,"20180111"
"242",1,51,23,23,51,48,15,12,36,37,51,86,51,51,0.37,0.53,"20180111"
"243",2,53,24,22,55,48,18,12,35,36,51,86,51,51,0.37,0.53,"20180111"
"244",3,52,25,21,53,48,19,13,29,36,54,86,52,52,0.33,0.5,"20180111"
"245",4,44,24,21,44,48,13,13,21,36,65,86,55,55,0.33,0.47,"20180111"
"246",5,35,23,21,35,48,7,13,17,35,66,86,57,57,0.27,0.47,"20180111"
"247",6,33,23,21,33,48,7,13,20,35,63,86,58,58,0.3,0.47,"20180111"
"248",7,34,21,21,34,47,6,12,30,34,58,86,58,59,0.33,0.47,"20180111"
"249",8,37,21,21,37,46,6,12,43,34,52,86,58,59,0.37,0.43,"20180111"
"250",9,38,21,21,38,46,7,11,31,33,60,86,59,60,0.33,0.37,"20180111"
"251",10,37,19,20,37,45,7,11,24,32,69,86,61,61,0.33,0.37,"20180111"
"252",11,34,18,20,34,44,7,11,21,31,72,86,63,63,0.27,0.37,"20180111"
"253",12,27,16,20,27,44,6,11,16,30,78,86,64,64,0.2,0.37,"20180111"
"254",13,25,16,20,25,43,7,10,15,29,79,86,66,66,0.23,0.37,"20180111"
"255",14,26,14,20,26,42,6,10,16,28,80,86,68,68,0.2,0.33,"20180111"
"256",15,35,12,20,35,42,8,10,19,28,84,86,72,72,0.23,0.33,"20180111"
"257",16,51,14,20,51,42,9,10,23,28,93,93,77,77,0.27,0.33,"20180111"
"258",17,58,20,19,65,42,10,10,22,27,94,96,81,81,0.43,0.33,"20180111"
"259",18,55,23,20,59,43,10,10,25,27,86,96,83,83,0.43,0.33,"20180111"
"260",19,57,22,20,63,44,9,10,28,27,86,96,85,85,0.5,0.33,"20180111"
"261",20,58,23,20,66,44,10,10,33,27,76,96,85,86,0.47,0.33,"20180111"
"262",21,58,24,21,65,45,11,10,38,27,67,96,84,86,0.47,0.33,"20180111"
"263",22,57,25,21,64,46,14,10,44,27,64,96,81,86,0.47,0.33,"20180111"
"264",23,55,27,21,59,47,17,10,41,28,62,96,79,86,0.47,0.33,"20180111"
"265",0,53,26,21,55,47,17,10,35,27,64,96,75,86,0.43,0.33,"20180112"
"266",1,49,27,21,49,46,16,10,29,27,65,96,65,65,0.4,0.33,"20180112"
"267",2,50,25,21,50,46,13,10,23,27,70,96,67,67,0.4,0.33,"20180112"
"268",3,46,25,21,46,46,9,10,19,26,72,96,69,69,0.4,0.33,"20180112"
"269",4,41,25,21,41,46,9,10,17,26,76,96,71,71,0.4,0.33,"20180112"
"270",5,44,26,21,44,46,9,10,15,26,71,96,71,71,0.4,0.4,"20180112"
"271",6,43,24,21,43,46,8,10,15,26,71,96,71,71,0.4,0.4,"20180112"
"272",7,42,25,22,42,47,8,10,21,26,65,96,70,71,0.4,0.4,"20180112"
"273",8,43,25,22,43,47,7,10,35,25,55,96,68,71,0.47,0.4,"20180112"
"274",9,49,22,22,49,48,8,10,32,25,59,96,68,71,0.47,0.4,"20180112"
"275",10,50,23,22,50,48,9,10,24,25,67,96,67,71,0.47,0.4,"20180112"
"276",11,48,24,22,48,49,9,10,20,25,74,96,67,71,0.47,0.4,"20180112"
"277",12,48,20,22,48,50,10,10,19,25,82,96,68,71,0.43,0.4,"20180112"
"278",13,42,23,23,42,50,9,10,17,26,85,96,70,72,0.43,0.4,"20180112"
"279",14,38,22,23,38,51,8,10,17,26,90,96,73,73,0.43,0.4,"20180112"
"280",15,51,23,23,52,51,9,10,22,26,85,96,75,75,0.43,0.43,"20180112"
"281",16,58,27,24,66,52,12,10,28,26,91,95,79,79,0.5,0.47,"20180112"
"282",17,59,28,24,68,52,10,10,25,26,85,93,83,83,0.47,0.43,"20180112"
"283",18,58,27,24,66,52,9,10,26,26,87,93,85,85,0.43,0.43,"20180112"
"284",19,57,25,24,64,52,8,10,25,26,84,93,86,86,0.43,0.43,"20180112"
"285",20,54,25,25,58,52,9,10,25,25,77,93,86,86,0.4,0.43,"20180112"
"286",21,51,24,25,51,51,9,10,28,25,72,93,84,86,0.4,0.43,"20180112"
"287",22,49,23,25,49,51,9,10,32,25,68,93,81,86,0.4,0.43,"20180112"
"288",23,55,28,25,60,51,15,10,33,24,67,93,79,86,0.47,0.43,"20180112"
"289",0,47,27,25,47,51,12,10,27,24,68,93,76,86,0.4,0.4,"20180113"
"290",1,42,26,25,42,50,8,9,23,24,71,93,71,71,0.4,0.4,"20180113"
"291",2,39,27,25,36,50,6,9,19,24,71,93,71,71,0.4,0.4,"20180113"
"292",3,36,24,25,36,49,7,9,16,24,71,93,71,71,0.4,0.4,"20180113"
"293",4,37,24,25,37,49,7,9,17,24,67,93,70,71,0.4,0.4,"20180113"
"294",5,39,24,24,39,49,7,9,23,24,59,93,68,71,0.4,0.4,"20180113"
"295",6,36,24,24,36,49,6,9,20,24,59,93,67,71,0.4,0.4,"20180113"
"296",7,39,23,24,39,49,6,9,27,24,55,93,65,71,0.4,0.4,"20180113"
"297",8,39,23,25,39,49,6,9,37,24,49,93,63,71,0.43,0.4,"20180113"
"298",9,41,19,25,41,49,6,9,29,24,53,93,61,71,0.47,0.4,"20180113"
"299",10,38,19,24,38,48,6,9,24,24,58,93,59,71,0.43,0.4,"20180113"
"300",11,32,17,24,32,47,6,8,19,24,66,93,58,71,0.4,0.4,"20180113"
"301",12,34,17,24,34,47,6,8,19,24,70,93,59,71,0.43,0.4,"20180113"
"302",13,39,16,23,39,46,8,8,19,24,76,93,61,71,0.43,0.4,"20180113"
"303",14,46,18,23,46,47,9,8,19,24,85,94,64,71,0.43,0.4,"20180113"
"304",15,47,16,23,47,47,8,8,22,24,92,94,67,71,0.43,0.4,"20180113"
"305",16,50,19,23,50,46,8,8,24,24,86,91,72,73,0.43,0.4,"20180113"
"306",17,52,20,22,53,45,9,8,29,24,78,91,75,76,0.43,0.4,"20180113"
