"","hour","AQI","PM2.5","PM2.5_24h","PM10","PM10_24h","SO2","SO2_24h","NO2","NO2_24h","O3","O3_24h","O3_8h","O3_8h_24h","CO","CO_24h","date"
"1979",11,66,23,36,81,81,11,16,35,57,87,131,42,48,0.53,0.63,"20180324"
"1980",12,72,27,36,93,82,12,16,38,57,94,131,50,52,0.53,0.6,"20180324"
"1981",13,66,26,35,81,82,14,16,27,56,106,129,61,61,0.5,0.6,"20180324"
"1982",14,63,23,34,75,81,10,15,19,56,119,126,72,72,0.47,0.6,"20180324"
"1983",15,73,25,34,95,82,13,16,23,56,116,122,84,84,0.5,0.6,"20180324"
"1984",16,64,24,35,77,83,12,16,23,56,110,119,94,94,0.43,0.6,"20180324"
"1985",17,65,25,35,79,84,10,16,25,56,105,119,101,101,0.47,0.6,"20180324"
"1986",18,54,25,35,57,84,7,15,29,56,101,119,105,105,0.53,0.6,"20180324"
"1987",19,70,28,35,89,85,7,15,34,56,96,119,106,107,0.57,0.63,"20180324"
"1988",20,63,37,36,76,86,11,15,35,56,95,119,106,107,0.6,0.63,"20180324"
"1989",21,61,44,37,63,86,11,15,36,55,89,119,104,108,0.63,0.63,"20180324"
"1990",22,66,48,37,79,86,11,15,47,55,75,119,98,108,0.7,0.63,"20180324"
"1991",23,64,41,38,78,87,9,15,50,54,70,119,93,108,0.67,0.63,"20180324"
"1992",0,67,45,38,83,87,12,16,55,54,61,119,86,108,0.7,0.63,"20180325"
"1993",1,73,46,39,96,88,16,16,35,52,76,119,76,76,0.63,0.63,"20180325"
"1994",2,69,47,39,87,89,17,16,44,50,64,119,70,76,0.67,0.63,"20180325"
"1995",3,64,44,40,78,88,13,16,45,48,60,119,67,76,0.63,0.63,"20180325"
"1996",4,60,40,39,70,87,12,16,62,47,44,119,61,76,0.63,0.63,"20180325"
"1997",5,65,39,38,79,85,9,15,60,46,49,119,59,76,0.6,0.63,"20180325"
"1998",6,65,36,38,79,84,13,14,63,45,46,119,56,76,0.6,0.63,"20180325"
"1999",7,64,40,37,78,83,15,14,82,45,34,119,53,76,0.67,0.63,"20180325"
"2000",8,65,37,36,79,81,8,13,73,45,52,119,53,76,0.63,0.63,"20180325"
"2001",9,64,32,35,77,80,9,12,61,44,63,119,51,76,0.57,0.63,"20180325"
"2002",10,66,32,35,82,80,8,11,40,43,86,119,54,76,0.57,0.57,"20180325"
"2003",11,63,30,35,76,79,5,11,24,43,98,119,59,76,0.53,0.57,"20180325"
"2004",12,67,32,35,84,79,8,11,20,42,107,119,67,76,0.57,0.6,"20180325"
"2005",13,72,39,36,94,80,9,11,20,42,119,120,75,78,0.57,0.6,"20180325"
"2006",14,72,40,37,93,80,9,11,16,42,124,124,85,85,0.57,0.6,"20180325"
"2007",15,71,38,37,91,80,8,10,19,42,123,127,96,96,0.53,0.6,"20180325"
"2008",16,68,36,38,85,81,12,11,29,42,115,127,104,104,0.57,0.6,"20180325"
"2009",17,61,35,38,72,80,9,11,23,42,110,127,110,110,0.57,0.6,"20180325"
"2010",18,61,33,38,71,81,8,10,24,42,103,127,112,112,0.57,0.6,"20180325"
"2011",19,56,35,39,62,80,9,10,30,41,94,127,112,113,0.57,0.6,"20180325"
"2012",20,57,37,39,64,79,10,10,37,41,83,127,109,113,0.6,0.6,"20180325"
"2013",21,58,36,38,65,79,10,10,44,42,72,127,103,113,0.6,0.6,"20180325"
"2014",22,59,35,37,68,79,9,10,51,42,63,127,96,113,0.6,0.6,"20180325"
"2015",23,59,32,37,67,78,9,10,53,42,53,127,87,113,0.6,0.6,"20180325"
"2016",0,61,31,37,72,78,10,10,57,42,44,127,78,113,0.57,0.6,"20180326"
"2017",1,63,38,36,76,77,23,10,86,44,30,127,30,30,0.67,0.6,"20180326"
"2018",2,80,51,37,109,78,21,11,89,46,27,127,28,32,0.73,0.6,"20180326"
"2019",3,79,58,37,105,79,20,11,89,48,28,127,29,32,0.73,0.6,"20180326"
"2020",4,83,61,38,95,80,21,11,75,48,31,127,29,33,0.7,0.63,"20180326"
"2021",5,83,61,39,93,81,21,12,74,49,29,127,29,33,0.7,0.63,"20180326"
"2022",6,94,70,40,102,81,33,13,82,50,27,127,29,33,0.73,0.63,"20180326"
"2023",7,98,73,42,105,83,31,13,77,50,27,127,28,33,0.8,0.63,"20180326"
"2024",8,91,68,43,97,84,33,15,82,50,27,127,28,34,0.9,0.63,"20180326"
"2025",9,74,54,44,87,84,27,15,80,51,29,127,28,34,0.77,0.63,"20180326"
"2026",10,71,52,45,89,85,21,16,75,52,44,127,31,35,0.8,0.63,"20180326"
"2027",11,65,47,46,59,83,14,16,57,53,60,127,34,37,0.7,0.63,"20180326"
"2028",12,65,41,46,79,83,21,17,52,55,72,127,39,40,0.67,0.63,"20180326"
"2029",13,57,22,45,64,82,17,17,44,56,84,126,46,46,0.65,0.63,"20180326"
"2030",14,69,25,45,88,82,12,17,33,57,95,124,55,55,0.5,0.63,"20180326"
"2031",15,63,22,44,76,81,8,17,29,57,100,121,64,64,0.53,0.63,"20180326"
"2032",16,57,27,44,64,80,9,17,30,57,105,111,74,74,0.53,0.63,"20180326"
"2033",17,57,31,43,63,80,8,17,30,58,104,107,83,83,0.53,0.63,"20180326"
"2034",18,58,31,43,65,80,8,17,33,58,98,107,90,90,0.57,0.63,"20180326"
"2035",19,55,33,43,60,80,6,17,34,58,84,107,92,92,0.63,0.63,"20180326"
"2036",20,50,35,43,43,79,10,17,31,58,81,107,94,94,0.6,0.63,"20180326"
"2037",21,46,32,43,42,78,10,17,29,57,74,107,93,94,0.6,0.63,"20180326"
"2038",22,44,31,43,43,77,8,17,30,56,72,107,90,94,0.6,0.63,"20180326"
"2039",23,50,35,43,50,76,7,17,30,55,68,107,86,94,0.63,0.63,"20180326"
"2040",0,54,35,43,58,75,10,17,28,54,66,107,81,94,0.63,0.63,"20180327"
"2041",1,41,29,43,41,74,9,16,24,51,69,107,69,69,0.63,0.63,"20180327"
"2042",2,47,30,42,47,71,9,16,20,49,74,107,71,71,0.63,0.63,"20180327"
"2043",3,44,31,41,42,69,9,15,16,46,73,107,72,72,0.57,0.63,"20180327"
"2044",4,49,34,39,39,66,10,15,19,43,68,107,71,72,0.57,0.63,"20180327"
"2045",5,50,35,38,46,65,10,14,18,41,70,107,71,72,0.6,0.63,"20180327"
"2046",6,60,43,37,46,62,10,13,25,39,58,107,68,72,0.63,0.63,"20180327"
"2047",7,69,50,37,65,61,11,12,43,37,43,107,65,72,0.63,0.63,"20180327"
"2048",8,83,61,36,89,61,13,12,58,36,36,107,61,72,0.73,0.63,"20180327"
"2049",9,90,67,37,99,61,15,11,51,35,43,107,58,72,0.73,0.63,"20180327"
"2050",10,88,65,37,95,61,15,11,43,33,55,107,56,72,0.77,0.63,"20180327"
"2051",11,85,63,38,90,63,18,11,46,33,60,107,54,72,0.77,0.63,"20180327"
"2052",12,70,51,38,88,63,18,11,42,33,79,107,55,72,0.73,0.63,"20180327"
"2053",13,56,39,39,62,63,11,11,29,32,94,107,59,72,0.7,0.63,"20180327"
"2054",14,48,30,39,48,61,9,11,19,32,110,111,65,72,0.67,0.63,"20180327"
"2055",15,45,23,39,45,60,8,11,23,32,110,113,73,75,0.6,0.63,"20180327"
"2056",16,34,16,39,31,58,6,10,19,31,108,113,83,83,0.57,0.63,"20180327"
"2057",17,31,13,38,27,57,6,10,21,31,100,113,90,90,0.53,0.63,"20180327"
"2058",18,35,18,38,35,55,10,10,24,30,98,113,95,95,0.6,0.63,"20180327"
"2059",19,33,20,37,33,55,10,10,27,30,89,113,98,98,0.6,0.63,"20180327"
"2060",20,34,20,36,34,54,10,10,28,30,86,113,99,99,0.67,0.63,"20180327"
"2061",21,30,20,36,30,54,9,10,29,30,74,113,97,99,0.63,0.63,"20180327"
"2062",22,39,16,35,39,53,7,10,29,30,70,113,92,99,0.53,0.63,"20180327"
"2063",23,28,15,34,28,53,7,10,30,30,67,113,87,99,0.53,0.63,"20180327"
"2064",0,40,19,34,40,52,10,10,32,30,65,113,81,99,0.6,0.63,"20180328"
"2065",1,31,22,33,31,52,14,10,37,31,61,113,61,61,0.63,0.63,"20180328"
"2066",2,52,20,33,54,52,14,11,29,31,66,113,63,64,0.53,0.63,"20180328"
"2067",3,38,20,32,38,52,14,11,32,32,58,113,62,64,0.53,0.63,"20180328"
"2068",4,47,22,32,47,52,14,11,43,33,49,113,59,64,0.57,0.63,"20180328"
"2069",5,41,21,31,41,52,15,11,39,33,46,113,56,64,0.6,0.63,"20180328"
"2070",6,48,25,30,48,52,10,11,43,34,47,113,54,64,0.63,0.63,"20180328"
"2071",7,53,27,30,55,52,10,11,52,34,42,113,53,64,0.63,0.63,"20180328"
"2072",8,59,31,29,67,51,11,12,52,34,43,113,51,64,0.63,0.63,"20180328"
"2073",9,61,39,27,72,49,23,12,49,34,55,113,51,64,0.7,0.63,"20180328"
"2074",10,71,45,26,92,49,33,12,50,35,63,113,50,64,0.77,0.63,"20180328"
"2075",11,62,43,26,74,48,23,13,50,34,74,113,53,64,0.77,0.63,"20180328"
"2076",12,66,46,26,82,48,24,13,49,35,90,113,58,65,0.77,0.63,"20180328"
"2077",13,60,37,25,69,48,21,13,40,35,106,116,65,68,0.73,0.63,"20180328"
"2078",14,49,28,25,49,48,11,13,23,36,119,119,74,74,0.63,0.63,"20180328"
"2079",15,46,24,25,46,48,9,13,21,36,121,124,84,84,0.6,0.63,"20180328"
"2080",16,50,19,26,50,49,7,13,21,36,105,124,92,92,0.6,0.63,"20180328"
"2081",17,37,18,26,37,50,6,13,22,36,94,124,96,96,0.6,0.63,"20180328"
"2082",18,31,18,26,31,49,5,13,25,36,89,124,100,100,0.6,0.63,"20180328"
"2083",19,42,23,26,42,50,10,13,29,36,86,124,101,101,0.6,0.63,"20180328"
"2084",20,39,25,26,39,50,11,13,30,36,72,124,99,101,0.6,0.63,"20180328"
"2085",21,42,25,26,42,50,11,13,32,36,62,124,94,101,0.6,0.63,"20180328"
"2086",22,41,24,26,41,50,10,13,34,36,58,124,86,101,0.6,0.63,"20180328"
"2087",23,44,26,27,44,51,9,13,35,36,54,124,78,101,0.6,0.63,"20180328"
"2088",0,44,28,27,44,51,9,13,41,37,50,124,71,101,0.57,0.63,"20180329"
"2089",1,41,29,27,39,51,8,13,36,37,52,124,52,52,0.57,0.63,"20180329"
"2090",2,48,29,28,48,51,8,13,44,37,42,124,47,52,0.57,0.63,"20180329"
"2091",3,48,31,28,48,51,12,13,64,39,29,124,41,52,0.6,0.63,"20180329"
"2092",4,52,35,29,53,52,11,13,59,39,30,124,38,52,0.6,0.63,"20180329"
"2093",5,55,38,30,59,52,11,13,58,40,34,124,38,52,0.63,0.63,"20180329"
"2094",6,56,39,30,61,53,16,13,66,41,29,124,36,52,0.7,0.63,"20180329"
"2095",7,58,41,31,64,53,21,13,65,42,28,124,35,52,0.73,0.67,"20180329"
"2096",8,74,54,32,87,54,33,14,67,42,31,124,34,52,0.93,0.67,"20180329"
"2097",9,70,51,32,87,55,33,15,66,43,41,124,33,52,0.9,0.67,"20180329"
"2098",10,65,41,32,79,55,19,14,52,43,58,124,35,52,0.8,0.67,"20180329"
"2099",11,62,29,32,73,54,12,14,37,42,77,124,41,54,0.7,0.67,"20180329"
"2100",12,60,22,31,70,54,18,13,38,42,83,124,48,58,0.6,0.67,"20180329"
"2101",13,58,26,30,65,54,13,13,29,41,104,124,57,64,0.63,0.67,"20180329"
"2102",14,58,23,30,65,55,12,13,23,41,109,121,67,71,0.63,0.67,"20180329"
"2103",15,50,17,30,50,55,7,13,18,41,107,115,76,78,0.53,0.67,"20180329"
"2104",16,37,20,30,37,54,9,13,25,42,97,114,85,85,0.53,0.67,"20180329"
"2105",17,41,21,30,41,54,10,13,34,42,88,113,90,90,0.53,0.67,"20180329"
"2106",18,32,17,30,32,54,7,13,29,42,82,113,93,93,0.57,0.67,"20180329"
"2107",19,34,19,30,34,54,10,13,37,42,67,113,92,93,0.6,0.67,"20180329"
"2108",20,37,18,30,37,54,9,13,37,43,60,113,89,93,0.63,0.67,"20180329"
"2109",21,32,16,29,32,53,9,13,41,43,50,113,82,93,0.6,0.67,"20180329"
"2110",22,37,17,29,37,53,9,13,42,43,43,113,74,93,0.63,0.63,"20180329"
"2111",23,38,17,29,38,53,8,13,42,44,42,113,66,93,0.63,0.63,"20180329"
"2112",0,39,17,28,39,53,7,13,44,44,39,113,59,93,0.63,0.67,"20180330"
"2113",1,41,19,28,41,53,7,13,48,45,35,113,35,35,0.67,0.67,"20180330"
"2114",2,55,24,26,59,54,14,12,70,47,20,116,21,23,0.7,0.65,"20180330"
"2115",3,56,27,27,61,54,11,13,66,45,26,113,30,36,0.7,0.67,"20180330"
"2116",4,55,29,27,60,54,12,13,65,45,23,113,28,36,0.7,0.67,"20180330"
"2117",5,55,31,27,59,54,14,14,62,45,26,113,27,36,0.73,0.67,"20180330"
"2118",6,55,31,26,59,54,14,13,57,45,25,113,27,36,0.67,0.67,"20180330"
"2119",7,53,32,26,56,54,14,13,56,45,28,113,27,36,0.7,0.67,"20180330"
"2120",8,55,36,25,59,52,15,12,57,44,34,113,28,36,0.73,0.67,"20180330"
"2121",9,52,20,24,53,51,9,12,38,43,49,113,29,38,0.63,0.63,"20180330"
"2122",10,44,11,22,44,50,5,11,22,42,61,113,34,41,0.5,0.63,"20180330"
"2123",11,46,12,22,46,48,6,11,19,41,70,113,39,45,0.5,0.63,"20180330"
"2124",12,50,13,21,50,48,7,10,20,40,78,113,46,50,0.53,0.63,"20180330"
"2125",13,52,13,21,53,47,6,10,16,40,88,111,54,55,0.5,0.63,"20180330"
"2126",14,53,13,21,55,47,5,9,15,39,81,107,61,61,0.47,0.63,"20180330"
"2127",15,52,12,20,54,47,6,9,15,39,80,97,68,68,0.47,0.63,"20180330"
"2128",16,52,12,20,53,48,5,9,17,39,76,91,73,73,0.47,0.63,"20180330"
"2129",17,55,15,20,60,49,6,9,18,38,79,88,77,77,0.47,0.63,"20180330"
"2130",18,56,12,19,62,50,6,9,21,38,70,88,78,78,0.5,0.63,"20180330"
"2131",19,54,15,19,57,51,7,9,26,38,71,88,78,78,0.53,0.6,"20180330"
"2132",20,54,18,19,57,52,7,9,29,37,65,88,76,78,0.53,0.6,"20180330"
"2133",21,52,16,19,54,53,8,9,29,37,61,88,73,78,0.53,0.6,"20180330"
"2134",22,41,14,19,41,53,9,9,30,36,61,88,70,78,0.5,0.6,"20180330"
"2135",23,33,15,19,33,52,8,9,37,36,54,88,67,78,0.5,0.6,"20180330"
"2136",0,23,11,19,23,52,6,9,29,36,58,88,65,78,0.47,0.57,"20180331"
"2137",1,30,13,18,30,52,5,9,22,34,61,88,61,61,0.43,0.53,"20180331"
"2138",2,19,10,18,15,50,6,8,22,33,62,88,61,62,0.43,0.53,"20180331"
"2139",3,21,12,17,21,48,5,8,32,32,52,88,58,62,0.47,0.53,"20180331"
"2140",4,23,14,17,23,47,7,8,40,30,44,88,55,62,0.5,0.53,"20180331"
"2141",5,32,17,16,32,46,5,7,45,30,44,88,53,62,0.5,0.53,"20180331"
"2142",6,36,14,15,36,45,5,7,42,29,43,88,51,62,0.47,0.53,"20180331"
"2143",7,32,16,15,32,44,6,7,50,29,40,88,49,62,0.53,0.5,"20180331"
"2144",8,36,13,14,36,42,6,6,43,28,44,88,49,62,0.53,0.5,"20180331"
"2145",9,33,14,13,33,42,5,6,29,28,60,88,49,62,0.53,0.5,"20180331"
"2146",10,40,15,14,40,41,5,6,18,28,71,88,50,62,0.5,0.5,"20180331"
"2147",11,41,17,14,41,41,7,6,17,28,78,88,53,62,0.5,0.5,"20180331"
"2148",12,49,22,14,49,41,8,6,17,28,90,90,59,62,0.53,0.5,"20180331"
"2149",13,55,28,15,60,42,7,6,15,28,105,105,66,66,0.57,0.5,"20180331"
"2150",14,56,25,15,61,42,6,6,16,28,100,105,73,73,0.57,0.5,"20180331"
"2151",15,51,20,16,52,42,6,6,18,28,94,105,80,80,0.5,0.5,"20180331"
"2152",16,53,17,16,55,42,6,6,19,28,88,105,86,86,0.5,0.5,"20180331"
"2153",17,53,16,16,56,42,7,6,21,28,82,105,88,88,0.5,0.5,"20180331"
"2154",18,56,20,16,61,42,8,6,25,28,75,105,89,89,0.57,0.5,"20180331"
"2155",19,58,26,17,65,42,9,7,32,28,70,105,88,89,0.63,0.5,"20180331"
"2156",20,56,29,17,62,42,9,7,31,28,62,105,85,89,0.63,0.5,"20180331"
"2157",21,56,30,18,62,42,9,7,41,29,56,105,79,89,0.6,0.53,"20180331"
"2158",22,56,33,18,62,44,8,7,52,30,43,105,71,89,0.67,0.53,"20180331"
"2159",23,60,32,19,69,45,10,7,60,31,37,105,64,89,0.73,0.53,"20180331"
"2160",0,63,39,21,76,47,15,7,60,32,38,105,58,89,0.7,0.53,"20180401"
"2161",1,61,33,22,71,49,15,7,47,33,42,105,42,42,0.63,0.53,"20180401"
"2162",2,61,33,22,72,51,16,8,62,35,31,105,36,42,0.7,0.6,"20180401"
"2163",3,61,33,23,72,53,13,8,57,36,30,105,34,42,0.67,0.6,"20180401"
"2164",4,70,42,24,89,56,30,9,70,37,27,105,33,42,0.7,0.6,"20180401"
"2165",5,72,43,25,94,59,27,10,70,38,27,105,32,42,0.77,0.6,"20180401"
"2166",6,73,45,27,96,61,37,12,63,39,28,105,31,42,0.77,0.6,"20180401"
"2167",7,72,47,28,94,64,41,13,69,40,27,105,30,42,0.77,0.6,"20180401"
"2168",8,74,49,30,97,66,41,14,73,41,29,105,30,42,0.83,0.6,"20180401"
"2169",9,67,40,30,84,68,21,15,44,42,52,105,32,42,0.7,0.63,"20180401"
"2170",10,64,38,31,77,70,12,15,30,42,71,105,36,42,0.67,0.63,"20180401"
"2171",11,74,35,33,97,72,8,15,23,42,80,105,43,45,0.6,0.63,"20180401"
"2172",12,73,36,33,96,74,9,16,18,42,95,105,51,51,0.57,0.63,"20180401"
"2173",13,78,42,33,105,76,9,16,20,43,105,107,61,61,0.6,0.63,"20180401"
"2174",14,72,48,35,93,78,9,16,19,43,104,108,70,70,0.6,0.63,"20180401"
"2175",15,65,43,35,79,79,8,16,22,43,97,108,79,79,0.6,0.63,"20180401"
"2176",16,63,39,36,76,79,6,16,20,43,95,108,87,87,0.63,0.63,"20180401"
"2177",17,62,39,37,74,80,6,16,20,43,88,108,92,92,0.6,0.63,"20180401"
"2178",18,62,38,38,74,81,6,16,21,43,82,108,93,93,0.6,0.63,"20180401"
"2179",19,63,37,39,76,81,7,16,29,43,78,108,93,94,0.67,0.63,"20180401"
"2180",20,61,40,39,71,82,7,16,27,42,75,108,91,94,0.67,0.63,"20180401"
"2181",21,60,40,40,70,82,8,16,33,42,66,108,86,94,0.6,0.63,"20180401"
"2182",22,62,38,40,74,83,8,16,32,41,65,108,81,94,0.6,0.63,"20180401"
"2183",23,61,35,40,72,83,10,15,37,40,61,108,76,94,0.63,0.63,"20180401"
"2184",0,63,37,40,75,82,11,15,38,39,55,108,71,94,0.63,0.63,"20180402"
"2185",1,63,41,40,76,82,18,15,67,40,35,108,35,35,0.67,0.63,"20180402"
"2186",2,66,47,41,82,83,15,15,77,41,24,108,30,35,0.7,0.67,"20180402"
"2187",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20180402"
"2188",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20180402"
"2189",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20180402"
"2190",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20180402"
"2191",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20180402"
"2192",8,80,58,44,110,86,25,12,53,42,37,117,35,38,0.9,0.65,"20180402"
"2193",9,85,58,44,119,84,24,11,48,38,40,108,30,35,0.93,0.67,"20180402"
"2194",10,81,49,44,111,85,17,12,41,39,58,108,34,36,0.83,0.67,"20180402"
"2195",11,67,42,45,83,85,15,12,31,39,76,108,40,40,0.8,0.67,"20180402"
"2196",12,68,38,44,86,85,16,12,35,40,81,108,47,47,0.7,0.67,"20180402"
"2197",13,70,39,44,90,84,15,12,33,40,92,104,56,56,0.7,0.67,"20180402"
"2198",14,79,43,44,108,85,16,13,21,41,119,119,68,68,0.73,0.7,"20180402"
"2199",15,72,47,44,94,85,16,13,20,41,124,125,80,80,0.7,0.7,"20180402"
"2200",16,73,43,44,95,86,15,13,19,40,111,125,88,88,0.67,0.7,"20180402"
"2201",17,68,45,45,86,86,13,14,20,40,111,125,97,97,0.67,0.7,"20180402"
"2202",18,68,44,45,86,87,13,14,24,41,112,125,103,103,0.67,0.7,"20180402"
"2203",19,71,49,46,91,88,19,14,41,41,95,125,106,106,0.77,0.7,"20180402"
"2204",20,68,44,46,85,88,16,15,38,41,79,125,106,106,0.8,0.7,"20180402"
"2205",21,65,41,46,79,89,11,15,39,42,68,125,102,106,0.7,0.73,"20180402"
"2206",22,64,39,46,78,89,12,15,45,42,56,125,95,106,0.73,0.77,"20180402"
"2207",23,63,43,46,75,89,12,15,54,43,47,125,85,106,0.7,0.77,"20180402"
"2208",0,69,48,47,87,90,11,15,69,45,37,125,76,106,0.83,0.77,"20180403"
"2209",1,75,55,47,89,90,11,15,70,44,34,125,34,34,0.83,0.77,"20180403"
"2210",2,83,61,48,102,91,11,15,63,44,32,125,34,35,0.83,0.77,"20180403"
"2211",3,84,62,48,98,92,8,14,52,43,34,125,34,35,0.83,0.77,"20180403"
"2212",4,89,66,49,94,92,8,14,47,42,38,125,35,37,0.83,0.77,"20180403"
"2213",5,86,64,49,88,92,9,14,37,41,42,125,36,38,0.8,0.77,"20180403"
"2214",6,79,58,50,78,92,9,14,33,41,40,125,37,38,0.77,0.77,"20180403"
"2215",7,78,57,49,84,91,12,14,49,41,34,125,36,38,0.8,0.77,"20180403"
"2216",8,73,53,50,81,91,10,13,47,40,41,125,37,38,0.87,0.77,"20180403"
"2217",9,74,54,50,82,89,11,13,45,40,52,125,39,39,0.83,0.77,"20180403"
"2218",10,59,42,49,67,88,14,13,36,40,66,125,44,44,0.83,0.77,"20180403"
"2219",11,58,37,49,65,87,12,13,32,40,71,125,48,48,0.73,0.77,"20180403"
"2220",12,54,31,49,57,85,12,12,28,40,84,125,54,54,0.73,0.77,"20180403"
"2221",13,57,28,48,63,84,10,12,18,40,96,125,61,61,0.7,0.77,"20180403"
"2222",14,41,27,47,41,82,9,12,16,39,94,125,67,67,0.67,0.77,"20180403"
"2223",15,46,26,46,46,80,8,12,20,39,89,117,74,74,0.67,0.77,"20180403"
"2224",16,53,22,45,55,78,8,11,23,39,72,115,78,78,0.67,0.77,"20180403"
"2225",17,53,18,44,56,77,9,11,26,40,63,112,79,79,0.63,0.77,"20180403"
"2226",18,51,18,43,51,75,8,11,22,40,62,102,79,79,0.57,0.77,"20180403"
"2227",19,52,17,42,54,74,7,10,22,39,59,96,77,79,0.6,0.77,"20180403"
"2228",20,47,18,41,47,72,6,10,17,38,59,96,74,79,0.57,0.73,"20180403"
"2229",21,47,17,40,47,71,7,10,18,37,57,96,69,79,0.53,0.73,"20180403"
"2230",22,46,17,39,46,69,7,9,23,36,53,96,64,79,0.57,0.7,"20180403"
"2231",23,46,17,38,46,68,7,9,27,35,46,96,59,79,0.57,0.7,"20180403"
"2232",0,46,17,37,46,66,6,9,23,33,51,96,56,79,0.6,0.7,"20180404"
"2233",1,41,22,35,41,64,7,9,31,31,42,96,42,42,0.6,0.7,"20180404"
"2234",2,44,20,33,44,62,7,9,34,30,39,96,40,43,0.6,0.7,"20180404"
"2235",3,47,20,32,47,60,8,9,37,29,38,96,39,43,0.57,0.7,"20180404"
"2236",4,50,21,30,50,58,8,9,35,29,40,96,40,43,0.6,0.7,"20180404"
"2237",5,52,23,28,54,56,14,9,45,29,30,96,37,43,0.63,0.7,"20180404"
"2238",6,51,27,27,51,55,11,9,46,30,26,96,36,43,0.6,0.7,"20180404"
"2239",7,51,26,26,51,54,11,9,46,30,28,96,35,43,0.63,0.67,"20180404"
"2240",8,57,33,25,63,53,20,10,51,30,26,96,34,43,0.77,0.63,"20180404"
"2241",9,65,46,25,80,53,19,10,50,30,34,96,32,43,0.83,0.63,"20180404"
"2242",10,65,40,24,79,54,14,10,38,30,49,96,34,44,0.83,0.63,"20180404"
"2243",11,63,32,24,75,54,10,10,23,30,67,96,37,46,0.75,0.63,"20180404"
"2244",12,57,27,24,64,54,9,10,21,30,81,96,43,49,0.6,0.63,"20180404"
"2245",13,57,30,24,63,54,9,10,18,30,92,94,50,53,0.57,0.63,"20180404"
"2246",14,56,28,24,62,54,11,10,19,30,91,97,58,60,0.6,0.63,"20180404"
"2247",15,54,23,24,58,55,11,10,24,30,78,95,65,65,0.6,0.63,"20180404"
"2248",16,51,17,24,52,55,9,10,21,30,70,95,70,70,0.57,0.63,"20180404"
"2249",17,53,19,24,56,55,7,10,18,30,69,95,74,74,0.4,0.63,"20180404"
"2250",18,44,20,24,44,55,6,10,17,29,69,95,77,77,0.33,0.6,"20180404"
"2251",19,44,22,24,44,54,5,10,19,29,66,95,77,77,0.37,0.57,"20180404"
"2252",20,46,23,24,46,54,5,10,23,29,60,95,74,77,0.4,0.57,"20180404"
"2253",21,45,23,25,45,54,6,10,38,30,44,95,68,77,0.47,0.57,"20180404"
"2254",22,40,21,25,40,54,6,9,42,31,42,95,62,77,0.47,0.57,"20180404"
"2255",23,38,18,25,38,54,8,10,32,31,48,95,59,77,0.43,0.57,"20180404"
"2256",0,32,18,25,32,53,8,10,26,31,50,95,56,77,0.43,0.57,"20180405"
"2257",1,38,24,25,38,53,9,10,34,31,42,95,42,42,0.43,0.57,"20180405"
"2258",2,47,27,25,47,53,9,10,44,32,34,95,38,43,0.5,0.53,"20180405"
"2259",3,50,28,26,50,53,7,10,48,32,29,95,35,43,0.5,0.57,"20180405"
"2260",4,50,30,26,50,53,8,10,32,32,39,95,36,43,0.43,0.57,"20180405"
"2261",5,42,26,26,42,52,8,10,24,31,48,95,37,43,0.47,0.57,"20180405"
"2262",6,41,29,26,34,52,7,9,22,30,43,95,38,43,0.43,0.57,"20180405"
"2263",7,43,30,26,39,52,7,9,25,30,46,95,39,44,0.4,0.57,"20180405"
"2264",8,41,29,26,35,51,8,9,30,29,44,95,40,44,0.43,0.47,"20180405"
"2265",9,37,26,26,34,49,9,8,32,28,43,95,40,45,0.43,0.47,"20180405"
"2266",10,47,29,25,47,47,13,8,33,27,42,95,41,45,0.5,0.47,"20180405"
"2267",11,42,29,25,42,46,12,8,32,28,45,95,43,46,0.5,0.47,"20180405"
"2268",12,43,25,25,43,45,12,8,28,29,57,95,45,48,0.43,0.43,"20180405"
"2269",13,59,25,25,68,46,14,8,31,29,60,91,48,50,0.47,0.43,"20180405"
"2270",14,37,26,25,35,45,11,9,28,29,61,84,50,52,0.47,0.43,"20180405"
"2271",15,38,25,25,38,44,7,9,22,29,68,79,53,54,0.43,0.43,"20180405"
"2272",16,37,22,25,37,43,8,8,23,29,66,77,55,56,0.43,0.43,"20180405"
"2273",17,43,24,25,43,43,8,8,26,30,62,76,58,59,0.43,0.43,"20180405"
"2274",18,42,25,25,42,43,8,8,23,30,61,73,60,61,0.43,0.43,"20180405"
"2275",19,41,25,25,41,43,9,8,31,30,55,71,62,63,0.43,0.43,"20180405"
"2276",20,44,24,25,44,43,10,9,38,31,48,70,60,63,0.47,0.47,"20180405"
"2277",21,43,24,25,43,42,11,9,38,31,47,69,59,63,0.53,0.43,"20180405"
"2278",22,42,26,26,42,42,10,9,42,31,45,69,56,63,0.6,0.47,"20180405"
"2279",23,46,25,26,46,43,12,9,51,32,36,69,52,63,0.73,0.47,"20180405"
